date,tobin_q
"Dec. 31, 2019",0.9385
"Sept. 30, 2019",0.9881
"June 30, 2019",0.9545
"March 31, 2019",0.9493
"Dec. 31, 2018",0.89
"Sept. 30, 2018",0.8976
"June 30, 2018",0.8996
"March 31, 2018",0.8434
"Dec. 31, 2017",0.8806
"Sept. 30, 2017",0.9014
"June 30, 2017",0.8785
"March 31, 2017",0.8319
"Dec. 31, 2016",0.7973
"Sept. 30, 2016",0.8527
"June 30, 2016",0.8987
"March 31, 2016",0.8343
"Dec. 31, 2015",0.7577
"Sept. 30, 2015",0.7315
"June 30, 2015",0.5764
"March 31, 2015",0.5607
"Dec. 31, 2014",0.6156
"Sept. 30, 2014",0.6122
"June 30, 2014",0.5972
"March 31, 2014",0.5649
"Dec. 31, 2013",0.5542
"Sept. 30, 2013",0.5502
"June 30, 2013",0.5316
"March 31, 2013",0.5242
"Dec. 31, 2012",0.4916
"Sept. 30, 2012",0.5187
"June 30, 2012",0.5138
"March 31, 2012",0.5037
"Dec. 31, 2011",0.4946
"Sept. 30, 2011",0.4926
"June 30, 2011",0.4851
"March 31, 2011",0.4697
"Dec. 31, 2010",0.4573
"Sept. 30, 2010",0.457
"June 30, 2010",0.4402
"March 31, 2010",0.4385
"Dec. 31, 2009",0.4445
"Sept. 30, 2009",0.4338
"June 30, 2009",0.4334
"March 31, 2009",0.4214
"Dec. 31, 2008",0.4143
"Sept. 30, 2008",0.4612
"June 30, 2008",0.4813
"March 31, 2008",0.4658
"Dec. 31, 2007",0.4757
"Sept. 30, 2007",0.4772
"June 30, 2007",0.4829
"March 31, 2007",0.4982
"Dec. 31, 2006",0.4834
"Sept. 30, 2006",0.4949
"June 30, 2006",0.4946
"March 31, 2006",0.4694
"Dec. 31, 2005",0.466
"Sept. 30, 2005",0.4782
"June 30, 2005",0.5351
"March 31, 2005",0.495
"Dec. 31, 2004",0.5083
"Sept. 30, 2004",0.5266
"June 30, 2004",0.5425
"March 31, 2004",0.5306
"Dec. 31, 2003",0.5349
"Sept. 30, 2003",0.5659
"June 30, 2003",0.5555
"March 31, 2003",0.527
"Dec. 31, 2002",0.5306
"Sept. 30, 2002",0.5806
"June 30, 2002",0.5867
"March 31, 2002",0.5798
"Dec. 31, 2001",0.5701
"Sept. 30, 2001",0.5684
"June 30, 2001",0.5699
"March 31, 2001",0.5523
"Dec. 31, 2000",0.5278
"Sept. 30, 2000",0.5164
"June 30, 2000",0.5169
"March 31, 2000",0.5139
"Dec. 31, 1999",0.5367
"Sept. 30, 1999",0.5641
"June 30, 1999",0.5947
"March 31, 1999",0.5902
"Dec. 31, 1998",0.7009
"Sept. 30, 1998",0.7534
"June 30, 1998",0.6979
"March 31, 1998",0.6715
"Dec. 31, 1997",0.6368
"Sept. 30, 1997",0.6228
"June 30, 1997",0.6268
"March 31, 1997",0.6004
"Dec. 31, 1996",0.6317
"Sept. 30, 1996",0.6255
"June 30, 1996",0.6619
"March 31, 1996",0.6435
"Dec. 31, 1995",0.6616
"Sept. 30, 1995",0.6527
"June 30, 1995",0.6506
"March 31, 1995",0.6239
"Dec. 31, 1994",0.616
"Sept. 30, 1994",0.6134
"June 30, 1994",0.6278
"March 31, 1994",0.6224
