date,graham_number
"Dec. 31, 2019",16.17
"Sept. 30, 2019",19.19
"June 30, 2019",9.600
"March 31, 2019",
"Dec. 31, 2018",
"Sept. 30, 2018",
"June 30, 2018",15.45
"March 31, 2018",12.85
"Dec. 31, 2017",10.61
"Sept. 30, 2017",15.46
"June 30, 2017",15.65
"March 31, 2017",17.80
"Dec. 31, 2016",17.00
"Sept. 30, 2016",15.81
"June 30, 2016",14.96
"March 31, 2016",13.17
"Dec. 31, 2015",15.70
"Sept. 30, 2015",17.95
"June 30, 2015",24.66
"March 31, 2015",27.88
"Dec. 31, 2014",27.18
"Sept. 30, 2014",26.82
"June 30, 2014",27.36
"March 31, 2014",27.19
"Dec. 31, 2013",26.79
"Sept. 30, 2013",26.08
"June 30, 2013",25.31
"March 31, 2013",25.31
"Dec. 31, 2012",23.66
"Sept. 30, 2012",19.73
"June 30, 2012",20.58
"March 31, 2012",19.66
"Dec. 31, 2011",20.27
"Sept. 30, 2011",20.67
"June 30, 2011",20.72
"March 31, 2011",20.37
"Dec. 31, 2010",19.98
"Sept. 30, 2010",22.20
"June 30, 2010",20.69
"March 31, 2010",19.70
"Dec. 31, 2009",17.77
"Sept. 30, 2009",20.34
"June 30, 2009",21.60
"March 31, 2009",13.37
"Dec. 31, 2008",10.42
"Sept. 30, 2008",
"June 30, 2008",
"March 31, 2008",17.54
"Dec. 31, 2007",22.08
"Sept. 30, 2007",21.73
"June 30, 2007",22.45
"March 31, 2007",22.38
"Dec. 31, 2006",20.61
"Sept. 30, 2006",20.49
"June 30, 2006",19.33
"March 31, 2006",20.06
"Dec. 31, 2005",21.35
"Sept. 30, 2005",24.32
"June 30, 2005",25.44
"March 31, 2005",25.50
"Dec. 31, 2004",25.55
"Sept. 30, 2004",24.72
"June 30, 2004",24.33
"March 31, 2004",8.107
"Dec. 31, 2003",11.51
"Sept. 30, 2003",7.868
"June 30, 2003",8.955
"March 31, 2003",25.05
"Dec. 31, 2002",25.70
"Sept. 30, 2002",24.44
"June 30, 2002",23.63
"March 31, 2002",22.12
"Dec. 31, 2001",19.43
"Sept. 30, 2001",14.80
"June 30, 2001",20.56
"March 31, 2001",22.75
"Dec. 31, 2000",20.00
"Sept. 30, 2000",19.20
"June 30, 2000",17.71
"March 31, 2000",17.84
"Dec. 31, 1999",17.65
"Sept. 30, 1999",19.38
"June 30, 1999",20.22
"March 31, 1999",20.62
"Dec. 31, 1998",18.65
"Sept. 30, 1998",18.05
"June 30, 1998",17.95
"March 31, 1998",18.16
"Dec. 31, 1997",18.72
"Sept. 30, 1997",18.58
"June 30, 1997",18.46
"March 31, 1997",18.54
"Dec. 31, 1996",17.21
"Sept. 30, 1996",17.00
"June 30, 1996",17.00
"March 31, 1996",17.09
"Dec. 31, 1995",16.53
"Sept. 30, 1995",16.21
"June 30, 1995",15.73
"March 31, 1995",15.52
"Dec. 31, 1994",15.49
"Sept. 30, 1994",15.29
"June 30, 1994",15.18
"March 31, 1994",15.26
