date,accruals
"Dec. 31, 2019",-12.27B
"Sept. 30, 2019",-5.237B
"June 30, 2019",-4.478B
"March 31, 2019",-2.408B
"Dec. 31, 2018",-5.421B
"Sept. 30, 2018",-5.522B
"June 30, 2018",-3.446B
"March 31, 2018",-1.405B
"Dec. 31, 2017",-2.982B
"Sept. 30, 2017",-3.545B
"June 30, 2017",-3.521B
"March 31, 2017",-1.095B
"Dec. 31, 2016",-3.292B
"Sept. 30, 2016",-4.028B
"June 30, 2016",-4.001B
"March 31, 2016",-1.866B
"Dec. 31, 2015",-5.145B
"Sept. 30, 2015",-3.323B
"June 30, 2015",-6.649B
"March 31, 2015",248.00M
"Dec. 31, 2014",-3.026B
"Sept. 30, 2014",-3.087B
"June 30, 2014",-2.216B
"March 31, 2014",-3.905B
"Dec. 31, 2013",-5.522B
"Sept. 30, 2013",-5.366B
"June 30, 2013",-3.155B
"March 31, 2013",464.00M
"Dec. 31, 2012",-5.535B
"Sept. 30, 2012",-2.477B
"June 30, 2012",-2.705B
"March 31, 2012",-1.916B
"Dec. 31, 2011",-3.946B
"Sept. 30, 2011",-3.693B
"June 30, 2011",-2.958B
"March 31, 2011",-3.603B
"Dec. 31, 2010",-2.957B
"Sept. 30, 2010",-4.214B
"June 30, 2010",-2.194B
"March 31, 2010",-2.965B
"Dec. 31, 2009",-3.95B
"Sept. 30, 2009",-2.834B
"June 30, 2009",-1.539B
"March 31, 2009",-567.00M
"Dec. 31, 2008",-313.00M
"Sept. 30, 2008",-1.22B
"June 30, 2008",-1.229B
"March 31, 2008",-2.939B
"Dec. 31, 2007",-2.208B
"Sept. 30, 2007",-1.987B
"June 30, 2007",-1.119B
"March 31, 2007",-975.00M
"Dec. 31, 2006",-1.972B
"Sept. 30, 2006",-1.709B
"June 30, 2006",-1.73B
"March 31, 2006",-1.774B
"Dec. 31, 2005",-1.803B
"Sept. 30, 2005",-1.951B
"June 30, 2005",-1.189B
"March 31, 2005",-1.063B
"Dec. 31, 2004",-101.00M
"Sept. 30, 2004",-17.00M
"June 30, 2004",-329.00M
"March 31, 2004",-915.00M
"Dec. 31, 2003",-817.00M
"Sept. 30, 2003",-683.00M
"June 30, 2003",-2.173B
"March 31, 2003",-1.412B
"Dec. 31, 2002",-2.295B
"Sept. 30, 2002",-3.968B
"June 30, 2002",-2.20B
"March 31, 2002",-348.00M
"Dec. 31, 2001",-5.426B
"Sept. 30, 2001",-812.00M
"June 30, 2001",-1.028B
"March 31, 2001",-903.00M
"Dec. 31, 2000",-2.879B
"Sept. 30, 2000",-1.183B
"June 30, 2000",-1.395B
"March 31, 2000",-283.00M
"Dec. 31, 1999",-2.151B
"Sept. 30, 1999",-1.062B
"June 30, 1999",-849.00M
"March 31, 1999",-462.00M
"Dec. 31, 1998",-857.00M
"Sept. 30, 1998",-1.157B
"June 30, 1998",-508.00M
"March 31, 1998",130.00M
"Dec. 31, 1997",-181.00M
"Sept. 30, 1997",-523.00M
"June 30, 1997",-424.00M
"March 31, 1997",-199.00M
"Dec. 31, 1996",-1.546B
"Sept. 30, 1996",-365.00M
"June 30, 1996",-792.00M
"March 31, 1996",-487.00M
"Dec. 31, 1995",-1.762B
"Sept. 30, 1995",-678.00M
"June 30, 1995",-600.00M
"March 31, 1995",-105.00M
"Dec. 31, 1994",-673.00M
"Sept. 30, 1994",-162.00M
"June 30, 1994",-256.00M
"March 31, 1994",-112.00M
"Dec. 31, 1993",-1.517B
"Sept. 30, 1993",-599.00M
"June 30, 1993",-816.00M
"March 31, 1993",-24.00M
