date,zmijewski_score
"Dec. 31, 2019",-2.178
"Sept. 30, 2019",-2.360
"June 30, 2019",-2.406
"March 31, 2019",-2.348
"Dec. 31, 2018",-2.395
"Sept. 30, 2018",-2.326
"June 30, 2018",-2.244
"March 31, 2018",-2.188
"Dec. 31, 2017",-2.156
"Sept. 30, 2017",-2.059
"June 30, 2017",-2.042
"March 31, 2017",-1.942
"Dec. 31, 2016",-1.848
"Sept. 30, 2016",-1.86
"June 30, 2016",-1.860
"March 31, 2016",-1.935
"Dec. 31, 2015",-2.033
"Sept. 30, 2015",-2.097
"June 30, 2015",-2.181
"March 31, 2015",-2.254
"Dec. 31, 2014",-2.319
"Sept. 30, 2014",-2.380
"June 30, 2014",-2.363
"March 31, 2014",-2.349
"Dec. 31, 2013",-2.415
"Sept. 30, 2013",-2.448
"June 30, 2013",-2.472
"March 31, 2013",-2.551
"Dec. 31, 2012",-2.546
"Sept. 30, 2012",-2.516
"June 30, 2012",-2.621
"March 31, 2012",-2.587
"Dec. 31, 2011",-2.573
"Sept. 30, 2011",-2.671
"June 30, 2011",-2.487
"March 31, 2011",-2.404
"Dec. 31, 2010",-2.397
"Sept. 30, 2010",-2.399
"June 30, 2010",-2.426
"March 31, 2010",-2.245
"Dec. 31, 2009",-2.137
"Sept. 30, 2009",-2.181
"June 30, 2009",-2.224
"March 31, 2009",-2.359
"Dec. 31, 2008",-2.404
"Sept. 30, 2008",-2.340
"June 30, 2008",-2.124
"March 31, 2008",-2.206
"Dec. 31, 2007",-2.208
"Sept. 30, 2007",-2.292
"June 30, 2007",-2.310
"March 31, 2007",-2.254
"Dec. 31, 2006",-2.206
"Sept. 30, 2006",-2.222
"June 30, 2006",-2.154
"March 31, 2006",-2.151
"Dec. 31, 2005",-2.080
"Sept. 30, 2005",-1.999
"June 30, 2005",-2.070
"March 31, 2005",-2.091
"Dec. 31, 2004",-2.102
"Sept. 30, 2004",-1.95
"June 30, 2004",-1.857
"March 31, 2004",-1.652
"Dec. 31, 2003",-1.607
"Sept. 30, 2003",-1.496
"June 30, 2003",-1.28
"March 31, 2003",-1.102
"Dec. 31, 2002",-1.062
"Sept. 30, 2002",-1.025
"June 30, 2002",-1.248
"March 31, 2002",-1.327
"Dec. 31, 2001",-1.419
"Sept. 30, 2001",-2.318
"June 30, 2001",-2.292
"March 31, 2001",-2.235
"Dec. 31, 2000",-1.778
"Sept. 30, 2000",-1.766
"June 30, 2000",-1.677
"March 31, 2000",-1.516
"Dec. 31, 1999",-1.274
"Sept. 30, 1999",-1.229
"June 30, 1999",-1.303
"March 31, 1999",-1.382
"Dec. 31, 1998",-1.468
"Sept. 30, 1998",-1.689
"June 30, 1998",-1.768
"March 31, 1998",-1.796
"Dec. 31, 1997",-1.868
"Sept. 30, 1997",-1.750
"June 30, 1997",-1.700
"March 31, 1997",-1.645
"Dec. 31, 1996",-1.538
"Sept. 30, 1996",-1.387
"June 30, 1996",-1.320
"March 31, 1996",-1.220
"Dec. 31, 1995",-1.150
"Sept. 30, 1995",-1.375
"June 30, 1995",-1.388
"March 31, 1995",-1.351
"Dec. 31, 1994",-1.282
"Sept. 30, 1994",-1.153
"June 30, 1994",-1.107
