date,price_to_book_value
"March 19, 2020",0.7479
"March 18, 2020",0.7174
"March 17, 2020",0.9212
"March 16, 2020",0.9083
"March 13, 2020",1.087
"March 12, 2020",0.9938
"March 11, 2020",1.082
"March 10, 2020",1.107
"March 9, 2020",1.051
"March 6, 2020",1.242
"March 5, 2020",1.266
"March 4, 2020",1.284
"March 3, 2020",1.230
"March 2, 2020",1.259
"Feb. 28, 2020",1.216
"Feb. 27, 2020",1.227
"Feb. 26, 2020",1.278
"Feb. 25, 2020",1.312
"Feb. 24, 2020",1.364
"Feb. 21, 2020",1.421
"Feb. 20, 2020",1.431
"Feb. 19, 2020",1.443
"Feb. 18, 2020",1.437
"Feb. 14, 2020",1.434
"Feb. 13, 2020",1.455
"Feb. 12, 2020",1.460
"Feb. 11, 2020",1.449
"Feb. 10, 2020",1.431
"Feb. 7, 2020",1.422
"Feb. 6, 2020",1.429
"Feb. 5, 2020",1.439
"Feb. 4, 2020",1.394
"Feb. 3, 2020",1.387
"Jan. 31, 2020",1.398
"Jan. 30, 2020",1.454
"Jan. 29, 2020",1.440
"Jan. 28, 2020",1.450
"Jan. 27, 2020",1.441
"Jan. 24, 2020",1.460
"Jan. 23, 2020",1.476
"Jan. 22, 2020",1.474
"Jan. 21, 2020",1.479
"Jan. 17, 2020",1.508
"Jan. 16, 2020",1.526
"Jan. 15, 2020",1.516
"Jan. 14, 2020",1.518
"Jan. 13, 2020",1.523
"Jan. 10, 2020",1.520
"Jan. 9, 2020",1.534
"Jan. 8, 2020",1.536
"Jan. 7, 2020",1.554
"Jan. 6, 2020",1.574
"Jan. 3, 2020",1.579
"Jan. 2, 2020",1.585
"Dec. 31, 2019",1.573
"Dec. 30, 2019",1.454
"Dec. 27, 2019",1.460
"Dec. 26, 2019",1.463
"Dec. 24, 2019",1.460
"Dec. 23, 2019",1.46
"Dec. 20, 2019",1.452
"Dec. 19, 2019",1.433
"Dec. 18, 2019",1.438
"Dec. 17, 2019",1.439
"Dec. 16, 2019",1.448
"Dec. 13, 2019",1.431
"Dec. 12, 2019",1.442
"Dec. 11, 2019",1.410
"Dec. 10, 2019",1.430
"Dec. 9, 2019",1.423
"Dec. 6, 2019",1.432
"Dec. 5, 2019",1.412
"Dec. 4, 2019",1.419
"Dec. 3, 2019",1.406
"Dec. 2, 2019",1.417
"Nov. 29, 2019",1.421
"Nov. 27, 2019",1.433
"Nov. 26, 2019",1.429
"Nov. 25, 2019",1.436
"Nov. 22, 2019",1.439
"Nov. 21, 2019",1.441
"Nov. 20, 2019",1.424
"Nov. 19, 2019",1.413
"Nov. 18, 2019",1.438
"Nov. 15, 2019",1.464
"Nov. 14, 2019",1.480
"Nov. 13, 2019",1.484
"Nov. 12, 2019",1.468
"Nov. 11, 2019",1.466
"Nov. 8, 2019",1.467
"Nov. 7, 2019",1.479
"Nov. 6, 2019",1.455
"Nov. 5, 2019",1.480
"Nov. 4, 2019",1.475
"Nov. 1, 2019",1.41
"Oct. 31, 2019",1.409
"Oct. 30, 2019",1.412
"Oct. 29, 2019",1.433
"Oct. 28, 2019",1.438
"Oct. 25, 2019",1.440
"Oct. 24, 2019",1.427
"Oct. 23, 2019",1.432
"Oct. 22, 2019",1.429
"Oct. 21, 2019",1.415
"Oct. 18, 2019",1.392
"Oct. 17, 2019",1.400
"Oct. 16, 2019",1.397
"Oct. 15, 2019",1.411
"Oct. 14, 2019",1.410
"Oct. 11, 2019",1.409
"Oct. 10, 2019",1.390
"Oct. 9, 2019",1.373
"Oct. 8, 2019",1.355
"Oct. 7, 2019",1.374
"Oct. 4, 2019",1.381
"Oct. 3, 2019",1.373
