date,ohlson_score
"Dec. 31, 2019",-2.130
"Sept. 30, 2019",-1.210
"June 30, 2019",-1.796
"March 31, 2019",-1.319
"Dec. 31, 2018",-1.600
"Sept. 30, 2018",-1.659
"June 30, 2018",-1.384
"March 31, 2018",-1.425
"Dec. 31, 2017",-1.513
"Sept. 30, 2017",-1.397
"June 30, 2017",-0.7325
"March 31, 2017",-1.639
"Dec. 31, 2016",0.043
"Sept. 30, 2016",-2.388
"June 30, 2016",-1.610
"March 31, 2016",-1.349
"Dec. 31, 2015",-3.804
"Sept. 30, 2015",-1.855
"June 30, 2015",0.2487
"March 31, 2015",-1.382
"Dec. 31, 2014",-1.231
"Sept. 30, 2014",-1.556
"June 30, 2014",-1.695
"March 31, 2014",-1.548
"Dec. 31, 2013",-1.686
"Sept. 30, 2013",-1.663
"June 30, 2013",-1.669
"March 31, 2013",-1.638
"Dec. 31, 2012",-1.865
"Sept. 30, 2012",-1.519
"June 30, 2012",-1.829
"March 31, 2012",-1.778
"Dec. 31, 2011",-1.345
"Sept. 30, 2011",-1.722
"June 30, 2011",-1.650
"March 31, 2011",-1.549
"Dec. 31, 2010",-1.683
"Sept. 30, 2010",-1.302
"June 30, 2010",-1.604
"March 31, 2010",-1.505
"Dec. 31, 2009",-1.106
"Sept. 30, 2009",-1.507
"June 30, 2009",-1.118
"March 31, 2009",-0.3028
"Dec. 31, 2008",-0.6641
"Sept. 30, 2008",-1.112
"June 30, 2008",-0.8921
"March 31, 2008",-0.8959
"Dec. 31, 2007",-0.9767
"Sept. 30, 2007",-0.7737
"June 30, 2007",-1.077
"March 31, 2007",-1.046
"Dec. 31, 2006",-0.705
"Sept. 30, 2006",-0.9891
"June 30, 2006",-0.9265
"March 31, 2006",-0.8842
"Dec. 31, 2005",-0.8805
"Sept. 30, 2005",-0.7145
"June 30, 2005",-0.9835
"March 31, 2005",-0.631
"Dec. 31, 2004",-0.759
"Sept. 30, 2004",-0.4435
"June 30, 2004",-0.6482
"March 31, 2004",-0.413
"Dec. 31, 2003",-0.0578
"Sept. 30, 2003",-0.1227
"June 30, 2003",0.2456
"March 31, 2003",0.096
"Dec. 31, 2002",-0.5268
"Sept. 30, 2002",-0.3099
"June 30, 2002",0.8002
"March 31, 2002",-0.6675
"Dec. 31, 2001",-0.9561
"Sept. 30, 2001",-0.1997
"June 30, 2001",0.0109
"March 31, 2001",0.7671
"Dec. 31, 2000",-0.3215
"Sept. 30, 2000",0.1579
"June 30, 2000",0.3205
"March 31, 2000",1.022
"Dec. 31, 1999",0.0463
"Sept. 30, 1999",0.6774
"June 30, 1999",0.7489
"March 31, 1999",-0.1942
"Dec. 31, 1998",-1.188
"Sept. 30, 1998",0.5028
"June 30, 1998",0.204
"March 31, 1998",0.6122
"Dec. 31, 1997",0.0824
"Sept. 30, 1997",0.3438
"June 30, 1997",0.4444
"March 31, 1997",0.2416
"Dec. 31, 1996",0.8176
"Sept. 30, 1996",0.8505
"June 30, 1996",0.5459
"March 31, 1996",-0.0143
"Dec. 31, 1995",0.0706
"Sept. 30, 1995",1.35
"June 30, 1995",0.6056
"March 31, 1995",1.034
"Dec. 31, 1994",0.7467
"Sept. 30, 1994",0.719
