date,days_sales_outstanding
"Dec. 31, 2019",34.69
"Sept. 30, 2019",35.88
"June 30, 2019",36.82
"March 31, 2019",40.01
"Dec. 31, 2018",36.01
"Sept. 30, 2018",36.26
"June 30, 2018",36.56
"March 31, 2018",39.48
"Dec. 31, 2017",36.97
"Sept. 30, 2017",36.74
"June 30, 2017",37.36
"March 31, 2017",40.30
"Dec. 31, 2016",40.28
"Sept. 30, 2016",40.70
"June 30, 2016",42.52
"March 31, 2016",50.07
"Dec. 31, 2015",44.14
"Sept. 30, 2015",42.32
"June 30, 2015",38.89
"March 31, 2015",45.14
"Dec. 31, 2014",39.77
"Sept. 30, 2014",36.58
"June 30, 2014",34.36
"March 31, 2014",37.51
"Dec. 31, 2013",36.59
"Sept. 30, 2013",33.78
"June 30, 2013",34.85
"March 31, 2013",36.10
"Dec. 31, 2012",34.44
"Sept. 30, 2012",34.57
"June 30, 2012",32.60
"March 31, 2012",33.93
"Dec. 31, 2011",34.49
"Sept. 30, 2011",32.63
"June 30, 2011",31.08
"March 31, 2011",33.32
"Dec. 31, 2010",34.38
"Sept. 30, 2010",33.78
"June 30, 2010",31.82
"March 31, 2010",34.62
"Dec. 31, 2009",33.21
"Sept. 30, 2009",33.74
"June 30, 2009",35.87
"March 31, 2009",38.89
"Dec. 31, 2008",41.98
"Sept. 30, 2008",32.81
"June 30, 2008",30.52
"March 31, 2008",32.66
"Dec. 31, 2007",31.35
"Sept. 30, 2007",32.35
"June 30, 2007",29.95
"March 31, 2007",33.20
"Dec. 31, 2006",34.75
"Sept. 30, 2006",31.23
"June 30, 2006",30.52
"March 31, 2006",28.92
"Dec. 31, 2005",29.65
"Sept. 30, 2005",27.33
"June 30, 2005",26.91
"March 31, 2005",28.61
"Dec. 31, 2004",23.50
"Sept. 30, 2004",28.57
"June 30, 2004",29.61
"March 31, 2004",28.40
"Dec. 31, 2003",24.74
"Sept. 30, 2003",29.87
"June 30, 2003",30.93
"March 31, 2003",29.04
"Dec. 31, 2002",31.44
"Sept. 30, 2002",31.87
"June 30, 2002",32.34
"March 31, 2002",37.87
"Dec. 31, 2001",7.533
"Sept. 30, 2001",25.56
"June 30, 2001",24.48
"March 31, 2001",52.63
"Dec. 31, 2000",8.207
"Sept. 30, 2000",26.42
"June 30, 2000",28.20
"March 31, 2000",51.43
"Dec. 31, 1999",9.524
"Sept. 30, 1999",28.55
"June 30, 1999",30.27
"March 31, 1999",38.10
"Dec. 31, 1998",36.60
"Sept. 30, 1998",35.53
"June 30, 1998",34.70
"March 31, 1998",38.79
"Dec. 31, 1997",30.42
"Sept. 30, 1997",30.48
"June 30, 1997",31.77
"March 31, 1997",31.89
"Dec. 31, 1996",33.40
"Sept. 30, 1996",36.02
"June 30, 1996",35.58
"March 31, 1996",36.45
"Dec. 31, 1995",38.88
"Sept. 30, 1995",40.02
"June 30, 1995",39.75
"March 31, 1995",39.75
"Dec. 31, 1994",39.42
"Sept. 30, 1994",39.81
"June 30, 1994",41.62
"March 31, 1994",42.16
"Dec. 31, 1993",20.51
"Sept. 30, 1993",0.00
"June 30, 1993",0.00
