date,days_payables_outstanding
"Dec. 31, 2019",34.62
"Sept. 30, 2019",54.70
"June 30, 2019",52.45
"March 31, 2019",51.82
"Dec. 31, 2018",46.32
"Sept. 30, 2018",48.12
"June 30, 2018",46.30
"March 31, 2018",50.84
"Dec. 31, 2017",49.05
"Sept. 30, 2017",48.66
"June 30, 2017",48.20
"March 31, 2017",55.62
"Dec. 31, 2016",57.95
"Sept. 30, 2016",59.88
"June 30, 2016",54.36
"March 31, 2016",75.68
"Dec. 31, 2015",67.65
"Sept. 30, 2015",69.48
"June 30, 2015",55.88
"March 31, 2015",74.13
"Dec. 31, 2014",65.73
"Sept. 30, 2014",59.62
"June 30, 2014",57.24
"March 31, 2014",58.41
"Dec. 31, 2013",58.56
"Sept. 30, 2013",53.81
"June 30, 2013",51.30
"March 31, 2013",54.87
"Dec. 31, 2012",58.55
"Sept. 30, 2012",53.74
"June 30, 2012",51.36
"March 31, 2012",50.11
"Dec. 31, 2011",40.15
"Sept. 30, 2011",54.56
"June 30, 2011",47.77
"March 31, 2011",51.12
"Dec. 31, 2010",39.15
"Sept. 30, 2010",53.17
"June 30, 2010",49.70
"March 31, 2010",46.96
"Dec. 31, 2009",35.94
"Sept. 30, 2009",45.75
"June 30, 2009",47.71
"March 31, 2009",56.68
"Dec. 31, 2008",59.72
"Sept. 30, 2008",42.73
"June 30, 2008",38.79
"March 31, 2008",43.62
"Dec. 31, 2007",44.15
"Sept. 30, 2007",44.41
"June 30, 2007",41.90
"March 31, 2007",47.31
"Dec. 31, 2006",48.49
"Sept. 30, 2006",42.80
"June 30, 2006",39.87
"March 31, 2006",37.29
"Dec. 31, 2005",36.62
"Sept. 30, 2005",31.71
"June 30, 2005",32.31
"March 31, 2005",35.42
"Dec. 31, 2004",33.63
"Sept. 30, 2004",34.07
"June 30, 2004",35.78
"March 31, 2004",37.19
"Dec. 31, 2003",37.30
"Sept. 30, 2003",37.34
"June 30, 2003",39.97
"March 31, 2003",38.16
"Dec. 31, 2002",40.85
"Sept. 30, 2002",38.50
"June 30, 2002",39.91
"March 31, 2002",45.86
"Dec. 31, 2001",8.730
"Sept. 30, 2001",36.81
"June 30, 2001",35.59
"March 31, 2001",84.90
"Dec. 31, 2000",8.890
"Sept. 30, 2000",38.61
"June 30, 2000",33.62
"March 31, 2000",77.37
"Dec. 31, 1999",10.86
"Sept. 30, 1999",35.21
"June 30, 1999",36.62
"March 31, 1999",50.74
"Dec. 31, 1998",-339.23
"Sept. 30, 1998",43.09
"June 30, 1998",40.94
"March 31, 1998",46.09
"Dec. 31, 1997",832.69
"Sept. 30, 1997",38.31
"June 30, 1997",38.99
"March 31, 1997",40.78
"Dec. 31, 1996",202.75
"Sept. 30, 1996",39.90
"June 30, 1996",40.28
"March 31, 1996",44.72
"Dec. 31, 1995",-3036.09
"Sept. 30, 1995",42.15
"June 30, 1995",42.49
"March 31, 1995",47.01
"Dec. 31, 1994",-301.33
"Sept. 30, 1994",44.12
"June 30, 1994",48.05
"March 31, 1994",55.09
