date,tobin_q
"Dec. 31, 2019",1.048
"Sept. 30, 2019",0.9572
"June 30, 2019",1.005
"March 31, 2019",1.001
"Dec. 31, 2018",0.9016
"Sept. 30, 2018",1.002
"June 30, 2018",1.045
"March 31, 2018",0.9666
"Dec. 31, 2017",1.068
"Sept. 30, 2017",1.003
"June 30, 2017",0.9153
"March 31, 2017",0.9229
"Dec. 31, 2016",0.9997
"Sept. 30, 2016",0.8836
"June 30, 2016",0.8785
"March 31, 2016",0.7955
"Dec. 31, 2015",0.7332
"Sept. 30, 2015",0.6258
"June 30, 2015",0.7441
"March 31, 2015",0.7995
"Dec. 31, 2014",0.844
"Sept. 30, 2014",0.8874
"June 30, 2014",0.9742
"March 31, 2014",0.8993
"Dec. 31, 2013",0.9527
"Sept. 30, 2013",0.9345
"June 30, 2013",0.9175
"March 31, 2013",0.9365
"Dec. 31, 2012",0.8626
"Sept. 30, 2012",0.9495
"June 30, 2012",0.8817
"March 31, 2012",0.9277
"Dec. 31, 2011",0.9588
"Sept. 30, 2011",0.8481
"June 30, 2011",0.9751
"March 31, 2011",1.068
"Dec. 31, 2010",0.9436
"Sept. 30, 2010",0.8782
"June 30, 2010",0.7561
"March 31, 2010",0.8811
"Dec. 31, 2009",0.9318
"Sept. 30, 2009",0.8681
"June 30, 2009",0.8335
"March 31, 2009",0.856
"Dec. 31, 2008",0.9279
"Sept. 30, 2008",0.9982
"June 30, 2008",1.238
"March 31, 2008",1.152
"Dec. 31, 2007",1.312
"Sept. 30, 2007",1.392
"June 30, 2007",1.255
"March 31, 2007",1.148
"Dec. 31, 2006",1.196
"Sept. 30, 2006",1.043
"June 30, 2006",1.042
"March 31, 2006",1.014
"Dec. 31, 2005",1.027
"Sept. 30, 2005",1.187
"June 30, 2005",1.146
"March 31, 2005",1.264
"Dec. 31, 2004",1.192
"Sept. 30, 2004",1.263
"June 30, 2004",1.166
"March 31, 2004",1.170
"Dec. 31, 2003",1.224
"Sept. 30, 2003",1.041
"June 30, 2003",1.075
"March 31, 2003",0.9829
"Dec. 31, 2002",1.083
"Sept. 30, 2002",1.124
"June 30, 2002",1.369
"March 31, 2002",1.377
"Dec. 31, 2001",1.375
"Sept. 30, 2001",1.283
"June 30, 2001",1.400
"March 31, 2001",1.404
"Dec. 31, 2000",0.8461
"Sept. 30, 2000",1.425
"June 30, 2000",1.456
"March 31, 2000",1.598
"Dec. 31, 1999",0.9364
"Sept. 30, 1999",1.627
"June 30, 1999",1.788
"March 31, 1999",1.682
"Dec. 31, 1998",1.619
"Sept. 30, 1998",1.633
"June 30, 1998",1.627
"March 31, 1998",1.583
"Dec. 31, 1997",1.539
"Sept. 30, 1997",1.660
"June 30, 1997",1.501
"March 31, 1997",1.424
"Dec. 31, 1996",1.350
"Sept. 30, 1996",1.298
"June 30, 1996",1.243
"March 31, 1996",1.22
"Dec. 31, 1995",1.162
"Sept. 30, 1995",1.076
"June 30, 1995",1.016
"March 31, 1995",1.081
"Dec. 31, 1994",1.013
"Sept. 30, 1994",0.9318
"June 30, 1994",0.9465
"March 31, 1994",0.968
"Dec. 31, 1993",0.9899
