date,max_drawdown_all
"Feb. 29, 2020",58.23%
"Jan. 31, 2020",58.23%
"Dec. 31, 2019",58.23%
"Nov. 30, 2019",58.23%
"Oct. 31, 2019",58.23%
"Sept. 30, 2019",58.23%
"Aug. 31, 2019",58.23%
"July 31, 2019",58.23%
"June 30, 2019",58.23%
"May 31, 2019",58.23%
"April 30, 2019",58.23%
"March 31, 2019",58.23%
"Feb. 28, 2019",58.23%
"Jan. 31, 2019",58.23%
"Dec. 31, 2018",58.23%
"Nov. 30, 2018",58.23%
"Oct. 31, 2018",58.23%
"Sept. 30, 2018",58.23%
"Aug. 31, 2018",58.23%
"July 31, 2018",58.23%
"June 30, 2018",58.23%
"May 31, 2018",58.23%
"April 30, 2018",58.23%
"March 31, 2018",58.23%
"Feb. 28, 2018",58.23%
"Jan. 31, 2018",58.23%
"Dec. 31, 2017",58.23%
"Nov. 30, 2017",58.23%
"Oct. 31, 2017",58.23%
"Sept. 30, 2017",58.23%
"Aug. 31, 2017",58.23%
"July 31, 2017",58.23%
"June 30, 2017",58.23%
"May 31, 2017",58.23%
"April 30, 2017",58.23%
"March 31, 2017",58.23%
"Feb. 28, 2017",58.23%
"Jan. 31, 2017",58.23%
"Dec. 31, 2016",58.23%
"Nov. 30, 2016",58.23%
"Oct. 31, 2016",58.23%
"Sept. 30, 2016",58.23%
"Aug. 31, 2016",58.23%
"July 31, 2016",58.23%
"June 30, 2016",58.23%
"May 31, 2016",58.23%
"April 30, 2016",58.23%
"March 31, 2016",58.23%
"Feb. 29, 2016",58.23%
"Jan. 31, 2016",58.23%
"Dec. 31, 2015",58.23%
"Nov. 30, 2015",58.23%
"Oct. 31, 2015",58.23%
"Sept. 30, 2015",58.23%
"Aug. 31, 2015",58.23%
"July 31, 2015",58.23%
"June 30, 2015",58.23%
"May 31, 2015",58.23%
"April 30, 2015",58.23%
"March 31, 2015",58.23%
"Feb. 28, 2015",58.23%
"Jan. 31, 2015",58.23%
"Dec. 31, 2014",58.23%
"Nov. 30, 2014",58.23%
"Oct. 31, 2014",58.23%
"Sept. 30, 2014",58.23%
"Aug. 31, 2014",58.23%
"July 31, 2014",58.23%
"June 30, 2014",58.23%
"May 31, 2014",58.23%
"April 30, 2014",58.23%
"March 31, 2014",58.23%
"Feb. 28, 2014",58.23%
"Jan. 31, 2014",58.23%
"Dec. 31, 2013",58.23%
"Nov. 30, 2013",58.23%
"Oct. 31, 2013",58.23%
"Sept. 30, 2013",58.23%
"Aug. 31, 2013",58.23%
"July 31, 2013",58.23%
"June 30, 2013",58.23%
"May 31, 2013",58.23%
"April 30, 2013",58.23%
"March 31, 2013",58.23%
"Feb. 28, 2013",58.23%
"Jan. 31, 2013",58.23%
"Dec. 31, 2012",58.23%
"Nov. 30, 2012",58.23%
"Oct. 31, 2012",58.23%
"Sept. 30, 2012",58.23%
"Aug. 31, 2012",58.23%
"July 31, 2012",58.23%
"June 30, 2012",58.23%
"May 31, 2012",58.23%
"April 30, 2012",58.23%
"March 31, 2012",58.23%
"Feb. 29, 2012",58.23%
"Jan. 31, 2012",58.23%
"Dec. 31, 2011",58.23%
"Nov. 30, 2011",58.23%
"Oct. 31, 2011",58.23%
"Sept. 30, 2011",58.23%
"Aug. 31, 2011",58.23%
"July 31, 2011",58.23%
"June 30, 2011",58.23%
"May 31, 2011",58.23%
"April 30, 2011",58.23%
"March 31, 2011",58.23%
"Feb. 28, 2011",58.23%
"Jan. 31, 2011",58.23%
"Dec. 31, 2010",58.23%
"Nov. 30, 2010",58.23%
"Oct. 31, 2010",58.23%
"Sept. 30, 2010",58.23%
"Aug. 31, 2010",58.23%
"July 31, 2010",58.23%
"June 30, 2010",58.23%
"May 31, 2010",58.23%
"April 30, 2010",58.23%
"March 31, 2010",58.23%
"Feb. 28, 2010",58.23%
"Jan. 31, 2010",58.23%
"Dec. 31, 2009",58.23%
"Nov. 30, 2009",58.23%
"Oct. 31, 2009",58.23%
"Sept. 30, 2009",58.23%
"Aug. 31, 2009",58.23%
"July 31, 2009",58.23%
"June 30, 2009",58.23%
"May 31, 2009",58.23%
"April 30, 2009",58.23%
"March 31, 2009",58.23%
"Feb. 28, 2009",58.23%
"Jan. 31, 2009",58.23%
"Dec. 31, 2008",58.23%
"Nov. 30, 2008",58.23%
"Oct. 31, 2008",58.23%
"Sept. 30, 2008",58.23%
"Aug. 31, 2008",58.23%
"July 31, 2008",58.23%
"June 30, 2008",58.23%
"May 31, 2008",58.23%
"April 30, 2008",58.23%
"March 31, 2008",58.23%
"Feb. 29, 2008",58.23%
"Jan. 31, 2008",58.23%
"Dec. 31, 2007",58.23%
"Nov. 30, 2007",58.23%
"Oct. 31, 2007",58.23%
"Sept. 30, 2007",58.23%
"Aug. 31, 2007",58.23%
"July 31, 2007",58.23%
"June 30, 2007",58.23%
"May 31, 2007",58.23%
"April 30, 2007",58.23%
"March 31, 2007",58.23%
"Feb. 28, 2007",58.23%
"Jan. 31, 2007",58.23%
"Dec. 31, 2006",58.23%
"Nov. 30, 2006",58.23%
"Oct. 31, 2006",58.23%
"Sept. 30, 2006",58.23%
"Aug. 31, 2006",58.23%
"July 31, 2006",58.23%
"June 30, 2006",58.23%
"May 31, 2006",58.23%
"April 30, 2006",58.23%
"March 31, 2006",58.23%
"Feb. 28, 2006",58.23%
"Jan. 31, 2006",58.23%
"Dec. 31, 2005",58.23%
"Nov. 30, 2005",58.23%
"Oct. 31, 2005",58.23%
"Sept. 30, 2005",58.23%
"Aug. 31, 2005",58.23%
"July 31, 2005",58.23%
"June 30, 2005",58.23%
"May 31, 2005",58.23%
"April 30, 2005",58.23%
"March 31, 2005",58.23%
"Feb. 28, 2005",58.23%
"Jan. 31, 2005",58.23%
"Dec. 31, 2004",58.23%
"Nov. 30, 2004",58.23%
"Oct. 31, 2004",58.23%
"Sept. 30, 2004",58.23%
"Aug. 31, 2004",58.23%
"July 31, 2004",58.23%
"June 30, 2004",58.23%
"May 31, 2004",58.23%
"April 30, 2004",58.23%
"March 31, 2004",58.23%
"Feb. 29, 2004",58.23%
"Jan. 31, 2004",58.23%
"Dec. 31, 2003",58.23%
"Nov. 30, 2003",58.23%
"Oct. 31, 2003",58.23%
"Sept. 30, 2003",58.23%
"Aug. 31, 2003",58.23%
"July 31, 2003",58.23%
"June 30, 2003",58.23%
"May 31, 2003",58.23%
"April 30, 2003",58.23%
"March 31, 2003",58.23%
"Feb. 28, 2003",58.23%
"Jan. 31, 2003",58.23%
"Dec. 31, 2002",58.23%
"Nov. 30, 2002",58.23%
"Oct. 31, 2002",58.23%
"Sept. 30, 2002",58.23%
"Aug. 31, 2002",58.23%
"July 31, 2002",58.23%
"June 30, 2002",58.23%
"May 31, 2002",58.23%
"April 30, 2002",58.23%
"March 31, 2002",58.23%
"Feb. 28, 2002",58.23%
"Jan. 31, 2002",58.23%
"Dec. 31, 2001",58.23%
"Nov. 30, 2001",58.23%
"Oct. 31, 2001",58.23%
"Sept. 30, 2001",58.23%
"Aug. 31, 2001",58.23%
"July 31, 2001",58.23%
"June 30, 2001",58.23%
"May 31, 2001",58.23%
"April 30, 2001",58.23%
"March 31, 2001",58.23%
"Feb. 28, 2001",58.23%
"Jan. 31, 2001",58.23%
"Dec. 31, 2000",58.23%
"Nov. 30, 2000",58.23%
"Oct. 31, 2000",58.23%
"Sept. 30, 2000",58.23%
"Aug. 31, 2000",58.23%
"July 31, 2000",58.23%
"June 30, 2000",58.23%
"May 31, 2000",58.23%
"April 30, 2000",58.23%
"March 31, 2000",58.23%
"Feb. 29, 2000",58.23%
"Jan. 31, 2000",58.23%
"Dec. 31, 1999",58.23%
"Nov. 30, 1999",58.23%
"Oct. 31, 1999",58.23%
"Sept. 30, 1999",58.23%
"Aug. 31, 1999",58.23%
"July 31, 1999",58.23%
"June 30, 1999",58.23%
"May 31, 1999",58.23%
"April 30, 1999",58.23%
"March 31, 1999",58.23%
"Feb. 28, 1999",58.23%
"Jan. 31, 1999",58.23%
"Dec. 31, 1998",58.23%
"Nov. 30, 1998",58.23%
"Oct. 31, 1998",58.23%
"Sept. 30, 1998",58.23%
"Aug. 31, 1998",58.23%
"July 31, 1998",58.23%
"June 30, 1998",58.23%
"May 31, 1998",58.23%
"April 30, 1998",58.23%
"March 31, 1998",58.23%
"Feb. 28, 1998",58.23%
"Jan. 31, 1998",58.23%
"Dec. 31, 1997",58.23%
"Nov. 30, 1997",58.23%
"Oct. 31, 1997",58.23%
"Sept. 30, 1997",58.23%
"Aug. 31, 1997",58.23%
"July 31, 1997",58.23%
"June 30, 1997",58.23%
"May 31, 1997",58.23%
"April 30, 1997",58.23%
"March 31, 1997",58.23%
"Feb. 28, 1997",58.23%
"Jan. 31, 1997",58.23%
"Dec. 31, 1996",58.23%
"Nov. 30, 1996",58.23%
"Oct. 31, 1996",58.23%
"Sept. 30, 1996",58.23%
"Aug. 31, 1996",58.23%
"July 31, 1996",58.23%
"June 30, 1996",58.23%
"May 31, 1996",58.23%
"April 30, 1996",58.23%
"March 31, 1996",58.23%
"Feb. 29, 1996",58.23%
"Jan. 31, 1996",58.23%
"Dec. 31, 1995",58.23%
"Nov. 30, 1995",58.23%
"Oct. 31, 1995",58.23%
"Sept. 30, 1995",58.23%
"Aug. 31, 1995",58.23%
"July 31, 1995",58.23%
"June 30, 1995",58.23%
"May 31, 1995",58.23%
"April 30, 1995",58.23%
"March 31, 1995",58.23%
"Feb. 28, 1995",58.23%
"Jan. 31, 1995",58.23%
"Dec. 31, 1994",58.23%
"Nov. 30, 1994",58.23%
"Oct. 31, 1994",58.23%
"Sept. 30, 1994",58.23%
"Aug. 31, 1994",58.23%
"July 31, 1994",58.23%
"June 30, 1994",58.23%
"May 31, 1994",58.23%
"April 30, 1994",58.23%
"March 31, 1994",58.23%
"Feb. 28, 1994",58.23%
"Jan. 31, 1994",58.23%
"Dec. 31, 1993",58.23%
"Nov. 30, 1993",58.23%
"Oct. 31, 1993",58.23%
"Sept. 30, 1993",58.23%
"Aug. 31, 1993",58.23%
"July 31, 1993",58.23%
"June 30, 1993",58.23%
"May 31, 1993",58.23%
"April 30, 1993",58.23%
"March 31, 1993",58.23%
"Feb. 28, 1993",58.23%
"Jan. 31, 1993",58.23%
"Dec. 31, 1992",58.23%
"Nov. 30, 1992",58.23%
"Oct. 31, 1992",58.23%
"Sept. 30, 1992",58.23%
"Aug. 31, 1992",58.23%
"July 31, 1992",58.23%
"June 30, 1992",58.23%
"May 31, 1992",58.23%
"April 30, 1992",58.23%
"March 31, 1992",58.23%
"Feb. 29, 1992",58.23%
"Jan. 31, 1992",58.23%
"Dec. 31, 1991",58.23%
"Nov. 30, 1991",58.23%
"Oct. 31, 1991",58.23%
"Sept. 30, 1991",58.23%
"Aug. 31, 1991",58.23%
"July 31, 1991",58.23%
