date,price_target_upside
"March 19, 2020",91.31%
"March 18, 2020",105.3%
"March 17, 2020",59.85%
"March 16, 2020",65.59%
"March 13, 2020",47.60%
"March 12, 2020",63.15%
"March 11, 2020",53.21%
"March 10, 2020",50.87%
"March 9, 2020",58.93%
"March 6, 2020",35.63%
"March 5, 2020",33.02%
"March 4, 2020",31.21%
"March 3, 2020",39.21%
"March 2, 2020",36.04%
"Feb. 28, 2020",41.08%
"Feb. 27, 2020",40.10%
"Feb. 26, 2020",35.33%
"Feb. 25, 2020",32.06%
"Feb. 24, 2020",27.02%
"Feb. 21, 2020",22.01%
"Feb. 20, 2020",21.12%
"Feb. 19, 2020",20.10%
"Feb. 18, 2020",20.65%
"Feb. 14, 2020",20.82%
"Feb. 13, 2020",19.11%
"Feb. 12, 2020",18.71%
"Feb. 11, 2020",19.70%
"Feb. 10, 2020",21.25%
"Feb. 7, 2020",22.20%
"Feb. 6, 2020",21.58%
"Feb. 5, 2020",20.82%
"Feb. 4, 2020",24.70%
"Feb. 3, 2020",25.67%
"Jan. 31, 2020",24.92%
"Jan. 30, 2020",21.94%
"Jan. 29, 2020",23.08%
"Jan. 28, 2020",22.46%
"Jan. 27, 2020",23.27%
"Jan. 24, 2020",21.66%
"Jan. 23, 2020",20.32%
"Jan. 22, 2020",20.36%
"Jan. 21, 2020",19.92%
"Jan. 17, 2020",17.57%
"Jan. 16, 2020",16.25%
"Jan. 15, 2020",17.01%
"Jan. 14, 2020",16.84%
"Jan. 13, 2020",16.41%
"Jan. 10, 2020",16.53%
"Jan. 9, 2020",15.47%
"Jan. 8, 2020",15.29%
"Jan. 7, 2020",13.97%
"Jan. 6, 2020",12.51%
"Jan. 3, 2020",12.29%
"Jan. 2, 2020",11.90%
"Dec. 31, 2019",12.76%
"Dec. 30, 2019",13.38%
"Dec. 27, 2019",12.95%
"Dec. 26, 2019",12.67%
"Dec. 24, 2019",12.92%
"Dec. 23, 2019",12.93%
"Dec. 20, 2019",13.54%
"Dec. 19, 2019",15.03%
"Dec. 18, 2019",14.62%
"Dec. 17, 2019",14.57%
"Dec. 16, 2019",13.81%
"Dec. 13, 2019",15.33%
"Dec. 12, 2019",14.50%
"Dec. 11, 2019",17.04%
"Dec. 10, 2019",15.39%
"Dec. 9, 2019",15.97%
"Dec. 6, 2019",15.77%
"Dec. 5, 2019",17.44%
"Dec. 4, 2019",16.83%
"Dec. 3, 2019",17.88%
"Dec. 2, 2019",16.97%
"Nov. 29, 2019",16.64%
"Nov. 27, 2019",15.71%
"Nov. 26, 2019",15.98%
"Nov. 25, 2019",15.19%
"Nov. 22, 2019",14.95%
"Nov. 21, 2019",14.81%
"Nov. 20, 2019",16.21%
"Nov. 19, 2019",17.10%
"Nov. 18, 2019",15.02%
"Nov. 15, 2019",13.03%
"Nov. 14, 2019",10.89%
"Nov. 13, 2019",10.60%
"Nov. 12, 2019",11.84%
"Nov. 11, 2019",11.94%
"Nov. 8, 2019",11.83%
"Nov. 7, 2019",10.95%
"Nov. 6, 2019",12.73%
"Nov. 5, 2019",10.39%
"Nov. 4, 2019",10.95%
"Nov. 1, 2019",16.17%
"Oct. 31, 2019",16.64%
"Oct. 30, 2019",16.42%
"Oct. 29, 2019",14.67%
"Oct. 28, 2019",14.33%
"Oct. 25, 2019",14.15%
"Oct. 24, 2019",15.21%
"Oct. 23, 2019",14.82%
"Oct. 22, 2019",14.99%
"Oct. 21, 2019",16.17%
"Oct. 18, 2019",18.06%
"Oct. 17, 2019",17.60%
"Oct. 16, 2019",18.98%
"Oct. 15, 2019",17.82%
"Oct. 14, 2019",17.95%
"Oct. 11, 2019",17.98%
"Oct. 10, 2019",19.59%
"Oct. 9, 2019",21.12%
"Oct. 8, 2019",22.67%
"Oct. 7, 2019",20.99%
"Oct. 4, 2019",20.40%
"Oct. 3, 2019",21.15%
"Oct. 2, 2019",22.01%
