date,ca_score
"Dec. 31, 2019",0.3603
"Sept. 30, 2019",0.5905
"June 30, 2019",0.6138
"March 31, 2019",0.5793
"Dec. 31, 2018",0.5835
"Sept. 30, 2018",0.4855
"June 30, 2018",0.3952
"March 31, 2018",0.3055
"Dec. 31, 2017",0.2367
"Sept. 30, 2017",0.1894
"June 30, 2017",0.143
"March 31, 2017",0.0603
"Dec. 31, 2016",-0.0268
"Sept. 30, 2016",-0.0623
"June 30, 2016",-0.0157
"March 31, 2016",0.0673
"Dec. 31, 2015",0.1326
"Sept. 30, 2015",0.4178
"June 30, 2015",0.5114
"March 31, 2015",0.6363
"Dec. 31, 2014",0.7681
"Sept. 30, 2014",0.6788
"June 30, 2014",0.7127
"March 31, 2014",0.7288
"Dec. 31, 2013",0.7926
"Sept. 30, 2013",0.8464
"June 30, 2013",0.8867
"March 31, 2013",0.9779
"Dec. 31, 2012",1.054
"Sept. 30, 2012",1.064
"June 30, 2012",1.168
"March 31, 2012",1.343
"Dec. 31, 2011",1.354
"Sept. 30, 2011",1.445
"June 30, 2011",1.355
"March 31, 2011",1.171
"Dec. 31, 2010",1.139
"Sept. 30, 2010",1.076
"June 30, 2010",1.045
"March 31, 2010",0.855
"Dec. 31, 2009",0.6875
"Sept. 30, 2009",0.686
"June 30, 2009",0.9396
"March 31, 2009",1.267
"Dec. 31, 2008",1.520
"Sept. 30, 2008",1.655
"June 30, 2008",1.451
"March 31, 2008",1.388
"Dec. 31, 2007",1.329
"Sept. 30, 2007",1.031
"June 30, 2007",1.186
"March 31, 2007",1.164
"Dec. 31, 2006",1.187
"Sept. 30, 2006",1.765
"June 30, 2006",1.677
"March 31, 2006",1.694
"Dec. 31, 2005",1.649
"Sept. 30, 2005",1.634
"June 30, 2005",1.629
"March 31, 2005",1.536
"Dec. 31, 2004",1.595
"Sept. 30, 2004",1.360
"June 30, 2004",1.270
"March 31, 2004",1.202
"Dec. 31, 2003",1.156
"Sept. 30, 2003",0.7628
"June 30, 2003",0.7265
"March 31, 2003",0.6747
"Dec. 31, 2002",0.5193
"Sept. 30, 2002",1.355
"June 30, 2002",1.448
"March 31, 2002",1.555
"Dec. 31, 2001",1.476
"Sept. 30, 2001",2.329
"June 30, 2001",2.396
"March 31, 2001",2.355
"Dec. 31, 2000",1.830
"Sept. 30, 2000",1.663
"June 30, 2000",1.513
"March 31, 2000",1.359
"Dec. 31, 1999",1.247
"Sept. 30, 1999",-0.0818
"June 30, 1999",-0.085
"March 31, 1999",-0.0146
"Dec. 31, 1998",0.0687
"Sept. 30, 1998",0.3622
"June 30, 1998",0.4496
"March 31, 1998",0.524
"Dec. 31, 1997",0.6193
"Sept. 30, 1997",0.5362
"June 30, 1997",0.5142
"March 31, 1997",0.4884
"Dec. 31, 1996",0.3971
"Sept. 30, 1996",0.1388
"June 30, 1996",0.0333
"March 31, 1996",-0.0237
"Dec. 31, 1995",-0.0859
"Sept. 30, 1995",0.1164
"June 30, 1995",0.0891
"March 31, 1995",-0.0145
"Dec. 31, 1994",-0.0678
"Sept. 30, 1994",-0.1649
"June 30, 1994",-0.1445
