date,revenues_ttm
"Dec. 31, 2019",139.86B
"Sept. 30, 2019",145.63B
"June 30, 2019",152.96B
"March 31, 2019",157.12B
"Dec. 31, 2018",158.90B
"Sept. 30, 2018",154.94B
"June 30, 2018",146.73B
"March 31, 2018",139.12B
"Dec. 31, 2017",134.67B
"Sept. 30, 2017",128.44B
"June 30, 2017",123.70B
"March 31, 2017",118.67B
"Dec. 31, 2016",110.22B
"Sept. 30, 2016",108.09B
"June 30, 2016",111.70B
"March 31, 2016",120.68B
"Dec. 31, 2015",129.92B
"Sept. 30, 2015",144.02B
"June 30, 2015",163.08B
"March 31, 2015",181.83B
"Dec. 31, 2014",200.49B
"Sept. 30, 2014",212.33B
"June 30, 2014",217.11B
"March 31, 2014",216.84B
"Dec. 31, 2013",220.16B
"Sept. 30, 2013",222.46B
"June 30, 2013",221.52B
"March 31, 2013",225.99B
"Dec. 31, 2012",230.59B
"Sept. 30, 2012",230.78B
"June 30, 2012",237.33B
"March 31, 2012",244.61B
"Dec. 31, 2011",244.37B
"Sept. 30, 2011",239.35B
"June 30, 2011",225.62B
"March 31, 2011",209.91B
"Dec. 31, 2010",198.20B
"Sept. 30, 2010",194.55B
"June 30, 2010",191.63B
"March 31, 2010",179.74B
"Dec. 31, 2009",168.32B
"Sept. 30, 2009",164.86B
"June 30, 2009",196.50B
"March 31, 2009",238.46B
"Dec. 31, 2008",267.64B
"Sept. 30, 2008",284.73B
"June 30, 2008",262.71B
"March 31, 2008",237.38B
"Dec. 31, 2007",220.90B
"Sept. 30, 2007",207.24B
"June 30, 2007",206.28B
"March 31, 2007",203.72B
"Dec. 31, 2006",210.12B
"Sept. 30, 2006",216.17B
"June 30, 2006",216.41B
"March 31, 2006",211.22B
"Dec. 31, 2005",198.20B
"Sept. 30, 2005",192.92B
"June 30, 2005",177.14B
"March 31, 2005",164.07B
"Dec. 31, 2004",156.11B
"Sept. 30, 2004",143.27B
"June 30, 2004",134.12B
"March 31, 2004",128.20B
"Dec. 31, 2003",125.32B
"Sept. 30, 2003",116.33B
"June 30, 2003",112.49B
"March 31, 2003",108.46B
"Dec. 31, 2002",98.54B
"Sept. 30, 2002",140.89B
"June 30, 2002",127.12B
"March 31, 2002",114.79B
"Dec. 31, 2001",106.24B
"Sept. 30, 2001",117.77B
"June 30, 2001",119.48B
"March 31, 2001",119.70B
"Dec. 31, 2000",119.13B
"Sept. 30, 2000",98.68B
"June 30, 2000",95.23B
"March 31, 2000",90.75B
"Dec. 31, 1999",85.71B
"Sept. 30, 1999",32.89B
"June 30, 1999",30.39B
"March 31, 1999",29.62B
"Dec. 31, 1998",30.56B
"Sept. 30, 1998",33.53B
"June 30, 1998",36.18B
"March 31, 1998",38.48B
"Dec. 31, 1997",41.95B
"Sept. 30, 1997",43.21B
"June 30, 1997",43.93B
"March 31, 1997",44.65B
"Dec. 31, 1996",43.89B
"Sept. 30, 1996",41.54B
"June 30, 1996",39.80B
"March 31, 1996",38.37B
"Dec. 31, 1995",37.08B
"Sept. 30, 1995",37.18B
"June 30, 1995",37.38B
"March 31, 1995",36.63B
"Dec. 31, 1994",35.85B
"Sept. 30, 1994",35.07B
"June 30, 1994",34.79B
"March 31, 1994",35.82B
"Dec. 31, 1993",36.64B
