date,eps_ttm
"Dec. 31, 2019",1.51
"Sept. 30, 2019",6.97
"June 30, 2019",7.72
"March 31, 2019",7.23
"Dec. 31, 2018",7.74
"Sept. 30, 2018",7.43
"June 30, 2018",6.35
"March 31, 2018",5.34
"Dec. 31, 2017",4.85
"Sept. 30, 2017",3.43
"June 30, 2017",3.08
"March 31, 2017",1.53
"Dec. 31, 2016",-0.27
"Sept. 30, 2016",-0.80
"June 30, 2016",-0.39
"March 31, 2016",0.69
"Dec. 31, 2015",2.45
"Sept. 30, 2015",4.61
"June 30, 2015",6.47
"March 31, 2015",9.15
"Dec. 31, 2014",10.14
"Sept. 30, 2014",10.86
"June 30, 2014",10.48
"March 31, 2014",10.27
"Dec. 31, 2013",11.09
"Sept. 30, 2013",12.22
"June 30, 2013",12.34
"March 31, 2013",13.23
"Dec. 31, 2012",13.32
"Sept. 30, 2012",12.20
"June 30, 2012",13.43
"March 31, 2012",13.62
"Dec. 31, 2011",13.44
"Sept. 30, 2011",20.34
"June 30, 2011",18.29
"March 31, 2011",17.14
"Dec. 31, 2010",16.32
"Sept. 30, 2010",8.37
"June 30, 2010",8.42
"March 31, 2010",6.59
"Dec. 31, 2009",5.24
"Sept. 30, 2009",6.15
"June 30, 2009",8.08
"March 31, 2009",10.11
"Dec. 31, 2008",11.67
"Sept. 30, 2008",11.55
"June 30, 2008",9.45
"March 31, 2008",9.07
"Dec. 31, 2007",8.77
"Sept. 30, 2007",8.19
"June 30, 2007",8.73
"March 31, 2007",8.18
"Dec. 31, 2006",7.80
"Sept. 30, 2006",7.92
"June 30, 2006",7.27
"March 31, 2006",7.06
"Dec. 31, 2005",6.54
"Sept. 30, 2005",6.31
"June 30, 2005",6.18
"March 31, 2005",6.36
"Dec. 31, 2004",6.28
"Sept. 30, 2004",5.47
"June 30, 2004",4.97
"March 31, 2004",3.78
"Dec. 31, 2003",3.485
"Sept. 30, 2003",3.085
"June 30, 2003",1.65
"March 31, 2003",1.095
"Dec. 31, 2002",0.53
"Sept. 30, 2002",-0.2695
"June 30, 2002",1.066
"March 31, 2002",1.896
"Dec. 31, 2001",2.800
"Sept. 30, 2001",4.34
"June 30, 2001",4.605
"March 31, 2001",4.435
"Dec. 31, 2000",3.985
"Sept. 30, 2000",3.44
"June 30, 2000",2.705
"March 31, 2000",2.115
"Dec. 31, 1999",1.57
"Sept. 30, 1999",0.80
"June 30, 1999",0.71
"March 31, 1999",0.885
"Dec. 31, 1998",1.02
"Sept. 30, 1998",1.84
"June 30, 1998",2.04
"March 31, 1998",2.225
"Dec. 31, 1997",2.475
"Sept. 30, 1997",2.165
"June 30, 1997",2.115
"March 31, 1997",2.16
"Dec. 31, 1996",1.995
"Sept. 30, 1996",1.320
"June 30, 1996",1.040
"March 31, 1996",0.8346
"Dec. 31, 1995",0.7146
"Sept. 30, 1995",1.513
"June 30, 1995",1.618
"March 31, 1995",1.348
"Dec. 31, 1994",1.298
"Sept. 30, 1994",1.045
"June 30, 1994",1.04
"March 31, 1994",0.885
"Dec. 31, 1993",0.7775
