date,eps_est_0q
"March 19, 2020",1.027
"March 17, 2020",1.018
"March 16, 2020",1.109
"March 13, 2020",1.231
"March 12, 2020",1.258
"March 11, 2020",1.289
"March 9, 2020",1.306
"March 4, 2020",1.374
"March 3, 2020",1.442
"March 2, 2020",1.429
"Feb. 28, 2020",1.393
"Feb. 27, 2020",1.414
"Feb. 26, 2020",1.427
"Feb. 24, 2020",1.454
"Feb. 14, 2020",1.454
"Feb. 12, 2020",1.448
"Feb. 10, 2020",1.454
"Feb. 7, 2020",1.448
"Feb. 4, 2020",1.448
"Feb. 3, 2020",1.471
"Feb. 2, 2020",1.423
"Feb. 1, 2020",1.422
"Jan. 31, 2020",1.419
"Jan. 30, 2020",1.728
"Jan. 29, 2020",1.755
"Jan. 27, 2020",1.787
"Jan. 24, 2020",1.81
"Jan. 23, 2020",1.743
"Jan. 22, 2020",1.691
"Jan. 16, 2020",1.697
"Jan. 15, 2020",1.706
"Jan. 13, 2020",1.69
"Jan. 6, 2020",1.661
"Jan. 3, 2020",1.613
"Dec. 31, 2019",1.461
"Dec. 17, 2019",1.59
"Dec. 11, 2019",1.591
"Dec. 10, 2019",1.574
"Dec. 9, 2019",1.574
"Dec. 6, 2019",1.574
"Nov. 22, 2019",1.562
"Nov. 21, 2019",1.562
"Nov. 20, 2019",1.543
"Nov. 18, 2019",1.546
"Nov. 15, 2019",1.545
"Nov. 13, 2019",1.549
"Nov. 11, 2019",1.533
"Nov. 5, 2019",1.565
"Nov. 4, 2019",1.564
"Nov. 3, 2019",1.545
"Nov. 1, 2019",1.544
"Oct. 30, 2019",1.635
"Oct. 21, 2019",1.634
"Oct. 17, 2019",1.614
"Oct. 16, 2019",1.729
"Oct. 15, 2019",1.790
"Oct. 14, 2019",1.860
"Oct. 11, 2019",1.853
"Oct. 9, 2019",1.859
"Oct. 8, 2019",1.864
"Oct. 6, 2019",1.895
"Oct. 4, 2019",1.883
"Oct. 3, 2019",1.876
"Sept. 30, 2019",1.461
"Sept. 24, 2019",1.865
"Sept. 19, 2019",1.868
"Sept. 11, 2019",1.874
"Aug. 30, 2019",1.882
"Aug. 27, 2019",1.881
"Aug. 21, 2019",1.884
"Aug. 20, 2019",1.921
"Aug. 19, 2019",1.942
"Aug. 16, 2019",1.928
"Aug. 14, 2019",1.920
"Aug. 13, 2019",1.930
"Aug. 9, 2019",1.936
"Aug. 8, 2019",1.934
"Aug. 5, 2019",1.941
"Aug. 4, 2019",2.000
"Aug. 3, 2019",2.023
"Aug. 2, 2019",2.027
"July 29, 2019",2.054
"July 19, 2019",2.083
