date,capex_ttm
"Dec. 31, 2019",14.12B
"Sept. 30, 2019",13.90B
"June 30, 2019",14.11B
"March 31, 2019",13.75B
"Dec. 31, 2018",13.79B
"Sept. 30, 2018",13.44B
"June 30, 2018",13.09B
"March 31, 2018",13.09B
"Dec. 31, 2017",13.40B
"Sept. 30, 2017",13.77B
"June 30, 2017",14.61B
"March 31, 2017",15.86B
"Dec. 31, 2016",18.11B
"Sept. 30, 2016",21.55B
"June 30, 2016",24.29B
"March 31, 2016",27.47B
"Dec. 31, 2015",29.50B
"Sept. 30, 2015",31.72B
"June 30, 2015",33.18B
"March 31, 2015",34.46B
"Dec. 31, 2014",35.41B
"Sept. 30, 2014",37.35B
"June 30, 2014",38.70B
"March 31, 2014",38.34B
"Dec. 31, 2013",37.98B
"Sept. 30, 2013",36.86B
"June 30, 2013",34.74B
"March 31, 2013",33.24B
"Dec. 31, 2012",30.94B
"Sept. 30, 2012",27.76B
"June 30, 2012",27.04B
"March 31, 2012",27.75B
"Dec. 31, 2011",26.50B
"Sept. 30, 2011",24.70B
"June 30, 2011",23.51B
"March 31, 2011",20.29B
"Dec. 31, 2010",19.61B
"Sept. 30, 2010",19.46B
"June 30, 2010",17.95B
"March 31, 2010",17.83B
"Dec. 31, 2009",19.84B
"Sept. 30, 2009",20.52B
"June 30, 2009",21.11B
"March 31, 2009",21.20B
"Dec. 31, 2008",19.67B
"Sept. 30, 2008",18.93B
"June 30, 2008",18.69B
"March 31, 2008",17.87B
"Dec. 31, 2007",16.68B
"Sept. 30, 2007",15.53B
"June 30, 2007",14.54B
"March 31, 2007",14.51B
"Dec. 31, 2006",13.81B
"Sept. 30, 2006",12.84B
"June 30, 2006",11.75B
"March 31, 2006",9.964B
"Dec. 31, 2005",8.701B
"Sept. 30, 2005",7.472B
"June 30, 2005",6.51B
"March 31, 2005",6.26B
"Dec. 31, 2004",6.31B
"Sept. 30, 2004",6.08B
"June 30, 2004",5.977B
"March 31, 2004",5.678B
"Dec. 31, 2003",5.625B
"Sept. 30, 2003",5.95B
"June 30, 2003",6.638B
"March 31, 2003",7.053B
"Dec. 31, 2002",7.597B
"Sept. 30, 2002",12.06B
"June 30, 2002",10.96B
"March 31, 2002",10.22B
"Dec. 31, 2001",9.713B
"Sept. 30, 2001",7.947B
"June 30, 2001",8.085B
"March 31, 2001",8.053B
"Dec. 31, 2000",7.629B
"Sept. 30, 2000",7.304B
"June 30, 2000",8.132B
"March 31, 2000",8.01B
"Dec. 31, 1999",7.895B
"Sept. 30, 1999",4.59B
"June 30, 1999",3.816B
"March 31, 1999",3.947B
"Dec. 31, 1998",3.88B
"Sept. 30, 1998",4.009B
"June 30, 1998",3.944B
"March 31, 1998",3.917B
"Dec. 31, 1997",3.899B
"Sept. 30, 1997",3.729B
"June 30, 1997",3.551B
"March 31, 1997",3.48B
"Dec. 31, 1996",3.424B
"Sept. 30, 1996",3.465B
"June 30, 1996",3.478B
"March 31, 1996",3.453B
"Dec. 31, 1995",3.529B
"Sept. 30, 1995",3.724B
"June 30, 1995",3.582B
"March 31, 1995",3.468B
"Dec. 31, 1994",3.405B
"Sept. 30, 1994",3.205B
"June 30, 1994",3.32B
"March 31, 1994",3.375B
"Dec. 31, 1993",3.323B
"Sept. 30, 1993",2.227B
"June 30, 1993",1.41B
"March 31, 1993",617.00M
