date,assets
"Dec. 31, 2019",237.43B
"Sept. 30, 2019",256.54B
"June 30, 2019",255.88B
"March 31, 2019",256.81B
"Dec. 31, 2018",253.86B
"Sept. 30, 2018",256.61B
"June 30, 2018",257.93B
"March 31, 2018",256.44B
"Dec. 31, 2017",253.81B
"Sept. 30, 2017",255.16B
"June 30, 2017",254.60B
"March 31, 2017",259.11B
"Dec. 31, 2016",260.08B
"Sept. 30, 2016",259.86B
"June 30, 2016",261.48B
"March 31, 2016",263.84B
"Dec. 31, 2015",264.54B
"Sept. 30, 2015",268.45B
"June 30, 2015",266.46B
"March 31, 2015",269.60B
"Dec. 31, 2014",266.03B
"Sept. 30, 2014",265.43B
"June 30, 2014",262.04B
"March 31, 2014",258.24B
"Dec. 31, 2013",253.75B
"Sept. 30, 2013",247.84B
"June 30, 2013",244.05B
"March 31, 2013",237.41B
"Dec. 31, 2012",232.98B
"Sept. 30, 2012",226.86B
"June 30, 2012",219.38B
"March 31, 2012",214.89B
"Dec. 31, 2011",209.47B
"Sept. 30, 2011",204.10B
"June 30, 2011",201.72B
"March 31, 2011",194.74B
"Dec. 31, 2010",184.77B
"Sept. 30, 2010",177.20B
"June 30, 2010",171.75B
"March 31, 2010",168.93B
"Dec. 31, 2009",164.62B
"Sept. 30, 2009",162.56B
"June 30, 2009",161.20B
"March 31, 2009",159.43B
"Dec. 31, 2008",161.16B
"Sept. 30, 2008",165.71B
"June 30, 2008",163.07B
"March 31, 2008",152.85B
"Dec. 31, 2007",148.79B
"Sept. 30, 2007",139.55B
"June 30, 2007",139.61B
"March 31, 2007",136.01B
"Dec. 31, 2006",132.63B
"Sept. 30, 2006",134.12B
"June 30, 2006",131.18B
"March 31, 2006",127.73B
"Dec. 31, 2005",125.83B
"Sept. 30, 2005",124.81B
"June 30, 2005",99.04B
"March 31, 2005",95.80B
"Dec. 31, 2004",93.21B
"Sept. 30, 2004",91.02B
"June 30, 2004",88.56B
"March 31, 2004",85.11B
"Dec. 31, 2003",81.47B
"Sept. 30, 2003",81.31B
"June 30, 2003",80.59B
"March 31, 2003",81.30B
"Dec. 31, 2002",77.36B
"Sept. 30, 2002",76.45B
"June 30, 2002",77.64B
"March 31, 2002",78.67B
"Dec. 31, 2001",77.57B
"Sept. 30, 2001",44.53B
"June 30, 2001",44.06B
"March 31, 2001",42.82B
"Dec. 31, 2000",77.62B
"Sept. 30, 2000",41.65B
"June 30, 2000",41.38B
"March 31, 2000",41.25B
"Dec. 31, 1999",75.38B
"Sept. 30, 1999",40.15B
"June 30, 1999",38.40B
"March 31, 1999",37.77B
"Dec. 31, 1998",36.54B
"Sept. 30, 1998",36.57B
"June 30, 1998",36.18B
"March 31, 1998",35.85B
"Dec. 31, 1997",35.47B
"Sept. 30, 1997",35.47B
"June 30, 1997",34.96B
"March 31, 1997",34.92B
"Dec. 31, 1996",34.85B
"Sept. 30, 1996",35.08B
"June 30, 1996",34.66B
"March 31, 1996",34.37B
"Dec. 31, 1995",34.33B
"Sept. 30, 1995",34.85B
"June 30, 1995",35.29B
"March 31, 1995",34.34B
"Dec. 31, 1994",34.41B
"Sept. 30, 1994",34.99B
"June 30, 1994",35.38B
"March 31, 1994",34.52B
"Dec. 31, 1993",34.74B
