date,sales_est_0y
"March 20, 2020",117.49B
"March 19, 2020",119.25B
"March 18, 2020",119.25B
"March 17, 2020",118.93B
"March 16, 2020",121.37B
"March 13, 2020",129.01B
"March 12, 2020",132.35B
"March 11, 2020",135.49B
"March 9, 2020",144.19B
"March 4, 2020",148.64B
"March 3, 2020",148.29B
"March 2, 2020",148.29B
"Feb. 28, 2020",149.17B
"Feb. 26, 2020",150.07B
"Feb. 24, 2020",152.01B
"Feb. 12, 2020",152.14B
"Feb. 7, 2020",154.03B
"Feb. 4, 2020",154.03B
"Feb. 2, 2020",152.90B
"Feb. 1, 2020",152.90B
"Jan. 31, 2020",156.32B
"Jan. 27, 2020",154.76B
"Jan. 24, 2020",154.85B
"Jan. 16, 2020",153.74B
"Jan. 15, 2020",153.74B
"Jan. 14, 2020",153.26B
"Jan. 13, 2020",151.69B
"Jan. 10, 2020",151.53B
"Jan. 8, 2020",151.31B
"Jan. 6, 2020",150.82B
"Jan. 5, 2020",150.49B
"Jan. 3, 2020",150.49B
"Dec. 31, 2019",148.02B
"Dec. 19, 2019",149.34B
"Dec. 17, 2019",149.25B
"Dec. 11, 2019",149.37B
"Dec. 10, 2019",148.91B
"Dec. 9, 2019",148.91B
"Nov. 22, 2019",148.90B
"Nov. 18, 2019",148.90B
"Nov. 13, 2019",148.89B
"Nov. 6, 2019",149.45B
"Nov. 5, 2019",149.12B
"Nov. 4, 2019",149.12B
"Nov. 3, 2019",146.81B
"Nov. 1, 2019",146.81B
"Oct. 18, 2019",150.66B
"Oct. 17, 2019",151.52B
"Oct. 16, 2019",152.76B
"Oct. 14, 2019",152.73B
"Oct. 11, 2019",153.67B
"Oct. 9, 2019",153.35B
"Oct. 7, 2019",153.65B
"Oct. 6, 2019",153.64B
"Oct. 4, 2019",153.63B
"Sept. 30, 2019",153.68B
"Sept. 24, 2019",153.30B
"Sept. 11, 2019",153.65B
"Sept. 5, 2019",154.51B
"Aug. 27, 2019",154.58B
"Aug. 21, 2019",154.80B
"Aug. 16, 2019",155.27B
"Aug. 14, 2019",155.23B
"Aug. 13, 2019",155.67B
"Aug. 8, 2019",156.58B
"Aug. 7, 2019",157.42B
"Aug. 5, 2019",157.45B
"Aug. 3, 2019",157.45B
"Aug. 2, 2019",157.43B
"July 30, 2019",157.60B
"July 29, 2019",157.82B
"July 18, 2019",158.39B
"July 17, 2019",159.20B
"July 11, 2019",159.22B
"July 10, 2019",159.42B
"July 8, 2019",159.57B
"July 5, 2019",159.66B
"July 2, 2019",159.64B
"July 1, 2019",159.64B
"June 27, 2019",159.92B
"June 24, 2019",160.11B
"June 20, 2019",160.23B
"June 17, 2019",160.38B
"May 24, 2019",161.26B
"May 23, 2019",161.18B
"May 16, 2019",161.32B
"May 14, 2019",161.40B
"May 13, 2019",161.37B
"May 10, 2019",160.47B
"May 9, 2019",160.47B
"May 7, 2019",160.88B
"April 30, 2019",163.51B
"April 29, 2019",162.93B
"April 26, 2019",162.93B
"April 25, 2019",162.58B
"April 24, 2019",162.58B
"April 16, 2019",162.49B
"April 15, 2019",160.55B
"April 12, 2019",160.88B
"April 11, 2019",160.68B
"April 10, 2019",160.78B
"April 5, 2019",159.34B
"April 2, 2019",158.38B
"April 1, 2019",158.20B
"March 19, 2019",157.88B
"March 12, 2019",157.09B
"March 6, 2019",156.99B
"Feb. 26, 2019",159.97B
"Feb. 14, 2019",160.01B
"Feb. 13, 2019",161.50B
"Feb. 5, 2019",163.18B
"Feb. 4, 2019",163.18B
"Feb. 3, 2019",162.48B
"Feb. 1, 2019",166.49B
"Jan. 28, 2019",166.69B
"Jan. 25, 2019",167.43B
"Jan. 23, 2019",169.72B
"Jan. 14, 2019",166.74B
"Jan. 13, 2019",166.82B
"Jan. 9, 2019",171.42B
"Jan. 7, 2019",170.14B
"Jan. 4, 2019",169.28B
"Dec. 31, 2018",174.56B
"Dec. 21, 2018",175.12B
"Dec. 17, 2018",175.89B
"Dec. 13, 2018",176.35B
"Dec. 10, 2018",176.35B
"Dec. 7, 2018",176.55B
"Nov. 30, 2018",175.45B
"Nov. 19, 2018",175.45B
