date,sales_est_0y
"Nov. 12, 2018",175.65B
"Nov. 6, 2018",175.65B
"Nov. 5, 2018",173.61B
"Nov. 4, 2018",174.29B
"Nov. 2, 2018",174.29B
"Oct. 23, 2018",175.55B
"Oct. 22, 2018",175.61B
"Oct. 19, 2018",175.61B
"Oct. 18, 2018",175.44B
"Oct. 17, 2018",175.13B
"Oct. 15, 2018",174.33B
"Oct. 10, 2018",174.49B
"Oct. 5, 2018",174.35B
"Sept. 24, 2018",173.84B
"Sept. 20, 2018",173.40B
"Sept. 11, 2018",175.18B
"Sept. 10, 2018",176.23B
"Sept. 7, 2018",176.24B
"Sept. 6, 2018",176.66B
"Sept. 4, 2018",177.65B
"Aug. 1, 2018",178.82B
"July 31, 2018",179.42B
"July 30, 2018",178.50B
"July 27, 2018",165.71B
"July 20, 2018",176.12B
"July 19, 2018",176.03B
"July 16, 2018",176.14B
"July 13, 2018",176.27B
"July 10, 2018",176.09B
"July 6, 2018",176.28B
"July 3, 2018",176.20B
"July 2, 2018",176.64B
"June 28, 2018",176.21B
"June 27, 2018",175.01B
"June 21, 2018",175.01B
"June 18, 2018",175.57B
"June 7, 2018",175.41B
"May 23, 2018",174.82B
"May 21, 2018",174.73B
"May 16, 2018",173.61B
"May 14, 2018",171.35B
"May 10, 2018",170.33B
"April 30, 2018",169.50B
"April 27, 2018",160.43B
"April 26, 2018",168.81B
"April 23, 2018",164.99B
"April 20, 2018",163.06B
"April 19, 2018",163.26B
"April 17, 2018",168.20B
"April 11, 2018",167.90B
"April 10, 2018",167.72B
"April 9, 2018",166.28B
"March 27, 2018",166.18B
"March 20, 2018",166.18B
"March 13, 2018",166.48B
"March 7, 2018",166.48B
"March 6, 2018",166.07B
"March 5, 2018",165.67B
"March 1, 2018",165.67B
"Feb. 28, 2018",167.29B
"Feb. 15, 2018",167.34B
"Feb. 14, 2018",166.98B
"Feb. 9, 2018",167.15B
"Feb. 7, 2018",168.92B
"Feb. 5, 2018",168.92B
"Feb. 4, 2018",156.57B
"Feb. 2, 2018",156.57B
"Feb. 1, 2018",164.29B
"Jan. 30, 2018",158.92B
"Jan. 26, 2018",158.66B
"Jan. 18, 2018",158.67B
"Jan. 16, 2018",158.67B
"Jan. 11, 2018",155.92B
"Jan. 8, 2018",155.64B
"Jan. 4, 2018",152.26B
"Jan. 2, 2018",152.06B
