date,operating_earning_yield
"Oct. 21, 2019",6.00%
"Oct. 18, 2019",6.10%
"Oct. 17, 2019",6.06%
"Oct. 16, 2019",6.08%
"Oct. 15, 2019",6.01%
"Oct. 14, 2019",6.02%
"Oct. 11, 2019",6.02%
"Oct. 10, 2019",6.10%
"Oct. 9, 2019",6.18%
"Oct. 8, 2019",6.26%
"Oct. 7, 2019",6.17%
"Oct. 4, 2019",6.14%
"Oct. 3, 2019",6.18%
"Oct. 2, 2019",6.23%
"Oct. 1, 2019",6.03%
"Sept. 30, 2019",5.90%
"Sept. 27, 2019",6.38%
"Sept. 26, 2019",6.29%
"Sept. 25, 2019",6.12%
"Sept. 24, 2019",6.11%
"Sept. 23, 2019",6.06%
"Sept. 20, 2019",6.08%
"Sept. 19, 2019",6.12%
"Sept. 18, 2019",6.09%
"Sept. 17, 2019",6.10%
"Sept. 16, 2019",6.09%
"Sept. 13, 2019",6.22%
"Sept. 12, 2019",6.23%
"Sept. 11, 2019",6.24%
"Sept. 10, 2019",6.21%
"Sept. 9, 2019",6.33%
"Sept. 6, 2019",6.40%
"Sept. 5, 2019",6.43%
"Sept. 4, 2019",6.45%
"Sept. 3, 2019",6.50%
"Aug. 30, 2019",6.42%
"Aug. 29, 2019",6.44%
"Aug. 28, 2019",6.47%
"Aug. 27, 2019",6.53%
"Aug. 26, 2019",6.53%
"Aug. 23, 2019",6.57%
"Aug. 22, 2019",6.42%
"Aug. 21, 2019",6.42%
"Aug. 20, 2019",6.51%
"Aug. 19, 2019",6.45%
"Aug. 16, 2019",6.53%
"Aug. 15, 2019",6.47%
"Aug. 14, 2019",6.42%
"Aug. 13, 2019",6.18%
"Aug. 12, 2019",6.22%
"Aug. 9, 2019",6.18%
"Aug. 8, 2019",6.14%
"Aug. 7, 2019",6.35%
"Aug. 6, 2019",6.34%
"Aug. 5, 2019",6.37%
"Aug. 2, 2019",6.26%
"Aug. 1, 2019",6.26%
"July 31, 2019",6.14%
"July 30, 2019",6.08%
"July 29, 2019",6.09%
"July 26, 2019",6.11%
"July 25, 2019",6.02%
"July 24, 2019",5.98%
"July 23, 2019",6.01%
"July 22, 2019",6.04%
"July 19, 2019",6.05%
"July 18, 2019",6.07%
"July 17, 2019",6.09%
"July 16, 2019",6.06%
"July 15, 2019",6.02%
"July 12, 2019",6.00%
"July 11, 2019",6.03%
"July 10, 2019",6.03%
"July 9, 2019",6.13%
"July 8, 2019",6.12%
"July 5, 2019",6.12%
"July 3, 2019",6.13%
"July 2, 2019",6.15%
"July 1, 2019",6.06%
"June 30, 2019",
"June 28, 2019",5.97%
"June 27, 2019",6.04%
"June 26, 2019",6.00%
"June 25, 2019",6.01%
"June 24, 2019",5.95%
"June 21, 2019",5.95%
"June 20, 2019",5.98%
"June 19, 2019",6.05%
"June 18, 2019",6.04%
"June 17, 2019",6.12%
"June 14, 2019",6.15%
"June 13, 2019",6.15%
"June 12, 2019",6.18%
"June 11, 2019",6.13%
"June 10, 2019",6.08%
"June 7, 2019",6.12%
"June 6, 2019",6.16%
"June 5, 2019",6.32%
"June 4, 2019",6.33%
"June 3, 2019",6.41%
"May 31, 2019",6.53%
"May 30, 2019",6.44%
"May 29, 2019",6.36%
"May 28, 2019",6.28%
"May 24, 2019",6.26%
"May 23, 2019",6.30%
"May 22, 2019",6.16%
"May 21, 2019",6.12%
"May 20, 2019",6.15%
"May 17, 2019",6.16%
"May 16, 2019",6.15%
"May 15, 2019",6.08%
"May 14, 2019",6.11%
"May 13, 2019",6.17%
"May 10, 2019",6.09%
"May 9, 2019",6.13%
"May 8, 2019",6.32%
"May 7, 2019",6.28%
"May 6, 2019",6.28%
"May 3, 2019",6.34%
"May 2, 2019",6.38%
"May 1, 2019",6.31%
"April 30, 2019",6.19%
"April 29, 2019",6.31%
"April 26, 2019",6.35%
"April 25, 2019",6.30%
"April 24, 2019",6.28%
"April 23, 2019",6.09%
"April 22, 2019",6.10%
"April 18, 2019",6.20%
"April 17, 2019",6.18%
"April 16, 2019",6.13%
"April 15, 2019",6.18%
"April 12, 2019",6.20%
"April 11, 2019",5.90%
"April 10, 2019",5.92%
"April 9, 2019",5.92%
"April 8, 2019",5.87%
"April 5, 2019",5.88%
"April 4, 2019",5.95%
"April 3, 2019",6.00%
"April 2, 2019",5.95%
"April 1, 2019",5.95%
"March 31, 2019",
"March 29, 2019",6.13%
"March 28, 2019",6.14%
"March 27, 2019",6.15%
"March 26, 2019",6.08%
"March 25, 2019",6.14%
"March 22, 2019",6.13%
"March 21, 2019",6.00%
"March 20, 2019",6.05%
"March 19, 2019",6.02%
"March 18, 2019",6.00%
"March 15, 2019",6.02%
"March 14, 2019",6.06%
"March 13, 2019",6.05%
"March 12, 2019",6.09%
"March 11, 2019",6.11%
"March 8, 2019",6.21%
"March 7, 2019",6.19%
"March 6, 2019",6.11%
"March 5, 2019",6.12%
"March 4, 2019",6.18%
"March 1, 2019",6.18%
"Feb. 28, 2019",6.31%
"Feb. 27, 2019",6.29%
"Feb. 26, 2019",6.29%
"Feb. 25, 2019",6.31%
"Feb. 22, 2019",6.32%
"Feb. 21, 2019",6.34%
"Feb. 20, 2019",6.28%
"Feb. 19, 2019",6.33%
"Feb. 15, 2019",6.32%
"Feb. 14, 2019",6.39%
"Feb. 13, 2019",6.31%
"Feb. 12, 2019",6.36%
"Feb. 11, 2019",6.45%
"Feb. 8, 2019",6.42%
"Feb. 7, 2019",6.38%
"Feb. 6, 2019",6.35%
"Feb. 5, 2019",6.32%
"Feb. 4, 2019",6.30%
"Feb. 1, 2019",6.38%
"Jan. 31, 2019",6.58%
"Jan. 30, 2019",6.68%
"Jan. 29, 2019",6.75%
"Jan. 28, 2019",6.73%
"Jan. 25, 2019",6.67%
"Jan. 24, 2019",6.65%
"Jan. 23, 2019",6.78%
"Jan. 22, 2019",6.72%
"Jan. 18, 2019",6.60%
"Jan. 17, 2019",6.74%
"Jan. 16, 2019",6.78%
"Jan. 15, 2019",6.73%
"Jan. 14, 2019",6.76%
"Jan. 11, 2019",6.71%
"Jan. 10, 2019",6.65%
"Jan. 9, 2019",6.66%
"Jan. 8, 2019",6.75%
"Jan. 7, 2019",6.72%
"Jan. 4, 2019",6.81%
"Jan. 3, 2019",6.95%
"Jan. 2, 2019",6.82%
"Dec. 31, 2018",6.94%
"Dec. 28, 2018",5.64%
"Dec. 27, 2018",5.61%
"Dec. 26, 2018",5.71%
"Dec. 24, 2018",6.07%
"Dec. 21, 2018",5.88%
"Dec. 20, 2018",5.84%
"Dec. 19, 2018",5.69%
"Dec. 18, 2018",5.59%
"Dec. 17, 2018",5.45%
"Dec. 14, 2018",5.39%
"Dec. 13, 2018",5.29%
"Dec. 12, 2018",5.30%
"Dec. 11, 2018",5.31%
"Dec. 10, 2018",5.33%
"Dec. 7, 2018",5.31%
"Dec. 6, 2018",5.29%
"Dec. 4, 2018",5.23%
"Dec. 3, 2018",5.08%
"Nov. 30, 2018",5.16%
"Nov. 29, 2018",5.16%
"Nov. 28, 2018",5.19%
"Nov. 27, 2018",5.32%
"Nov. 26, 2018",5.33%
"Nov. 23, 2018",5.40%
"Nov. 21, 2018",5.22%
"Nov. 20, 2018",5.28%
"Nov. 19, 2018",5.13%
"Nov. 16, 2018",5.15%
"Nov. 15, 2018",5.24%
"Nov. 14, 2018",5.30%
"Nov. 13, 2018",5.32%
"Nov. 12, 2018",5.22%
"Nov. 9, 2018",5.13%
"Nov. 8, 2018",5.14%
"Nov. 7, 2018",5.07%
"Nov. 6, 2018",5.16%
"Nov. 5, 2018",5.16%
"Nov. 2, 2018",5.34%
"Nov. 1, 2018",5.52%
"Oct. 31, 2018",5.49%
"Oct. 30, 2018",5.53%
"Oct. 29, 2018",5.63%
"Oct. 26, 2018",5.50%
"Oct. 25, 2018",5.50%
"Oct. 24, 2018",5.56%
"Oct. 23, 2018",5.41%
"Oct. 22, 2018",5.23%
"Oct. 19, 2018",5.19%
"Oct. 18, 2018",5.22%
"Oct. 17, 2018",5.23%
"Oct. 16, 2018",5.22%
"Oct. 15, 2018",5.24%
"Oct. 12, 2018",5.21%
"Oct. 11, 2018",5.18%
"Oct. 10, 2018",5.00%
"Oct. 9, 2018",4.83%
"Oct. 8, 2018",4.91%
"Oct. 5, 2018",4.89%
"Oct. 4, 2018",4.91%
"Oct. 3, 2018",4.89%
"Oct. 2, 2018",4.92%
"Oct. 1, 2018",4.93%
"Sept. 30, 2018",
"Sept. 28, 2018",3.50%
"Sept. 27, 2018",3.50%
"Sept. 26, 2018",3.51%
"Sept. 25, 2018",3.47%
"Sept. 24, 2018",3.49%
"Sept. 21, 2018",3.54%
"Sept. 20, 2018",3.59%
"Sept. 19, 2018",3.59%
"Sept. 18, 2018",3.63%
"Sept. 17, 2018",3.65%
"Sept. 14, 2018",3.65%
"Sept. 13, 2018",3.68%
"Sept. 12, 2018",3.70%
"Sept. 11, 2018",3.73%
"Sept. 10, 2018",3.74%
"Sept. 7, 2018",3.74%
"Sept. 6, 2018",3.72%
"Sept. 5, 2018",3.60%
"Sept. 4, 2018",3.60%
"Aug. 31, 2018",3.62%
"Aug. 30, 2018",3.58%
"Aug. 29, 2018",3.56%
"Aug. 28, 2018",3.58%
"Aug. 27, 2018",3.56%
"Aug. 24, 2018",3.60%
"Aug. 23, 2018",3.63%
"Aug. 22, 2018",3.60%
"Aug. 21, 2018",3.63%
"Aug. 20, 2018",3.64%
"Aug. 17, 2018",3.64%
"Aug. 16, 2018",3.64%
"Aug. 15, 2018",3.63%
"Aug. 14, 2018",3.50%
"Aug. 13, 2018",3.50%
"Aug. 10, 2018",3.47%
"Aug. 9, 2018",3.50%
"Aug. 8, 2018",3.46%
"Aug. 7, 2018",3.42%
"Aug. 6, 2018",3.45%
"Aug. 3, 2018",3.45%
"Aug. 2, 2018",3.46%
"Aug. 1, 2018",3.42%
"July 31, 2018",3.39%
"July 30, 2018",3.35%
"July 27, 2018",3.40%
"July 26, 2018",3.46%
"July 25, 2018",3.43%
"July 24, 2018",3.46%
"July 23, 2018",3.53%
"July 20, 2018",3.50%
"July 19, 2018",3.52%
"July 18, 2018",3.53%
"July 17, 2018",3.52%
"July 16, 2018",3.48%
"July 13, 2018",3.45%
"July 12, 2018",3.45%
"July 11, 2018",3.47%
"July 10, 2018",3.36%
"July 9, 2018",3.40%
"July 6, 2018",3.45%
"July 5, 2018",3.46%
"July 3, 2018",3.44%
"July 2, 2018",3.45%
"June 30, 2018",
"June 29, 2018",2.18%
"June 28, 2018",2.19%
"June 27, 2018",2.18%
"June 26, 2018",2.22%
"June 25, 2018",2.24%
"June 22, 2018",2.20%
"June 21, 2018",2.24%
"June 20, 2018",2.20%
"June 19, 2018",2.19%
"June 18, 2018",2.18%
"June 15, 2018",2.22%
"June 14, 2018",2.18%
"June 13, 2018",2.17%
"June 12, 2018",2.17%
"June 11, 2018",2.16%
"June 8, 2018",2.18%
"June 7, 2018",2.17%
"June 6, 2018",2.23%
"June 5, 2018",2.24%
"June 4, 2018",2.25%
"June 1, 2018",2.22%
"May 31, 2018",2.21%
"May 30, 2018",2.20%
"May 29, 2018",2.27%
"May 25, 2018",2.25%
"May 24, 2018",2.17%
"May 23, 2018",2.14%
"May 22, 2018",2.15%
"May 21, 2018",2.13%
"May 18, 2018",2.15%
"May 17, 2018",2.13%
"May 16, 2018",2.12%
"May 15, 2018",2.12%
"May 14, 2018",2.11%
"May 11, 2018",2.12%
"May 10, 2018",2.14%
"May 9, 2018",2.14%
"May 8, 2018",2.17%
"May 7, 2018",2.20%
"May 4, 2018",2.19%
"May 3, 2018",2.18%
"May 2, 2018",2.19%
"May 1, 2018",2.20%
"April 30, 2018",2.20%
"April 27, 2018",2.17%
"April 26, 2018",2.22%
"April 25, 2018",2.24%
"April 24, 2018",2.25%
"April 23, 2018",2.23%
"April 20, 2018",2.25%
"April 19, 2018",2.22%
"April 18, 2018",2.22%
"April 17, 2018",2.27%
"April 16, 2018",2.28%
"April 13, 2018",2.29%
"April 12, 2018",2.31%
"April 11, 2018",2.31%
"April 10, 2018",2.32%
"April 9, 2018",2.37%
"April 6, 2018",2.40%
"April 5, 2018",2.35%
"April 4, 2018",2.40%
"April 3, 2018",2.40%
"April 2, 2018",2.45%
"March 31, 2018",
"March 29, 2018",1.45%
"March 28, 2018",1.47%
"March 27, 2018",1.44%
"March 26, 2018",1.43%
"March 23, 2018",1.46%
"March 22, 2018",1.45%
"March 21, 2018",1.41%
"March 20, 2018",1.44%
"March 19, 2018",1.45%
"March 16, 2018",1.43%
"March 15, 2018",1.43%
"March 14, 2018",1.43%
"March 13, 2018",1.42%
"March 12, 2018",1.41%
"March 9, 2018",1.41%
"March 8, 2018",1.45%
"March 7, 2018",1.45%
"March 6, 2018",1.45%
"March 5, 2018",1.46%
"March 2, 2018",1.48%
"March 1, 2018",1.47%
"Feb. 28, 2018",1.47%
"Feb. 27, 2018",1.45%
"Feb. 26, 2018",1.44%
"Feb. 23, 2018",1.46%
"Feb. 22, 2018",1.50%
"Feb. 21, 2018",1.51%
"Feb. 20, 2018",1.48%
"Feb. 16, 2018",1.47%
"Feb. 15, 2018",1.46%
"Feb. 14, 2018",1.45%
"Feb. 13, 2018",1.45%
"Feb. 12, 2018",1.45%
"Feb. 9, 2018",1.45%
"Feb. 8, 2018",1.47%
"Feb. 7, 2018",1.43%
"Feb. 6, 2018",1.41%
"Feb. 5, 2018",1.46%
"Feb. 2, 2018",1.39%
"Feb. 1, 2018",1.31%
"Jan. 31, 2018",1.31%
"Jan. 30, 2018",1.32%
"Jan. 29, 2018",1.28%
"Jan. 26, 2018",1.26%
"Jan. 25, 2018",1.26%
"Jan. 24, 2018",1.25%
"Jan. 23, 2018",1.26%
"Jan. 22, 2018",1.24%
"Jan. 19, 2018",1.26%
"Jan. 18, 2018",1.25%
"Jan. 17, 2018",1.25%
"Jan. 16, 2018",1.25%
"Jan. 12, 2018",1.23%
"Jan. 11, 2018",1.24%
"Jan. 10, 2018",1.28%
"Jan. 9, 2018",1.29%
"Jan. 8, 2018",1.28%
"Jan. 5, 2018",1.29%
"Jan. 4, 2018",1.29%
"Jan. 3, 2018",1.28%
"Jan. 2, 2018",1.29%
"Dec. 31, 2017",
"Dec. 29, 2017",1.06%
"Dec. 28, 2017",1.06%
"Dec. 27, 2017",1.06%
"Dec. 26, 2017",1.05%
"Dec. 22, 2017",1.06%
"Dec. 21, 2017",1.06%
"Dec. 20, 2017",1.10%
"Dec. 19, 2017",1.11%
"Dec. 18, 2017",1.11%
"Dec. 15, 2017",1.11%
"Dec. 14, 2017",1.11%
"Dec. 13, 2017",1.11%
"Dec. 12, 2017",1.11%
"Dec. 11, 2017",1.10%
"Dec. 8, 2017",1.11%
"Dec. 7, 2017",1.11%
"Dec. 6, 2017",1.11%
"Dec. 5, 2017",1.10%
"Dec. 4, 2017",1.10%
"Dec. 1, 2017",1.11%
"Nov. 30, 2017",1.11%
"Nov. 29, 2017",1.13%
"Nov. 28, 2017",1.14%
"Nov. 27, 2017",1.15%
"Nov. 24, 2017",1.14%
"Nov. 22, 2017",1.14%
"Nov. 21, 2017",1.15%
"Nov. 20, 2017",1.16%
"Nov. 17, 2017",1.16%
"Nov. 16, 2017",1.16%
"Nov. 15, 2017",1.14%
"Nov. 14, 2017",1.13%
"Nov. 13, 2017",1.13%
"Nov. 10, 2017",1.13%
"Nov. 9, 2017",1.13%
"Nov. 8, 2017",1.14%
"Nov. 7, 2017",1.13%
"Nov. 6, 2017",1.13%
"Nov. 3, 2017",1.15%
"Nov. 2, 2017",1.15%
"Nov. 1, 2017",1.14%
"Oct. 31, 2017",1.14%
"Oct. 30, 2017",1.16%
"Oct. 27, 2017",1.17%
"Oct. 26, 2017",1.12%
"Oct. 25, 2017",1.12%
"Oct. 24, 2017",1.11%
"Oct. 23, 2017",1.11%
"Oct. 20, 2017",1.12%
"Oct. 19, 2017",1.12%
"Oct. 18, 2017",1.12%
"Oct. 17, 2017",1.10%
"Oct. 16, 2017",1.10%
"Oct. 13, 2017",1.11%
"Oct. 12, 2017",1.11%
"Oct. 11, 2017",1.11%
"Oct. 10, 2017",1.12%
"Oct. 9, 2017",1.13%
"Oct. 6, 2017",1.13%
"Oct. 5, 2017",1.12%
"Oct. 4, 2017",1.13%
"Oct. 3, 2017",1.13%
"Oct. 2, 2017",1.13%
"Sept. 30, 2017",
"Sept. 29, 2017",0.95%
"Sept. 28, 2017",0.95%
"Sept. 27, 2017",0.95%
"Sept. 26, 2017",0.95%
"Sept. 25, 2017",0.94%
"Sept. 22, 2017",0.95%
"Sept. 21, 2017",0.96%
"Sept. 20, 2017",0.96%
"Sept. 19, 2017",0.96%
"Sept. 18, 2017",0.97%
"Sept. 15, 2017",0.97%
"Sept. 14, 2017",0.97%
"Sept. 13, 2017",0.97%
"Sept. 12, 2017",0.99%
"Sept. 11, 2017",0.99%
"Sept. 8, 2017",1.00%
"Sept. 7, 2017",0.99%
"Sept. 6, 2017",1.00%
"Sept. 5, 2017",1.02%
"Sept. 1, 2017",1.02%
"Aug. 31, 2017",1.03%
"Aug. 30, 2017",1.03%
"Aug. 29, 2017",1.03%
"Aug. 28, 2017",1.03%
"Aug. 25, 2017",1.03%
"Aug. 24, 2017",1.04%
"Aug. 23, 2017",1.04%
"Aug. 22, 2017",1.05%
"Aug. 21, 2017",1.05%
"Aug. 18, 2017",1.04%
"Aug. 17, 2017",1.05%
"Aug. 16, 2017",1.04%
"Aug. 15, 2017",1.02%
"Aug. 14, 2017",1.02%
"Aug. 11, 2017",1.02%
"Aug. 10, 2017",1.01%
"Aug. 9, 2017",1.00%
"Aug. 8, 2017",1.01%
"Aug. 7, 2017",1.01%
"Aug. 4, 2017",1.01%
"Aug. 3, 2017",1.02%
"Aug. 2, 2017",1.01%
"Aug. 1, 2017",1.00%
"July 31, 2017",1.02%
"July 28, 2017",1.03%
"July 27, 2017",1.05%
"July 26, 2017",1.06%
"July 25, 2017",1.07%
"July 24, 2017",1.08%
"July 21, 2017",1.08%
"July 20, 2017",1.06%
"July 19, 2017",1.06%
"July 18, 2017",1.07%
"July 17, 2017",1.07%
"July 14, 2017",1.06%
"July 13, 2017",1.07%
"July 12, 2017",1.07%
"July 11, 2017",1.08%
"July 10, 2017",1.08%
"July 7, 2017",1.07%
"July 6, 2017",1.07%
"July 5, 2017",1.06%
"July 3, 2017",1.05%
"June 30, 2017",1.07%
"June 29, 2017",
"June 28, 2017",
"June 27, 2017",
"June 26, 2017",
"June 23, 2017",
"June 22, 2017",
"June 21, 2017",
"June 20, 2017",
"June 19, 2017",
"June 16, 2017",
"June 15, 2017",
"June 14, 2017",
"June 13, 2017",
"June 12, 2017",
"June 9, 2017",
"June 8, 2017",
"June 7, 2017",
"June 6, 2017",
"June 5, 2017",
"June 2, 2017",
"June 1, 2017",
"May 31, 2017",
"May 30, 2017",
"May 26, 2017",
"May 25, 2017",
"May 24, 2017",
"May 23, 2017",
"May 22, 2017",
"May 19, 2017",
"May 18, 2017",
"May 17, 2017",
"May 16, 2017",
"May 15, 2017",
"May 12, 2017",
"May 11, 2017",
"May 10, 2017",
"May 9, 2017",
"May 8, 2017",
"May 5, 2017",
"May 4, 2017",
"May 3, 2017",
"May 2, 2017",
"May 1, 2017",
"April 28, 2017",
"April 27, 2017",
"April 26, 2017",
"April 25, 2017",
"April 24, 2017",
"April 21, 2017",
"April 20, 2017",
"April 19, 2017",
"April 18, 2017",
"April 17, 2017",
"April 13, 2017",
"April 12, 2017",
"April 11, 2017",
"April 10, 2017",
"April 7, 2017",
"April 6, 2017",
"April 5, 2017",
"April 4, 2017",
"April 3, 2017",
"March 31, 2017",
"March 30, 2017",
"March 29, 2017",
"March 28, 2017",
"March 27, 2017",
"March 24, 2017",
"March 23, 2017",
"March 22, 2017",
"March 21, 2017",
"March 20, 2017",
"March 17, 2017",
"March 16, 2017",
"March 15, 2017",
"March 14, 2017",
"March 13, 2017",
"March 10, 2017",
"March 9, 2017",
"March 8, 2017",
"March 7, 2017",
"March 6, 2017",
"March 3, 2017",
"March 2, 2017",
"March 1, 2017",
"Feb. 28, 2017",
"Feb. 27, 2017",
"Feb. 24, 2017",
"Feb. 23, 2017",
"Feb. 22, 2017",
"Feb. 21, 2017",
"Feb. 17, 2017",
"Feb. 16, 2017",
"Feb. 15, 2017",
"Feb. 14, 2017",
"Feb. 13, 2017",
"Feb. 10, 2017",
"Feb. 9, 2017",
"Feb. 8, 2017",
"Feb. 7, 2017",
"Feb. 6, 2017",
"Feb. 3, 2017",
"Feb. 2, 2017",
"Feb. 1, 2017",
"Jan. 31, 2017",
"Jan. 30, 2017",
"Jan. 27, 2017",
"Jan. 26, 2017",
"Jan. 25, 2017",
"Jan. 24, 2017",
"Jan. 23, 2017",
"Jan. 20, 2017",
"Jan. 19, 2017",
"Jan. 18, 2017",
"Jan. 17, 2017",
"Jan. 13, 2017",
"Jan. 12, 2017",
"Jan. 11, 2017",
"Jan. 10, 2017",
"Jan. 9, 2017",
"Jan. 6, 2017",
"Jan. 5, 2017",
"Jan. 4, 2017",
"Jan. 3, 2017",
"Dec. 31, 2016",
"Dec. 30, 2016",
"Dec. 29, 2016",
"Dec. 28, 2016",
"Dec. 27, 2016",
"Dec. 23, 2016",
"Dec. 22, 2016",
"Dec. 21, 2016",
"Dec. 20, 2016",
"Dec. 19, 2016",
"Dec. 16, 2016",
"Dec. 15, 2016",
"Dec. 14, 2016",
"Dec. 13, 2016",
"Dec. 12, 2016",
"Dec. 9, 2016",
"Dec. 8, 2016",
"Dec. 7, 2016",
"Dec. 6, 2016",
"Dec. 5, 2016",
"Dec. 2, 2016",
"Dec. 1, 2016",
"Nov. 30, 2016",
"Nov. 29, 2016",
"Nov. 28, 2016",
"Nov. 25, 2016",
"Nov. 23, 2016",
"Nov. 22, 2016",
"Nov. 21, 2016",
"Nov. 18, 2016",
"Nov. 17, 2016",
"Nov. 16, 2016",
"Nov. 15, 2016",
"Nov. 14, 2016",
"Nov. 11, 2016",
"Nov. 10, 2016",
"Nov. 9, 2016",
"Nov. 8, 2016",
"Nov. 7, 2016",
"Nov. 4, 2016",
"Nov. 3, 2016",
"Nov. 2, 2016",
"Nov. 1, 2016",
"Oct. 31, 2016",
"Oct. 28, 2016",
"Oct. 27, 2016",
"Oct. 26, 2016",
"Oct. 25, 2016",
"Oct. 24, 2016",
"Oct. 21, 2016",
"Oct. 20, 2016",
"Oct. 19, 2016",
"Oct. 18, 2016",
"Oct. 17, 2016",
"Oct. 14, 2016",
"Oct. 13, 2016",
"Oct. 12, 2016",
"Oct. 11, 2016",
"Oct. 10, 2016",
"Oct. 7, 2016",
"Oct. 6, 2016",
"Oct. 5, 2016",
"Oct. 4, 2016",
"Oct. 3, 2016",
"Sept. 30, 2016",
"Sept. 29, 2016",
"Sept. 28, 2016",
"Sept. 27, 2016",
"Sept. 26, 2016",
"Sept. 23, 2016",
"Sept. 22, 2016",
"Sept. 21, 2016",
"Sept. 20, 2016",
"Sept. 19, 2016",
"Sept. 16, 2016",
"Sept. 15, 2016",
"Sept. 14, 2016",
"Sept. 13, 2016",
"Sept. 12, 2016",
"Sept. 9, 2016",
"Sept. 8, 2016",
"Sept. 7, 2016",
"Sept. 6, 2016",
"Sept. 2, 2016",
"Sept. 1, 2016",
"Aug. 31, 2016",
"Aug. 30, 2016",
"Aug. 29, 2016",
"Aug. 26, 2016",
"Aug. 25, 2016",
"Aug. 24, 2016",
"Aug. 23, 2016",
"Aug. 22, 2016",
"Aug. 19, 2016",
"Aug. 18, 2016",
"Aug. 17, 2016",
"Aug. 16, 2016",
"Aug. 15, 2016",
"Aug. 12, 2016",
"Aug. 11, 2016",
"Aug. 10, 2016",
"Aug. 9, 2016",
"Aug. 8, 2016",
"Aug. 5, 2016",
"Aug. 4, 2016",
"Aug. 3, 2016",
"Aug. 2, 2016",
"Aug. 1, 2016",
"July 29, 2016",
"July 28, 2016",
"July 27, 2016",
"July 26, 2016",
"July 25, 2016",
"July 22, 2016",
"July 21, 2016",
"July 20, 2016",
"July 19, 2016",
"July 18, 2016",
"July 15, 2016",
"July 14, 2016",
"July 13, 2016",
"July 12, 2016",
"July 11, 2016",
"July 8, 2016",
"July 7, 2016",
"July 6, 2016",
"July 5, 2016",
"July 1, 2016",
"June 30, 2016",
"June 29, 2016",
"June 28, 2016",
"June 27, 2016",
"June 24, 2016",
