date,revenues_per_share
"Dec. 31, 2019",18.37
"Sept. 30, 2019",18.36
"June 30, 2019",19.09
"March 31, 2019",17.99
"Dec. 31, 2018",21.16
"Sept. 30, 2018",21.96
"June 30, 2018",21.10
"March 31, 2018",18.80
"Dec. 31, 2017",19.07
"Sept. 30, 2017",17.88
"June 30, 2017",17.37
"March 31, 2017",16.63
"Dec. 31, 2016",16.06
"Sept. 30, 2016",15.48
"June 30, 2016",14.87
"March 31, 2016",12.34
"Dec. 31, 2015",14.95
"Sept. 30, 2015",17.50
"June 30, 2015",19.62
"March 31, 2015",17.22
"Dec. 31, 2014",22.54
"Sept. 30, 2014",27.33
"June 30, 2014",29.22
"March 31, 2014",26.70
"Dec. 31, 2013",28.13
"Sept. 30, 2013",29.33
"June 30, 2013",28.56
"March 31, 2013",27.93
"Dec. 31, 2012",28.80
"Sept. 30, 2012",28.40
"June 30, 2012",30.38
"March 31, 2012",29.76
"Dec. 31, 2011",28.40
"Sept. 30, 2011",31.12
"June 30, 2011",33.38
"March 31, 2011",29.20
"Dec. 31, 2010",25.57
"Sept. 30, 2010",24.16
"June 30, 2010",25.60
"March 31, 2010",23.42
"Dec. 31, 2009",23.84
"Sept. 30, 2009",22.77
"June 30, 2009",19.74
"March 31, 2009",17.76
"Dec. 31, 2008",22.04
"Sept. 30, 2008",37.75
"June 30, 2008",39.43
"March 31, 2008",31.10
"Dec. 31, 2007",29.18
"Sept. 30, 2007",25.97
"June 30, 2007",26.19
"March 31, 2007",22.35
"Dec. 31, 2006",22.01
"Sept. 30, 2006",24.76
"June 30, 2006",24.27
"March 31, 2006",24.56
"Dec. 31, 2005",24.00
"Sept. 30, 2005",24.82
"June 30, 2005",23.18
"March 31, 2005",19.81
"Dec. 31, 2004",22.97
"Sept. 30, 2004",18.25
"June 30, 2004",16.58
"March 31, 2004",15.79
"Dec. 31, 2003",18.43
"Sept. 30, 2003",13.87
"June 30, 2003",13.80
"March 31, 2003",14.46
"Dec. 31, 2002",12.24
"Sept. 30, 2002",12.07
"June 30, 2002",11.92
"March 31, 2002",9.814
"Dec. 31, 2001",32.34
"Sept. 30, 2001",9.239
"June 30, 2001",10.09
"March 31, 2001",9.561
"Dec. 31, 2000",61.60
"Sept. 30, 2000",10.48
"June 30, 2000",10.10
"March 31, 2000",8.909
"Dec. 31, 1999",45.55
"Sept. 30, 1999",7.702
"June 30, 1999",6.622
"March 31, 1999",5.108
"Dec. 31, 1998",5.572
"Sept. 30, 1998",5.842
"June 30, 1998",6.058
"March 31, 1998",5.804
"Dec. 31, 1997",7.788
"Sept. 30, 1997",7.826
"June 30, 1997",7.823
"March 31, 1997",8.490
"Dec. 31, 1996",8.812
"Sept. 30, 1996",8.464
"June 30, 1996",8.424
"March 31, 1996",7.920
"Dec. 31, 1995",7.019
"Sept. 30, 1995",7.141
"June 30, 1995",7.336
"March 31, 1995",6.937
"Dec. 31, 1994",7.102
"Sept. 30, 1994",7.296
"June 30, 1994",6.770
"March 31, 1994",6.341
"Dec. 31, 1993",6.503
"Sept. 30, 1993",7.09
"June 30, 1993",7.571
"March 31, 1993",3.491
