date,forward_ps_ratio_1y
"March 19, 2020",0.8158
"March 18, 2020",0.7825
"March 17, 2020",1.005
"March 16, 2020",0.9908
"March 13, 2020",1.186
"March 12, 2020",1.087
"March 11, 2020",1.184
"March 10, 2020",1.212
"March 9, 2020",1.150
"March 6, 2020",1.359
"March 5, 2020",1.386
"March 4, 2020",1.405
"March 3, 2020",1.346
"March 2, 2020",1.377
"Feb. 28, 2020",1.331
"Feb. 27, 2020",1.342
"Feb. 26, 2020",1.398
"Feb. 25, 2020",1.436
"Feb. 24, 2020",1.493
"Feb. 21, 2020",1.554
"Feb. 20, 2020",1.566
"Feb. 19, 2020",1.579
"Feb. 18, 2020",1.572
"Feb. 14, 2020",1.570
"Feb. 13, 2020",1.592
"Feb. 12, 2020",1.598
"Feb. 11, 2020",1.586
"Feb. 10, 2020",1.565
"Feb. 7, 2020",1.556
"Feb. 6, 2020",1.564
"Feb. 5, 2020",1.575
"Feb. 4, 2020",1.526
"Feb. 3, 2020",1.518
"Jan. 31, 2020",1.53
"Jan. 30, 2020",1.591
"Jan. 29, 2020",1.576
"Jan. 28, 2020",1.587
"Jan. 27, 2020",1.576
"Jan. 24, 2020",1.597
"Jan. 23, 2020",1.615
"Jan. 22, 2020",1.612
"Jan. 21, 2020",1.618
"Jan. 17, 2020",1.650
"Jan. 16, 2020",1.669
"Jan. 15, 2020",1.658
"Jan. 14, 2020",1.661
"Jan. 13, 2020",1.666
"Jan. 10, 2020",1.663
"Jan. 9, 2020",1.678
"Jan. 8, 2020",1.681
"Jan. 7, 2020",1.700
"Jan. 6, 2020",1.722
"Jan. 3, 2020",1.728
"Jan. 2, 2020",1.734
"Dec. 31, 2019",1.721
"Dec. 30, 2019",1.906
"Dec. 27, 2019",1.913
"Dec. 26, 2019",1.918
"Dec. 24, 2019",1.913
"Dec. 23, 2019",1.913
"Dec. 20, 2019",1.903
"Dec. 19, 2019",1.878
"Dec. 18, 2019",1.885
"Dec. 17, 2019",1.886
"Dec. 16, 2019",1.898
"Dec. 13, 2019",1.876
"Dec. 12, 2019",1.889
"Dec. 11, 2019",1.848
"Dec. 10, 2019",1.874
"Dec. 9, 2019",1.865
"Dec. 6, 2019",1.876
"Dec. 5, 2019",1.850
"Dec. 4, 2019",1.859
"Dec. 3, 2019",1.843
"Dec. 2, 2019",1.857
"Nov. 29, 2019",1.862
"Nov. 27, 2019",1.877
"Nov. 26, 2019",1.873
"Nov. 25, 2019",1.882
"Nov. 22, 2019",1.886
"Nov. 21, 2019",1.888
"Nov. 20, 2019",1.866
"Nov. 19, 2019",1.852
"Nov. 18, 2019",1.885
"Nov. 15, 2019",1.918
"Nov. 14, 2019",1.939
"Nov. 13, 2019",1.944
"Nov. 12, 2019",1.923
"Nov. 11, 2019",1.921
"Nov. 8, 2019",1.923
"Nov. 7, 2019",1.938
"Nov. 6, 2019",1.906
"Nov. 5, 2019",1.939
"Nov. 4, 2019",1.933
"Nov. 1, 2019",1.848
"Oct. 31, 2019",1.847
"Oct. 30, 2019",1.850
"Oct. 29, 2019",1.878
"Oct. 28, 2019",1.884
"Oct. 25, 2019",1.887
"Oct. 24, 2019",1.870
"Oct. 23, 2019",1.876
"Oct. 22, 2019",1.873
"Oct. 21, 2019",1.854
"Oct. 18, 2019",1.824
"Oct. 17, 2019",1.834
"Oct. 16, 2019",1.830
"Oct. 15, 2019",1.849
"Oct. 14, 2019",1.847
"Oct. 11, 2019",1.847
"Oct. 10, 2019",1.822
"Oct. 9, 2019",1.799
"Oct. 8, 2019",1.776
"Oct. 7, 2019",1.801
"Oct. 4, 2019",1.810
"Oct. 3, 2019",1.799
"Oct. 2, 2019",1.785
"Oct. 1, 2019",1.844
"Sept. 30, 2019",1.886
"Sept. 27, 2019",1.893
"Sept. 26, 2019",1.918
"Sept. 25, 2019",1.972
"Sept. 24, 2019",1.975
"Sept. 23, 2019",1.994
"Sept. 20, 2019",1.984
"Sept. 19, 2019",1.974
"Sept. 18, 2019",1.982
"Sept. 17, 2019",1.978
"Sept. 16, 2019",1.981
"Sept. 13, 2019",1.940
"Sept. 12, 2019",1.938
"Sept. 11, 2019",1.936
"Sept. 10, 2019",1.945
"Sept. 9, 2019",1.906
"Sept. 6, 2019",1.888
"Sept. 5, 2019",1.878
"Sept. 4, 2019",1.872
"Sept. 3, 2019",1.856
"Aug. 30, 2019",1.879
"Aug. 29, 2019",1.876
"Aug. 28, 2019",1.865
