date,current_ratio
"Dec. 31, 2019",1.068
"Sept. 30, 2019",1.124
"June 30, 2019",1.148
"March 31, 2019",1.124
"Dec. 31, 2018",1.252
"Sept. 30, 2018",1.219
"June 30, 2018",1.075
"March 31, 2018",1.036
"Dec. 31, 2017",1.030
"Sept. 30, 2017",1.042
"June 30, 2017",0.9524
"March 31, 2017",1.040
"Dec. 31, 2016",0.9319
"Sept. 30, 2016",1.167
"June 30, 2016",1.303
"March 31, 2016",1.088
"Dec. 31, 2015",1.352
"Sept. 30, 2015",1.321
"June 30, 2015",1.441
"March 31, 2015",1.402
"Dec. 31, 2014",1.323
"Sept. 30, 2014",1.270
"June 30, 2014",1.347
"March 31, 2014",1.395
"Dec. 31, 2013",1.522
"Sept. 30, 2013",1.598
"June 30, 2013",1.679
"March 31, 2013",1.577
"Dec. 31, 2012",1.629
"Sept. 30, 2012",1.639
"June 30, 2012",1.715
"March 31, 2012",1.612
"Dec. 31, 2011",1.584
"Sept. 30, 2011",1.640
"June 30, 2011",1.533
"March 31, 2011",1.526
"Dec. 31, 2010",1.684
"Sept. 30, 2010",1.657
"June 30, 2010",1.630
"March 31, 2010",1.481
"Dec. 31, 2009",1.420
"Sept. 30, 2009",1.400
"June 30, 2009",1.369
"March 31, 2009",1.369
"Dec. 31, 2008",1.139
"Sept. 30, 2008",1.201
"June 30, 2008",1.17
"March 31, 2008",1.171
"Dec. 31, 2007",1.165
"Sept. 30, 2007",1.274
"June 30, 2007",1.306
"March 31, 2007",1.288
"Dec. 31, 2006",1.278
"Sept. 30, 2006",1.323
"June 30, 2006",1.363
"March 31, 2006",1.428
"Dec. 31, 2005",1.373
"Sept. 30, 2005",1.370
"June 30, 2005",1.646
"March 31, 2005",1.584
"Dec. 31, 2004",1.516
"Sept. 30, 2004",1.473
"June 30, 2004",1.371
"March 31, 2004",1.28
"Dec. 31, 2003",1.206
"Sept. 30, 2003",1.178
"June 30, 2003",1.111
"March 31, 2003",1.006
"Dec. 31, 2002",0.8943
"Sept. 30, 2002",0.9513
"June 30, 2002",0.8833
"March 31, 2002",0.8383
"Dec. 31, 2001",0.8873
"Sept. 30, 2001",1.220
"June 30, 2001",1.093
"March 31, 2001",1.088
"Dec. 31, 2000",1.075
"Sept. 30, 2000",1.050
"June 30, 2000",1.020
"March 31, 2000",0.9377
"Dec. 31, 1999",0.9638
"Sept. 30, 1999",0.7454
"June 30, 1999",0.7657
"March 31, 1999",0.8083
"Dec. 31, 1998",0.8787
"Sept. 30, 1998",0.8924
"June 30, 1998",0.9417
"March 31, 1998",0.977
"Dec. 31, 1997",1.009
"Sept. 30, 1997",0.9885
"June 30, 1997",0.8978
"March 31, 1997",0.9221
"Dec. 31, 1996",0.8917
"Sept. 30, 1996",0.8925
"June 30, 1996",0.9051
"March 31, 1996",0.849
"Dec. 31, 1995",0.8329
"Sept. 30, 1995",0.8624
"June 30, 1995",0.8721
"March 31, 1995",0.8055
"Dec. 31, 1994",0.8082
"Sept. 30, 1994",0.8656
"June 30, 1994",0.7952
"March 31, 1994",0.793
"Dec. 31, 1993",0.8186
