date,days_inventory_outstanding
"Dec. 31, 2019",14.90
"Sept. 30, 2019",24.01
"June 30, 2019",24.53
"March 31, 2019",23.83
"Dec. 31, 2018",18.35
"Sept. 30, 2018",19.23
"June 30, 2018",19.93
"March 31, 2018",20.94
"Dec. 31, 2017",19.99
"Sept. 30, 2017",22.61
"June 30, 2017",23.16
"March 31, 2017",23.84
"Dec. 31, 2016",24.55
"Sept. 30, 2016",28.33
"June 30, 2016",26.83
"March 31, 2016",37.49
"Dec. 31, 2015",30.15
"Sept. 30, 2015",29.37
"June 30, 2015",23.15
"March 31, 2015",28.18
"Dec. 31, 2014",21.62
"Sept. 30, 2014",19.10
"June 30, 2014",17.78
"March 31, 2014",18.08
"Dec. 31, 2013",16.67
"Sept. 30, 2013",16.97
"June 30, 2013",17.06
"March 31, 2013",16.06
"Dec. 31, 2012",17.20
"Sept. 30, 2012",18.54
"June 30, 2012",16.55
"March 31, 2012",14.98
"Dec. 31, 2011",10.75
"Sept. 30, 2011",16.21
"June 30, 2011",15.13
"March 31, 2011",15.20
"Dec. 31, 2010",12.29
"Sept. 30, 2010",19.21
"June 30, 2010",17.87
"March 31, 2010",16.69
"Dec. 31, 2009",12.99
"Sept. 30, 2009",18.63
"June 30, 2009",21.12
"March 31, 2009",24.49
"Dec. 31, 2008",20.68
"Sept. 30, 2008",10.52
"June 30, 2008",8.948
"March 31, 2008",10.65
"Dec. 31, 2007",11.56
"Sept. 30, 2007",12.75
"June 30, 2007",11.94
"March 31, 2007",13.28
"Dec. 31, 2006",13.93
"Sept. 30, 2006",12.72
"June 30, 2006",11.22
"March 31, 2006",9.839
"Dec. 31, 2005",9.135
"Sept. 30, 2005",7.986
"June 30, 2005",8.659
"March 31, 2005",9.577
"Dec. 31, 2004",9.202
"Sept. 30, 2004",9.895
"June 30, 2004",11.20
"March 31, 2004",11.37
"Dec. 31, 2003",11.91
"Sept. 30, 2003",12.63
"June 30, 2003",13.64
"March 31, 2003",12.61
"Dec. 31, 2002",14.57
"Sept. 30, 2002",15.85
"June 30, 2002",16.49
"March 31, 2002",19.98
"Dec. 31, 2001",3.923
"Sept. 30, 2001",12.95
"June 30, 2001",12.30
"March 31, 2001",23.83
"Dec. 31, 2000",3.112
"Sept. 30, 2000",13.94
"June 30, 2000",15.55
"March 31, 2000",28.01
"Dec. 31, 1999",5.531
"Sept. 30, 1999",19.82
"June 30, 1999",22.28
"March 31, 1999",32.66
"Dec. 31, 1998",-189.98
"Sept. 30, 1998",27.08
"June 30, 1998",26.12
"March 31, 1998",26.01
"Dec. 31, 1997",380.71
"Sept. 30, 1997",20.15
"June 30, 1997",20.45
"March 31, 1997",17.61
"Dec. 31, 1996",88.01
"Sept. 30, 1996",18.78
"June 30, 1996",18.95
"March 31, 1996",19.85
"Dec. 31, 1995",-1048.71
"Sept. 30, 1995",22.25
"June 30, 1995",20.71
"March 31, 1995",22.87
"Dec. 31, 1994",-180.05
"Sept. 30, 1994",24.97
"June 30, 1994",28.85
"March 31, 1994",31.03
