date,ebitda_ttm
"Dec. 31, 2019",35.55B
"Sept. 30, 2019",37.69B
"June 30, 2019",40.34B
"March 31, 2019",39.50B
"Dec. 31, 2018",40.74B
"Sept. 30, 2018",36.79B
"June 30, 2018",33.33B
"March 31, 2018",31.02B
"Dec. 31, 2017",28.88B
"Sept. 30, 2017",27.26B
"June 30, 2017",24.76B
"March 31, 2017",22.18B
"Dec. 31, 2016",17.50B
"Sept. 30, 2016",15.92B
"June 30, 2016",17.66B
"March 31, 2016",21.26B
"Dec. 31, 2015",23.64B
"Sept. 30, 2015",38.20B
"June 30, 2015",41.10B
"March 31, 2015",43.30B
"Dec. 31, 2014",48.00B
"Sept. 30, 2014",39.86B
"June 30, 2014",40.50B
"March 31, 2014",39.93B
"Dec. 31, 2013",41.40B
"Sept. 30, 2013",43.01B
"June 30, 2013",43.33B
"March 31, 2013",46.20B
"Dec. 31, 2012",48.43B
"Sept. 30, 2012",46.93B
"June 30, 2012",50.34B
"March 31, 2012",57.37B
"Dec. 31, 2011",56.47B
"Sept. 30, 2011",58.94B
"June 30, 2011",54.90B
"March 31, 2011",46.98B
"Dec. 31, 2010",45.17B
"Sept. 30, 2010",41.94B
"June 30, 2010",40.84B
"March 31, 2010",35.37B
"Dec. 31, 2009",30.67B
"Sept. 30, 2009",31.52B
"June 30, 2009",39.12B
"March 31, 2009",46.71B
"Dec. 31, 2008",52.58B
"Sept. 30, 2008",53.46B
"June 30, 2008",46.18B
"March 31, 2008",43.44B
"Dec. 31, 2007",41.15B
"Sept. 30, 2007",32.10B
"June 30, 2007",36.48B
"March 31, 2007",35.51B
"Dec. 31, 2006",35.47B
"Sept. 30, 2006",51.58B
"June 30, 2006",46.06B
"March 31, 2006",43.63B
"Dec. 31, 2005",40.41B
"Sept. 30, 2005",37.32B
"June 30, 2005",35.12B
"March 31, 2005",33.71B
"Dec. 31, 2004",34.78B
"Sept. 30, 2004",31.22B
"June 30, 2004",30.43B
"March 31, 2004",30.23B
"Dec. 31, 2003",29.68B
"Sept. 30, 2003",23.40B
"June 30, 2003",22.94B
"March 31, 2003",21.92B
"Dec. 31, 2002",19.27B
"Sept. 30, 2002",29.47B
"June 30, 2002",27.30B
"March 31, 2002",25.24B
"Dec. 31, 2001",24.41B
"Sept. 30, 2001",27.39B
"June 30, 2001",28.22B
"March 31, 2001",27.98B
"Dec. 31, 2000",27.19B
"Sept. 30, 2000",22.64B
"June 30, 2000",21.06B
"March 31, 2000",19.42B
"Dec. 31, 1999",17.98B
"Sept. 30, 1999",4.687B
"June 30, 1999",4.13B
"March 31, 1999",4.322B
"Dec. 31, 1998",4.559B
"Sept. 30, 1998",6.51B
"June 30, 1998",6.943B
"March 31, 1998",7.449B
"Dec. 31, 1997",8.114B
"Sept. 30, 1997",7.647B
"June 30, 1997",7.683B
"March 31, 1997",7.691B
"Dec. 31, 1996",7.32B
"Sept. 30, 1996",6.715B
"June 30, 1996",6.125B
"March 31, 1996",5.871B
"Dec. 31, 1995",5.571B
"Sept. 30, 1995",6.129B
"June 30, 1995",6.226B
"March 31, 1995",5.671B
"Dec. 31, 1994",5.58B
"Sept. 30, 1994",5.097B
"June 30, 1994",5.301B
"March 31, 1994",4.96B
"Dec. 31, 1993",5.195B
