date,ebitda_margin_ttm
"Dec. 31, 2019",25.42%
"Sept. 30, 2019",25.88%
"June 30, 2019",26.38%
"March 31, 2019",25.14%
"Dec. 31, 2018",25.64%
"Sept. 30, 2018",23.74%
"June 30, 2018",22.72%
"March 31, 2018",22.30%
"Dec. 31, 2017",21.44%
"Sept. 30, 2017",21.23%
"June 30, 2017",20.02%
"March 31, 2017",18.69%
"Dec. 31, 2016",15.88%
"Sept. 30, 2016",14.72%
"June 30, 2016",15.81%
"March 31, 2016",17.61%
"Dec. 31, 2015",18.19%
"Sept. 30, 2015",26.53%
"June 30, 2015",25.21%
"March 31, 2015",23.81%
"Dec. 31, 2014",23.94%
"Sept. 30, 2014",18.77%
"June 30, 2014",18.66%
"March 31, 2014",18.41%
"Dec. 31, 2013",18.80%
"Sept. 30, 2013",19.33%
"June 30, 2013",19.56%
"March 31, 2013",20.44%
"Dec. 31, 2012",21.00%
"Sept. 30, 2012",20.34%
"June 30, 2012",21.21%
"March 31, 2012",23.46%
"Dec. 31, 2011",23.11%
"Sept. 30, 2011",24.63%
"June 30, 2011",24.33%
"March 31, 2011",22.38%
"Dec. 31, 2010",22.79%
"Sept. 30, 2010",21.56%
"June 30, 2010",21.31%
"March 31, 2010",19.68%
"Dec. 31, 2009",18.22%
"Sept. 30, 2009",19.12%
"June 30, 2009",19.91%
"March 31, 2009",19.59%
"Dec. 31, 2008",19.65%
"Sept. 30, 2008",18.78%
"June 30, 2008",17.58%
"March 31, 2008",18.30%
"Dec. 31, 2007",18.63%
"Sept. 30, 2007",15.49%
"June 30, 2007",17.68%
"March 31, 2007",17.43%
"Dec. 31, 2006",16.88%
"Sept. 30, 2006",23.86%
"June 30, 2006",21.28%
"March 31, 2006",20.66%
"Dec. 31, 2005",20.39%
"Sept. 30, 2005",19.35%
"June 30, 2005",19.82%
"March 31, 2005",20.54%
"Dec. 31, 2004",22.28%
"Sept. 30, 2004",21.79%
"June 30, 2004",22.69%
"March 31, 2004",23.58%
"Dec. 31, 2003",23.68%
"Sept. 30, 2003",20.12%
"June 30, 2003",20.39%
"March 31, 2003",20.21%
"Dec. 31, 2002",19.56%
"Sept. 30, 2002",20.91%
"June 30, 2002",21.47%
"March 31, 2002",21.98%
"Dec. 31, 2001",22.98%
"Sept. 30, 2001",23.26%
"June 30, 2001",23.62%
"March 31, 2001",23.37%
"Dec. 31, 2000",22.83%
"Sept. 30, 2000",22.94%
"June 30, 2000",22.11%
"March 31, 2000",21.40%
"Dec. 31, 1999",20.97%
"Sept. 30, 1999",14.25%
"June 30, 1999",13.59%
"March 31, 1999",14.59%
"Dec. 31, 1998",14.92%
"Sept. 30, 1998",19.42%
"June 30, 1998",19.19%
"March 31, 1998",19.36%
"Dec. 31, 1997",19.34%
"Sept. 30, 1997",17.70%
"June 30, 1997",17.49%
"March 31, 1997",17.23%
"Dec. 31, 1996",16.68%
"Sept. 30, 1996",16.17%
"June 30, 1996",15.39%
"March 31, 1996",15.30%
"Dec. 31, 1995",15.02%
"Sept. 30, 1995",16.48%
"June 30, 1995",16.66%
"March 31, 1995",15.48%
"Dec. 31, 1994",15.56%
"Sept. 30, 1994",14.53%
"June 30, 1994",15.24%
"March 31, 1994",13.85%
"Dec. 31, 1993",14.18%
