date,cash_operations_ttm
"Dec. 31, 2019",27.31B
"Sept. 30, 2019",30.81B
"June 30, 2019",32.56B
"March 31, 2019",30.63B
"Dec. 31, 2018",30.62B
"Sept. 30, 2018",27.56B
"June 30, 2018",23.49B
"March 31, 2018",21.60B
"Dec. 31, 2017",20.34B
"Sept. 30, 2017",17.95B
"June 30, 2017",17.77B
"March 31, 2017",15.33B
"Dec. 31, 2016",12.69B
"Sept. 30, 2016",13.54B
"June 30, 2016",13.59B
"March 31, 2016",18.28B
"Dec. 31, 2015",19.46B
"Sept. 30, 2015",21.40B
"June 30, 2015",24.72B
"March 31, 2015",25.38B
"Dec. 31, 2014",31.48B
"Sept. 30, 2014",35.43B
"June 30, 2014",37.07B
"March 31, 2014",37.70B
"Dec. 31, 2013",35.00B
"Sept. 30, 2013",37.33B
"June 30, 2013",34.74B
"March 31, 2013",36.14B
"Dec. 31, 2012",38.81B
"Sept. 30, 2012",35.10B
"June 30, 2012",38.89B
"March 31, 2012",39.67B
"Dec. 31, 2011",41.10B
"Sept. 30, 2011",40.28B
"June 30, 2011",36.74B
"March 31, 2011",33.65B
"Dec. 31, 2010",31.35B
"Sept. 30, 2010",30.12B
"June 30, 2010",28.80B
"March 31, 2010",24.49B
"Dec. 31, 2009",19.37B
"Sept. 30, 2009",17.56B
"June 30, 2009",20.01B
"March 31, 2009",23.93B
"Dec. 31, 2008",29.63B
"Sept. 30, 2008",31.51B
"June 30, 2008",28.10B
"March 31, 2008",27.39B
"Dec. 31, 2007",24.98B
"Sept. 30, 2007",23.64B
"June 30, 2007",24.66B
"March 31, 2007",24.24B
"Dec. 31, 2006",24.32B
"Sept. 30, 2006",24.53B
"June 30, 2006",23.34B
"March 31, 2006",22.14B
"Dec. 31, 2005",20.10B
"Sept. 30, 2005",17.70B
"June 30, 2005",15.37B
"March 31, 2005",14.95B
"Dec. 31, 2004",14.69B
"Sept. 30, 2004",13.70B
"June 30, 2004",13.14B
"March 31, 2004",12.46B
"Dec. 31, 2003",12.32B
"Sept. 30, 2003",12.96B
"June 30, 2003",13.37B
"March 31, 2003",12.20B
"Dec. 31, 2002",9.943B
"Sept. 30, 2002",11.37B
"June 30, 2002",10.28B
"March 31, 2002",10.03B
"Dec. 31, 2001",11.46B
"Sept. 30, 2001",13.75B
"June 30, 2001",14.48B
"March 31, 2001",14.64B
"Dec. 31, 2000",13.47B
"Sept. 30, 2000",10.69B
"June 30, 2000",9.619B
"March 31, 2000",8.307B
"Dec. 31, 1999",7.771B
"Sept. 30, 1999",4.285B
"June 30, 1999",4.259B
"March 31, 1999",4.145B
"Dec. 31, 1998",3.731B
"Sept. 30, 1998",4.136B
"June 30, 1998",3.768B
"March 31, 1998",3.93B
"Dec. 31, 1997",4.583B
"Sept. 30, 1997",5.537B
"June 30, 1997",5.307B
"March 31, 1997",5.724B
"Dec. 31, 1996",5.797B
"Sept. 30, 1996",5.131B
"June 30, 1996",5.071B
"March 31, 1996",4.614B
"Dec. 31, 1995",4.075B
"Sept. 30, 1995",4.027B
"June 30, 1995",3.654B
"March 31, 1995",2.96B
"Dec. 31, 1994",2.896B
"Sept. 30, 1994",3.411B
"June 30, 1994",3.843B
"March 31, 1994",4.196B
"Dec. 31, 1993",4.221B
