Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
08/17/2010,08/19/2010,09/10/2010,07/29/2010,Normal,0.72
05/17/2010,05/19/2010,06/10/2010,04/29/2010,Normal,0.72
02/12/2010,02/17/2010,03/10/2010,01/28/2010,Normal,0.68
11/16/2009,11/18/2009,12/10/2009,10/29/2009,Normal,0.68
08/17/2009,08/19/2009,09/10/2009,07/30/2009,Normal,0.68
05/15/2009,05/19/2009,06/10/2009,04/30/2009,Normal,0.65
02/12/2009,02/17/2009,03/10/2009,01/29/2009,Normal,0.65
11/14/2008,11/18/2008,12/10/2008,10/30/2008,Normal,0.65
08/15/2008,08/19/2008,09/10/2008,07/31/2008,Normal,0.65
05/15/2008,05/19/2008,06/10/2008,04/30/2008,Normal,0.65
02/13/2008,02/15/2008,03/10/2008,01/30/2008,Normal,0.58
11/14/2007,11/16/2007,12/10/2007,10/31/2007,Normal,0.58
08/15/2007,08/17/2007,09/10/2007,07/25/2007,Normal,0.58
05/16/2007,05/18/2007,06/11/2007,04/25/2007,Normal,0.58
02/14/2007,02/16/2007,03/12/2007,01/31/2007,Normal,0.52
11/15/2006,11/17/2006,12/11/2006,10/25/2006,Normal,0.52
08/16/2006,08/18/2006,09/11/2006,07/26/2006,Normal,0.52
05/17/2006,05/19/2006,06/12/2006,04/26/2006,Normal,0.52
02/14/2006,02/16/2006,03/10/2006,01/25/2006,Normal,0.45
11/16/2005,11/18/2005,12/12/2005,10/27/2005,Normal,0.45
08/17/2005,08/19/2005,09/12/2005,07/27/2005,Normal,0.45
05/17/2005,05/19/2005,06/10/2005,04/07/2005,Normal,0.45
02/14/2005,02/16/2005,03/10/2005,01/05/2005,Normal,0.40
11/16/2004,11/18/2004,12/10/2004,10/28/2004,Normal,0.40
08/17/2004,08/19/2004,09/10/2004,07/28/2004,Normal,0.40
05/17/2004,05/19/2004,06/10/2004,04/28/2004,Normal,0.365
02/13/2004,02/18/2004,03/10/2004,01/02/2004,Normal,0.365
11/14/2003,11/18/2003,12/10/2003,10/29/2003,Normal,0.365
08/15/2003,08/19/2003,09/10/2003,07/30/2003,Normal,0.365
05/15/2003,05/19/2003,06/10/2003,04/30/2003,Normal,0.35
02/12/2003,02/14/2003,03/10/2003,01/29/2003,Normal,0.35
11/14/2002,11/18/2002,12/10/2002,10/30/2002,Normal,0.35
08/15/2002,08/19/2002,09/10/2002,07/31/2002,Normal,0.35
05/15/2002,05/17/2002,06/10/2002,04/24/2002,Normal,0.35
02/13/2002,02/15/2002,03/11/2002,01/04/2002,Normal,0.35
11/14/2001,11/16/2001,12/10/2001,10/31/2001,Normal,0.35
08/15/2001,08/17/2001,09/10/2001,07/06/2001,Normal,0.325
05/16/2001,05/18/2001,06/11/2001,04/06/2001,Normal,0.325
02/14/2001,02/16/2001,03/12/2001,01/05/2001,Normal,0.325
11/15/2000,11/17/2000,12/11/2000,10/06/2000,Normal,0.325
08/16/2000,08/18/2000,09/11/2000,07/07/2000,Normal,0.325
05/17/2000,05/19/2000,06/12/2000,04/27/2000,Normal,0.325
02/16/2000,02/18/2000,03/10/2000,01/28/2000,Normal,0.325
11/17/1999,11/19/1999,12/10/1999,10/28/1999,Normal,0.325
08/18/1999,08/20/1999,09/10/1999,07/29/1999,Normal,0.305
05/18/1999,05/20/1999,06/10/1999,04/30/1999,Normal,0.305
02/17/1999,02/19/1999,03/10/1999,01/29/1999,Normal,0.305
11/18/1998,11/20/1998,12/10/1998,10/29/1998,Normal,0.305
08/18/1998,08/20/1998,09/10/1998,07/30/1998,Normal,0.305
05/18/1998,05/20/1998,06/10/1998,04/30/1998,Normal,0.305
02/18/1998,02/20/1998,03/10/1998,01/29/1998,Normal,0.305
11/18/1997,11/20/1997,12/10/1997,10/30/1997,Normal,0.29
08/18/1997,08/20/1997,09/10/1997,07/31/1997,Normal,0.29
05/16/1997,05/20/1997,06/10/1997,05/01/1997,Normal,0.29
02/18/1997,02/20/1997,03/10/1997,01/31/1997,Normal,0.27
11/12/1996,11/14/1996,12/10/1996,10/31/1996,Normal,0.27
08/13/1996,08/15/1996,09/10/1996,08/01/1996,Normal,0.27
05/14/1996,05/16/1996,06/10/1996,05/01/1996,Normal,0.25
02/13/1996,02/15/1996,03/11/1996,02/01/1996,Normal,0.25
11/15/1995,11/17/1995,12/11/1995,10/28/1995,Normal,0.25
08/15/1995,08/17/1995,09/11/1995,07/28/1995,Normal,0.25
05/11/1995,05/17/1995,06/11/1995,04/28/1995,Normal,0.2313
02/10/1995,02/16/1995,03/10/1995,01/26/1995,Normal,0.2313
11/04/1994,11/10/1994,12/12/1994,07/29/1994,Normal,0.2313
08/04/1994,08/10/1994,09/12/1994,07/29/1994,Normal,0.2313
05/05/1994,05/11/1994,06/10/1994,04/28/1994,Normal,0.2313
02/04/1994,02/10/1994,03/10/1994,01/27/1994,Normal,0.2313
11/04/1993,11/10/1993,12/10/1993,10/29/1993,Normal,0.2188
08/03/1993,08/09/1993,09/10/1993,07/30/1993,Normal,0.2188
05/04/1993,05/10/1993,06/10/1993,05/03/1993,Normal,0.2188
02/04/1993,02/10/1993,03/10/1993,02/01/1993,Normal,0.2188
11/03/1992,11/09/1992,12/10/1992,10/30/1992,Normal,0.2063
08/04/1992,08/10/1992,09/10/1992,07/31/1992,Normal,0.2063
05/05/1992,05/11/1992,06/10/1992,05/01/1992,Normal,0.2063
02/04/1992,02/10/1992,03/10/1992,01/31/1992,Normal,0.2063
11/05/1991,11/12/1991,12/10/1991,10/30/1991,Normal,0.2063
08/06/1991,08/12/1991,09/10/1991,04/25/1991,Normal,0.2063
04/30/1991,05/06/1991,06/10/1991,04/25/1991,Normal,0.2063
02/05/1991,02/11/1991,03/11/1991,02/01/1991,Normal,0.1938
11/06/1990,11/13/1990,12/10/1990,11/02/1990,Normal,0.1938
07/31/1990,08/06/1990,09/10/1990,07/27/1990,Normal,0.1938
05/01/1990,05/07/1990,06/11/1990,04/27/1990,Normal,0.175
02/07/1990,02/13/1990,03/12/1990,01/29/1990,Normal,0.175
10/31/1989,11/06/1989,12/11/1989,10/27/1989,Normal,0.175
08/01/1989,08/07/1989,09/11/1989,07/28/1989,Normal,0.175
05/02/1989,04/28/1989,--,03/23/1989,Normal,0.175
01/31/1989,01/27/1989,--,12/22/1988,Normal,0.175
11/01/1988,10/28/1988,--,09/22/1988,Normal,0.1625
08/02/1988,07/29/1988,--,06/23/1988,Normal,0.1625
05/03/1988,04/29/1988,--,03/24/1988,Normal,0.1625
02/02/1988,01/29/1988,--,12/24/1987,Normal,0.15
11/03/1987,10/30/1987,--,09/24/1987,Normal,0.15
08/04/1987,07/31/1987,--,06/25/1987,Normal,0.15
05/05/1987,05/01/1987,--,03/26/1987,Normal,0.15
02/05/1987,02/03/1987,--,12/25/1986,Normal,0.15
11/03/1986,10/30/1986,--,09/24/1986,Normal,0.15
08/04/1986,07/31/1986,--,06/25/1986,Normal,0.15
05/05/1986,05/01/1986,--,03/26/1986,Normal,0.15
02/03/1986,01/30/1986,--,12/25/1985,Normal,0.15
11/05/1985,11/01/1985,--,09/26/1985,Normal,0.15
08/05/1985,08/01/1985,--,06/26/1985,Normal,0.15
05/06/1985,05/02/1985,--,03/27/1985,Normal,0.15
02/04/1985,01/31/1985,--,12/26/1984,Normal,0.15
11/05/1984,11/01/1984,--,09/26/1984,Normal,0.15
08/06/1984,08/02/1984,--,06/27/1984,Normal,0.15
05/04/1984,05/02/1984,--,03/23/1984,Normal,0.15
02/06/1984,02/02/1984,--,12/28/1983,Normal,0.15
