date,net_income_ttm
"Dec. 31, 2019",2.924B
"Sept. 30, 2019",13.26B
"June 30, 2019",14.73B
"March 31, 2019",13.84B
"Dec. 31, 2018",14.82B
"Sept. 30, 2018",14.20B
"June 30, 2018",12.11B
"March 31, 2018",10.15B
"Dec. 31, 2017",9.195B
"Sept. 30, 2017",6.499B
"June 30, 2017",5.83B
"March 31, 2017",2.91B
"Dec. 31, 2016",-497.00M
"Sept. 30, 2016",-1.50B
"June 30, 2016",-746.00M
"March 31, 2016",1.295B
"Dec. 31, 2015",4.587B
"Sept. 30, 2015",8.646B
"June 30, 2015",12.20B
"March 31, 2015",17.30B
"Dec. 31, 2014",19.24B
"Sept. 30, 2014",20.70B
"June 30, 2014",20.06B
"March 31, 2014",19.76B
"Dec. 31, 2013",21.42B
"Sept. 30, 2013",23.74B
"June 30, 2013",24.04B
"March 31, 2013",25.89B
"Dec. 31, 2012",26.18B
"Sept. 30, 2012",24.06B
"June 30, 2012",26.63B
"March 31, 2012",27.16B
"Dec. 31, 2011",26.90B
"Sept. 30, 2011",27.07B
"June 30, 2011",23.01B
"March 31, 2011",20.68B
"Dec. 31, 2010",19.02B
"Sept. 30, 2010",16.80B
"June 30, 2010",16.86B
"March 31, 2010",13.20B
"Dec. 31, 2009",10.48B
"Sept. 30, 2009",12.31B
"June 30, 2009",16.37B
"March 31, 2009",20.60B
"Dec. 31, 2008",23.93B
"Sept. 30, 2008",23.91B
"June 30, 2008",19.74B
"March 31, 2008",19.14B
"Dec. 31, 2007",18.69B
"Sept. 30, 2007",17.58B
"June 30, 2007",18.88B
"March 31, 2007",17.86B
"Dec. 31, 2006",17.14B
"Sept. 30, 2006",17.51B
"June 30, 2006",16.09B
"March 31, 2006",15.42B
"Dec. 31, 2005",14.10B
"Sept. 30, 2005",13.40B
"June 30, 2005",13.00B
"March 31, 2005",13.44B
"Dec. 31, 2004",13.33B
"Sept. 30, 2004",11.62B
"June 30, 2004",10.40B
"March 31, 2004",7.872B
"Dec. 31, 2003",7.23B
"Sept. 30, 2003",6.399B
"June 30, 2003",3.52B
"March 31, 2003",2.327B
"Dec. 31, 2002",1.132B
"Sept. 30, 2002",-576.00M
"June 30, 2002",1.496B
"March 31, 2002",2.413B
"Dec. 31, 2001",3.288B
"Sept. 30, 2001",8.128B
"June 30, 2001",8.491B
"March 31, 2001",8.283B
"Dec. 31, 2000",7.727B
"Sept. 30, 2000",5.677B
"June 30, 2000",4.728B
"March 31, 2000",3.962B
"Dec. 31, 1999",3.247B
"Sept. 30, 1999",1.055B
"June 30, 1999",934.00M
"March 31, 1999",1.161B
"Dec. 31, 1998",1.339B
"Sept. 30, 1998",2.42B
"June 30, 1998",2.686B
"March 31, 1998",2.932B
"Dec. 31, 1997",3.256B
"Sept. 30, 1997",2.845B
"June 30, 1997",2.773B
"March 31, 1997",2.822B
"Dec. 31, 1996",2.607B
"Sept. 30, 1996",1.725B
"June 30, 1996",1.352B
"March 31, 1996",1.087B
"Dec. 31, 1995",930.00M
"Sept. 30, 1995",1.971B
"June 30, 1995",2.114B
"March 31, 1995",1.764B
"Dec. 31, 1994",1.693B
"Sept. 30, 1994",1.364B
"June 30, 1994",1.359B
"March 31, 1994",1.152B
"Dec. 31, 1993",1.265B
