date,ev_ebit
"March 19, 2020",20.54
"March 18, 2020",19.84
"March 17, 2020",24.48
"March 16, 2020",24.19
"March 13, 2020",28.26
"March 12, 2020",26.13
"March 11, 2020",28.14
"March 10, 2020",28.72
"March 9, 2020",27.44
"March 6, 2020",31.79
"March 5, 2020",32.34
"March 4, 2020",32.74
"March 3, 2020",31.51
"March 2, 2020",32.17
"Feb. 28, 2020",31.20
"Feb. 27, 2020",31.44
"Feb. 26, 2020",32.60
"Feb. 25, 2020",33.39
"Feb. 24, 2020",34.58
"Feb. 21, 2020",35.85
"Feb. 20, 2020",36.09
"Feb. 19, 2020",36.36
"Feb. 18, 2020",36.22
"Feb. 14, 2020",36.17
"Feb. 13, 2020",36.64
"Feb. 12, 2020",36.75
"Feb. 11, 2020",36.50
"Feb. 10, 2020",36.08
"Feb. 7, 2020",35.88
"Feb. 6, 2020",36.04
"Feb. 5, 2020",36.28
"Feb. 4, 2020",35.26
"Feb. 3, 2020",35.09
"Jan. 31, 2020",35.34
"Jan. 30, 2020",36.61
"Jan. 29, 2020",36.30
"Jan. 28, 2020",36.53
"Jan. 27, 2020",36.31
"Jan. 24, 2020",36.74
"Jan. 23, 2020",37.12
"Jan. 22, 2020",37.06
"Jan. 21, 2020",37.18
"Jan. 17, 2020",37.85
"Jan. 16, 2020",38.24
"Jan. 15, 2020",38.02
"Jan. 14, 2020",38.07
"Jan. 13, 2020",38.17
"Jan. 10, 2020",38.11
"Jan. 9, 2020",38.43
"Jan. 8, 2020",38.48
"Jan. 7, 2020",38.89
"Jan. 6, 2020",39.34
"Jan. 3, 2020",39.47
"Jan. 2, 2020",39.59
"Dec. 31, 2019",39.32
"Dec. 30, 2019",12.66
"Dec. 27, 2019",12.70
"Dec. 26, 2019",12.73
"Dec. 24, 2019",12.71
"Dec. 23, 2019",12.71
"Dec. 20, 2019",12.64
"Dec. 19, 2019",12.50
"Dec. 18, 2019",12.54
"Dec. 17, 2019",12.54
"Dec. 16, 2019",12.61
"Dec. 13, 2019",12.48
"Dec. 12, 2019",12.56
"Dec. 11, 2019",12.31
"Dec. 10, 2019",12.47
"Dec. 9, 2019",12.42
"Dec. 6, 2019",12.48
"Dec. 5, 2019",12.32
"Dec. 4, 2019",12.38
