date,quality_ratio
"Dec. 31, 2019",0.1211
"Sept. 30, 2019",0.169
"June 30, 2019",0.1747
"March 31, 2019",0.175
"Dec. 31, 2018",0.1756
"Sept. 30, 2018",0.1728
"June 30, 2018",0.1651
"March 31, 2018",0.1571
"Dec. 31, 2017",0.1542
"Sept. 30, 2017",0.1476
"June 30, 2017",0.1437
"March 31, 2017",0.1296
"Dec. 31, 2016",0.12
"Sept. 30, 2016",0.1158
"June 30, 2016",0.1222
"March 31, 2016",0.1346
"Dec. 31, 2015",0.1466
"Sept. 30, 2015",0.1649
"June 30, 2015",0.1886
"March 31, 2015",0.2222
"Dec. 31, 2014",0.2452
"Sept. 30, 2014",0.2668
"June 30, 2014",0.2752
"March 31, 2014",0.2795
"Dec. 31, 2013",0.2931
"Sept. 30, 2013",0.3044
"June 30, 2013",0.3126
"March 31, 2013",0.33
"Dec. 31, 2012",0.3462
"Sept. 30, 2012",0.3017
"June 30, 2012",0.3389
"March 31, 2012",0.3792
"Dec. 31, 2011",0.4098
"Sept. 30, 2011",0.4292
"June 30, 2011",0.4186
"March 31, 2011",0.403
"Dec. 31, 2010",0.3694
"Sept. 30, 2010",0.3668
"June 30, 2010",0.3396
"March 31, 2010",0.2886
"Dec. 31, 2009",0.2639
"Sept. 30, 2009",0.3201
"June 30, 2009",0.3699
"March 31, 2009",0.427
"Dec. 31, 2008",0.4766
"Sept. 30, 2008",0.508
"June 30, 2008",0.4869
"March 31, 2008",0.4944
"Dec. 31, 2007",0.4977
"Sept. 30, 2007",0.4889
"June 30, 2007",0.5077
"March 31, 2007",0.5027
"Dec. 31, 2006",0.5084
"Sept. 30, 2006",0.5146
"June 30, 2006",0.5179
"March 31, 2006",0.5296
"Dec. 31, 2005",0.5332
"Sept. 30, 2005",0.606
"June 30, 2005",0.6028
"March 31, 2005",0.5779
"Dec. 31, 2004",0.5822
"Sept. 30, 2004",0.5523
"June 30, 2004",0.5523
"March 31, 2004",0.5581
"Dec. 31, 2003",0.5583
"Sept. 30, 2003",0.4829
"June 30, 2003",0.4795
"March 31, 2003",0.4654
"Dec. 31, 2002",0.4269
"Sept. 30, 2002",0.6625
"June 30, 2002",0.6671
"March 31, 2002",0.6806
"Dec. 31, 2001",0.6456
"Sept. 30, 2001",0.8111
"June 30, 2001",0.8352
"March 31, 2001",0.8366
"Dec. 31, 2000",0.7221
"Sept. 30, 2000",0.7382
"June 30, 2000",0.7127
"March 31, 2000",0.6889
"Dec. 31, 1999",0.6706
"Sept. 30, 1999",0.4503
"June 30, 1999",0.4443
"March 31, 1999",0.4509
"Dec. 31, 1998",0.4574
"Sept. 30, 1998",0.5147
"June 30, 1998",0.5445
"March 31, 1998",0.5798
"Dec. 31, 1997",0.6184
"Sept. 30, 1997",0.6226
"June 30, 1997",0.6215
"March 31, 1997",0.6186
"Dec. 31, 1996",0.6079
"Sept. 30, 1996",0.587
"June 30, 1996",0.5699
"March 31, 1996",0.5613
"Dec. 31, 1995",0.5499
"Sept. 30, 1995",0.5719
"June 30, 1995",0.5608
"March 31, 1995",0.5464
"Dec. 31, 1994",0.542
"Sept. 30, 1994",0.5332
"June 30, 1994",0.5447
