date,price_to_book_value
"March 19, 2020",1.227
"March 18, 2020",1.296
"March 17, 2020",1.406
"March 16, 2020",1.252
"March 13, 2020",1.402
"March 12, 2020",1.316
"March 11, 2020",1.487
"March 10, 2020",1.554
"March 9, 2020",1.546
"March 6, 2020",1.619
"March 5, 2020",1.637
"March 4, 2020",1.662
"March 3, 2020",1.563
"March 2, 2020",1.580
"Feb. 28, 2020",1.499
"Feb. 27, 2020",1.553
"Feb. 26, 2020",1.617
"Feb. 25, 2020",1.623
"Feb. 24, 2020",1.672
"Feb. 21, 2020",1.674
"Feb. 20, 2020",1.658
"Feb. 19, 2020",1.658
"Feb. 18, 2020",1.668
"Feb. 14, 2020",1.656
"Feb. 13, 2020",1.636
"Feb. 12, 2020",1.601
"Feb. 11, 2020",1.586
"Feb. 10, 2020",1.573
"Feb. 7, 2020",1.574
"Feb. 6, 2020",1.584
"Feb. 5, 2020",1.588
"Feb. 4, 2020",1.579
"Feb. 3, 2020",1.597
"Jan. 31, 2020",1.596
"Jan. 30, 2020",1.593
"Jan. 29, 2020",1.581
"Jan. 28, 2020",1.572
"Jan. 27, 2020",1.570
"Jan. 24, 2020",1.573
"Jan. 23, 2020",1.570
"Jan. 22, 2020",1.557
"Jan. 21, 2020",1.549
"Jan. 17, 2020",1.531
"Jan. 16, 2020",1.522
"Jan. 15, 2020",1.511
"Jan. 14, 2020",1.492
"Jan. 13, 2020",1.491
"Jan. 10, 2020",1.478
"Jan. 9, 2020",1.481
"Jan. 8, 2020",1.477
"Jan. 7, 2020",1.475
"Jan. 6, 2020",1.484
"Jan. 3, 2020",1.477
"Jan. 2, 2020",1.476
"Dec. 31, 2019",1.490
"Dec. 30, 2019",1.488
"Dec. 27, 2019",1.491
"Dec. 26, 2019",1.482
"Dec. 24, 2019",1.479
"Dec. 23, 2019",1.478
"Dec. 20, 2019",1.485
"Dec. 19, 2019",1.474
"Dec. 18, 2019",1.485
"Dec. 17, 2019",1.484
"Dec. 16, 2019",1.483
"Dec. 13, 2019",1.477
"Dec. 12, 2019",1.468
"Dec. 11, 2019",1.459
"Dec. 10, 2019",1.460
"Dec. 9, 2019",1.464
"Dec. 6, 2019",1.471
"Dec. 5, 2019",1.464
"Dec. 4, 2019",1.458
"Dec. 3, 2019",1.440
"Dec. 2, 2019",1.431
"Nov. 29, 2019",1.445
"Nov. 27, 2019",1.452
"Nov. 26, 2019",1.446
"Nov. 25, 2019",1.436
"Nov. 22, 2019",1.428
"Nov. 21, 2019",1.420
"Nov. 20, 2019",1.428
"Nov. 19, 2019",1.427
"Nov. 18, 2019",1.453
"Nov. 15, 2019",1.452
"Nov. 14, 2019",1.447
"Nov. 13, 2019",1.451
"Nov. 12, 2019",1.436
"Nov. 11, 2019",1.436
"Nov. 8, 2019",1.474
"Nov. 7, 2019",1.518
"Nov. 6, 2019",1.530
"Nov. 5, 2019",1.527
"Nov. 4, 2019",1.535
"Nov. 1, 2019",1.547
"Oct. 31, 2019",1.545
"Oct. 30, 2019",1.540
"Oct. 29, 2019",1.532
"Oct. 28, 2019",1.542
"Oct. 25, 2019",1.563
"Oct. 24, 2019",1.574
"Oct. 23, 2019",1.576
"Oct. 22, 2019",1.562
"Oct. 21, 2019",1.562
"Oct. 18, 2019",1.562
"Oct. 17, 2019",1.559
"Oct. 16, 2019",1.558
"Oct. 15, 2019",1.556
"Oct. 14, 2019",1.558
"Oct. 11, 2019",1.572
"Oct. 10, 2019",1.577
