date,ev_revenues
"March 19, 2020",4.709
"March 18, 2020",4.833
"March 17, 2020",5.030
"March 16, 2020",4.754
"March 13, 2020",5.023
"March 12, 2020",4.868
"March 11, 2020",5.174
"March 10, 2020",5.294
"March 9, 2020",5.280
"March 6, 2020",5.411
"March 5, 2020",5.443
"March 4, 2020",5.487
"March 3, 2020",5.311
"March 2, 2020",5.342
"Feb. 28, 2020",5.196
"Feb. 27, 2020",5.292
"Feb. 26, 2020",5.408
"Feb. 25, 2020",5.418
"Feb. 24, 2020",5.506
"Feb. 21, 2020",5.51
"Feb. 20, 2020",5.481
"Feb. 19, 2020",5.480
"Feb. 18, 2020",5.498
"Feb. 14, 2020",5.476
"Feb. 13, 2020",5.442
"Feb. 12, 2020",5.378
"Feb. 11, 2020",5.351
"Feb. 10, 2020",5.329
"Feb. 7, 2020",5.330
"Feb. 6, 2020",5.349
"Feb. 5, 2020",5.355
"Feb. 4, 2020",5.340
"Feb. 3, 2020",5.371
"Jan. 31, 2020",5.370
"Jan. 30, 2020",5.364
"Jan. 29, 2020",5.343
"Jan. 28, 2020",5.327
"Jan. 27, 2020",5.324
"Jan. 24, 2020",5.329
"Jan. 23, 2020",5.323
"Jan. 22, 2020",5.301
"Jan. 21, 2020",5.285
"Jan. 17, 2020",5.254
"Jan. 16, 2020",5.238
"Jan. 15, 2020",5.218
"Jan. 14, 2020",5.183
"Jan. 13, 2020",5.182
"Jan. 10, 2020",5.158
"Jan. 9, 2020",5.164
"Jan. 8, 2020",5.157
"Jan. 7, 2020",5.153
"Jan. 6, 2020",5.17
"Jan. 3, 2020",5.157
"Jan. 2, 2020",5.155
"Dec. 31, 2019",5.181
"Dec. 30, 2019",5.146
"Dec. 27, 2019",5.152
"Dec. 26, 2019",5.135
"Dec. 24, 2019",5.13
"Dec. 23, 2019",5.128
"Dec. 20, 2019",5.141
"Dec. 19, 2019",5.122
"Dec. 18, 2019",5.141
"Dec. 17, 2019",5.139
"Dec. 16, 2019",5.138
"Dec. 13, 2019",5.126
"Dec. 12, 2019",5.110
"Dec. 11, 2019",5.094
"Dec. 10, 2019",5.096
"Dec. 9, 2019",5.102
"Dec. 6, 2019",5.116
"Dec. 5, 2019",5.103
"Dec. 4, 2019",5.093
"Dec. 3, 2019",5.061
"Dec. 2, 2019",5.045
"Nov. 29, 2019",5.070
"Nov. 27, 2019",5.082
"Nov. 26, 2019",5.071
"Nov. 25, 2019",5.054
"Nov. 22, 2019",5.040
"Nov. 21, 2019",5.026
"Nov. 20, 2019",5.040
"Nov. 19, 2019",5.037
"Nov. 18, 2019",5.084
"Nov. 15, 2019",5.082
"Nov. 14, 2019",5.072
"Nov. 13, 2019",5.081
"Nov. 12, 2019",5.053
"Nov. 11, 2019",5.054
"Nov. 8, 2019",5.122
"Nov. 7, 2019",5.198
"Nov. 6, 2019",5.221
"Nov. 5, 2019",5.215
"Nov. 4, 2019",5.229
"Nov. 1, 2019",5.251
"Oct. 31, 2019",5.247
"Oct. 30, 2019",5.238
"Oct. 29, 2019",5.224
"Oct. 28, 2019",5.241
"Oct. 25, 2019",5.279
"Oct. 24, 2019",5.298
"Oct. 23, 2019",5.301
"Oct. 22, 2019",5.276
"Oct. 21, 2019",5.276
"Oct. 18, 2019",5.277
"Oct. 17, 2019",5.272
"Oct. 16, 2019",5.271
"Oct. 15, 2019",5.267
"Oct. 14, 2019",5.271
"Oct. 11, 2019",5.295
"Oct. 10, 2019",5.304
"Oct. 9, 2019",5.297
"Oct. 8, 2019",5.299
"Oct. 7, 2019",5.323
"Oct. 4, 2019",5.33
"Oct. 3, 2019",5.270
"Oct. 2, 2019",5.258
"Oct. 1, 2019",5.302
"Sept. 30, 2019",5.292
"Sept. 27, 2019",5.316
"Sept. 26, 2019",5.314
"Sept. 25, 2019",5.308
"Sept. 24, 2019",5.316
"Sept. 23, 2019",5.291
"Sept. 20, 2019",5.287
"Sept. 19, 2019",5.264
"Sept. 18, 2019",5.257
"Sept. 17, 2019",5.246
"Sept. 16, 2019",5.224
"Sept. 13, 2019",5.247
"Sept. 12, 2019",5.278
"Sept. 11, 2019",5.264
"Sept. 10, 2019",5.248
"Sept. 9, 2019",5.241
"Sept. 6, 2019",5.242
"Sept. 5, 2019",5.232
"Sept. 4, 2019",5.249
"Sept. 3, 2019",5.240
"Aug. 30, 2019",5.212
"Aug. 29, 2019",5.213
"Aug. 28, 2019",5.200
"Aug. 27, 2019",5.195
"Aug. 26, 2019",5.172
"Aug. 23, 2019",5.154
"Aug. 22, 2019",5.171
"Aug. 21, 2019",5.168
"Aug. 20, 2019",5.167
"Aug. 19, 2019",5.152
"Aug. 16, 2019",5.125
"Aug. 15, 2019",5.111
"Aug. 14, 2019",5.097
"Aug. 13, 2019",5.127
"Aug. 12, 2019",5.117
"Aug. 9, 2019",5.124
"Aug. 8, 2019",5.112
"Aug. 7, 2019",5.098
"Aug. 6, 2019",5.100
"Aug. 5, 2019",5.042
"Aug. 2, 2019",5.077
"Aug. 1, 2019",5.058
"July 31, 2019",5.035
"July 30, 2019",5.063
"July 29, 2019",5.065
"July 26, 2019",5.039
"July 25, 2019",5.027
"July 24, 2019",5.047
"July 23, 2019",5.062
"July 22, 2019",5.075
"July 19, 2019",5.084
"July 18, 2019",5.124
"July 17, 2019",5.104
"July 16, 2019",5.101
"July 15, 2019",5.112
"July 12, 2019",5.092
"July 11, 2019",5.114
"July 10, 2019",5.119
"July 9, 2019",5.112
"July 8, 2019",5.120
"July 5, 2019",5.120
"July 3, 2019",5.133
"July 2, 2019",5.104
"July 1, 2019",5.071
"June 30, 2019",5.078
"June 28, 2019",5.054
"June 27, 2019",5.063
"June 26, 2019",5.046
"June 25, 2019",5.110
"June 24, 2019",5.103
"June 21, 2019",5.092
"June 20, 2019",5.064
"June 19, 2019",5.036
"June 18, 2019",5.024
"June 17, 2019",5.045
"June 14, 2019",5.043
"June 13, 2019",5.010
"June 12, 2019",5.007
"June 11, 2019",4.977
"June 10, 2019",4.996
"June 7, 2019",5.018
"June 6, 2019",5.038
"June 5, 2019",5.024
"June 4, 2019",4.984
"June 3, 2019",4.988
"May 31, 2019",4.976
"May 30, 2019",4.973
"May 29, 2019",4.982
"May 28, 2019",5.021
"May 24, 2019",5.071
"May 23, 2019",5.073
"May 22, 2019",5.041
"May 21, 2019",5.019
"May 20, 2019",5.016
"May 17, 2019",5.023
"May 16, 2019",4.994
"May 15, 2019",5.011
"May 14, 2019",5.017
"May 13, 2019",5.048
"May 10, 2019",5.046
"May 9, 2019",5.012
"May 8, 2019",5.041
"May 7, 2019",5.084
"May 6, 2019",5.091
"May 3, 2019",5.111
"May 2, 2019",5.100
"May 1, 2019",5.118
"April 30, 2019",5.139
"April 29, 2019",5.093
"April 26, 2019",5.115
"April 25, 2019",5.119
"April 24, 2019",5.096
"April 23, 2019",5.076
"April 22, 2019",5.068
"April 18, 2019",5.080
"April 17, 2019",5.078
"April 16, 2019",5.079
"April 15, 2019",5.119
"April 12, 2019",5.119
"April 11, 2019",5.114
"April 10, 2019",5.104
"April 9, 2019",5.113
"April 8, 2019",5.109
"April 5, 2019",5.122
"April 4, 2019",5.087
"April 3, 2019",5.072
"April 2, 2019",5.08
"April 1, 2019",5.084
"March 31, 2019",5.106
"March 29, 2019",4.978
"March 28, 2019",4.959
"March 27, 2019",4.992
"March 26, 2019",5.023
"March 25, 2019",5.001
"March 22, 2019",4.999
"March 21, 2019",4.975
"March 20, 2019",4.959
"March 19, 2019",4.952
"March 18, 2019",4.980
"March 15, 2019",4.997
"March 14, 2019",4.988
"March 13, 2019",4.994
"March 12, 2019",4.993
"March 11, 2019",4.988
"March 8, 2019",4.984
"March 7, 2019",4.965
"March 6, 2019",4.965
"March 5, 2019",4.964
"March 4, 2019",4.974
"March 1, 2019",4.962
"Feb. 28, 2019",4.965
"Feb. 27, 2019",4.954
"Feb. 26, 2019",4.942
"Feb. 25, 2019",4.960
"Feb. 22, 2019",4.973
"Feb. 21, 2019",4.963
"Feb. 20, 2019",4.941
"Feb. 19, 2019",4.914
"Feb. 15, 2019",4.902
"Feb. 14, 2019",4.911
"Feb. 13, 2019",4.963
"Feb. 12, 2019",4.982
"Feb. 11, 2019",4.980
"Feb. 8, 2019",4.984
"Feb. 7, 2019",4.960
"Feb. 6, 2019",4.930
"Feb. 5, 2019",4.931
"Feb. 4, 2019",4.911
"Feb. 1, 2019",4.910
"Jan. 31, 2019",4.910
"Jan. 30, 2019",4.858
"Jan. 29, 2019",4.846
"Jan. 28, 2019",4.846
