date,ev_ebitda
"March 19, 2020",10.29
"March 18, 2020",10.56
"March 17, 2020",10.99
"March 16, 2020",10.39
"March 13, 2020",10.98
"March 12, 2020",10.64
"March 11, 2020",11.31
"March 10, 2020",11.57
"March 9, 2020",11.54
"March 6, 2020",11.82
"March 5, 2020",11.89
"March 4, 2020",11.99
"March 3, 2020",11.60
"March 2, 2020",11.67
"Feb. 28, 2020",11.35
"Feb. 27, 2020",11.56
"Feb. 26, 2020",11.82
"Feb. 25, 2020",11.84
"Feb. 24, 2020",12.03
"Feb. 21, 2020",12.04
"Feb. 20, 2020",11.98
"Feb. 19, 2020",11.98
"Feb. 18, 2020",12.01
"Feb. 14, 2020",11.97
"Feb. 13, 2020",11.89
"Feb. 12, 2020",11.75
"Feb. 11, 2020",11.69
"Feb. 10, 2020",11.64
"Feb. 7, 2020",11.65
"Feb. 6, 2020",11.69
"Feb. 5, 2020",11.70
"Feb. 4, 2020",11.67
"Feb. 3, 2020",11.74
"Jan. 31, 2020",11.73
"Jan. 30, 2020",11.72
"Jan. 29, 2020",11.67
"Jan. 28, 2020",11.64
"Jan. 27, 2020",11.63
"Jan. 24, 2020",11.64
"Jan. 23, 2020",11.63
"Jan. 22, 2020",11.58
"Jan. 21, 2020",11.55
"Jan. 17, 2020",11.48
"Jan. 16, 2020",11.45
"Jan. 15, 2020",11.40
"Jan. 14, 2020",11.33
"Jan. 13, 2020",11.32
"Jan. 10, 2020",11.27
"Jan. 9, 2020",11.28
"Jan. 8, 2020",11.27
"Jan. 7, 2020",11.26
"Jan. 6, 2020",11.30
"Jan. 3, 2020",11.27
"Jan. 2, 2020",11.27
"Dec. 31, 2019",11.32
"Dec. 30, 2019",11.63
"Dec. 27, 2019",11.64
"Dec. 26, 2019",11.60
"Dec. 24, 2019",11.59
"Dec. 23, 2019",11.59
"Dec. 20, 2019",11.62
"Dec. 19, 2019",11.58
"Dec. 18, 2019",11.62
"Dec. 17, 2019",11.62
"Dec. 16, 2019",11.61
"Dec. 13, 2019",11.59
"Dec. 12, 2019",11.55
"Dec. 11, 2019",11.51
"Dec. 10, 2019",11.52
"Dec. 9, 2019",11.53
"Dec. 6, 2019",11.56
"Dec. 5, 2019",11.53
"Dec. 4, 2019",11.51
"Dec. 3, 2019",11.44
"Dec. 2, 2019",11.40
"Nov. 29, 2019",11.46
"Nov. 27, 2019",11.48
"Nov. 26, 2019",11.46
"Nov. 25, 2019",11.42
"Nov. 22, 2019",11.39
"Nov. 21, 2019",11.36
"Nov. 20, 2019",11.39
"Nov. 19, 2019",11.38
"Nov. 18, 2019",11.49
"Nov. 15, 2019",11.49
"Nov. 14, 2019",11.46
"Nov. 13, 2019",11.48
"Nov. 12, 2019",11.42
"Nov. 11, 2019",11.42
"Nov. 8, 2019",11.58
"Nov. 7, 2019",11.75
"Nov. 6, 2019",11.80
"Nov. 5, 2019",11.79
"Nov. 4, 2019",11.82
"Nov. 1, 2019",11.87
"Oct. 31, 2019",11.86
"Oct. 30, 2019",11.84
"Oct. 29, 2019",11.81
"Oct. 28, 2019",11.84
"Oct. 25, 2019",11.93
"Oct. 24, 2019",11.97
"Oct. 23, 2019",11.98
"Oct. 22, 2019",11.92
"Oct. 21, 2019",11.93
"Oct. 18, 2019",11.93
"Oct. 17, 2019",11.91
"Oct. 16, 2019",11.91
"Oct. 15, 2019",11.90
"Oct. 14, 2019",11.91
"Oct. 11, 2019",11.97
"Oct. 10, 2019",11.99
"Oct. 9, 2019",11.97
"Oct. 8, 2019",11.98
"Oct. 7, 2019",12.03
"Oct. 4, 2019",12.05
"Oct. 3, 2019",11.91
"Oct. 2, 2019",11.88
"Oct. 1, 2019",11.98
"Sept. 30, 2019",11.96
"Sept. 27, 2019",12.41
"Sept. 26, 2019",12.41
"Sept. 25, 2019",12.39
"Sept. 24, 2019",12.41
"Sept. 23, 2019",12.35
"Sept. 20, 2019",12.34
"Sept. 19, 2019",12.29
"Sept. 18, 2019",12.27
