date,tobin_q
"Dec. 31, 2019",0.8085
"Sept. 30, 2019",0.8363
"June 30, 2019",0.8048
"March 31, 2019",0.8157
"Dec. 31, 2018",0.8133
"Sept. 30, 2018",0.7821
"June 30, 2018",0.7877
"March 31, 2018",0.78
"Dec. 31, 2017",0.8117
"Sept. 30, 2017",0.8127
"June 30, 2017",0.8099
"March 31, 2017",0.8005
"Dec. 31, 2016",0.779
"Sept. 30, 2016",0.753
"June 30, 2016",0.8222
"March 31, 2016",0.795
"Dec. 31, 2015",0.7349
"Sept. 30, 2015",0.7228
"June 30, 2015",0.7205
"March 31, 2015",0.746
"Dec. 31, 2014",0.7945
"Sept. 30, 2014",0.7375
"June 30, 2014",0.7671
"March 31, 2014",0.7582
"Dec. 31, 2013",0.7406
"Sept. 30, 2013",0.7275
"June 30, 2013",0.7463
"March 31, 2013",0.7742
"Dec. 31, 2012",0.7138
"Sept. 30, 2012",0.7158
"June 30, 2012",0.7768
"March 31, 2012",0.7362
"Dec. 31, 2011",0.7472
"Sept. 30, 2011",0.7084
"June 30, 2011",0.6944
"March 31, 2011",0.6787
"Dec. 31, 2010",0.6647
"Sept. 30, 2010",
"June 30, 2010",0.6507
"March 31, 2010",0.6256
"Dec. 31, 2009",0.648
"Sept. 30, 2009",0.6063
"June 30, 2009",0.5861
"March 31, 2009",0.5823
"Dec. 31, 2008",0.5945
"Sept. 30, 2008",0.6434
"June 30, 2008",0.6455
"March 31, 2008",0.6724
"Dec. 31, 2007",0.7196
"Sept. 30, 2007",0.6713
"June 30, 2007",0.6814
"March 31, 2007",0.7174
"Dec. 31, 2006",0.6112
"Sept. 30, 2006",0.5668
"June 30, 2006",0.586
"March 31, 2006",0.6073
"Dec. 31, 2005",0.5453
"Sept. 30, 2005",0.5694
"June 30, 2005",0.578
"March 31, 2005",0.5553
"Dec. 31, 2004",0.5516
"Sept. 30, 2004",0.5447
"June 30, 2004",0.5403
"March 31, 2004",0.5797
"Dec. 31, 2003",0.5535
"Sept. 30, 2003",0.512
"June 30, 2003",0.4832
"March 31, 2003",0.4493
"Dec. 31, 2002",0.5106
"Sept. 30, 2002",0.4956
"June 30, 2002",0.5562
"March 31, 2002",0.6082
"Dec. 31, 2001",0.6423
"Sept. 30, 2001",0.5921
"June 30, 2001",0.5818
"March 31, 2001",0.6239
"Dec. 31, 2000",0.5186
"Sept. 30, 2000",0.6037
"June 30, 2000",0.5336
"March 31, 2000",0.6116
"Dec. 31, 1999",0.5798
"Sept. 30, 1999",0.6119
"June 30, 1999",0.6351
"March 31, 1999",0.6444
"Dec. 31, 1998",0.7552
"Sept. 30, 1998",0.779
"June 30, 1998",0.7479
"March 31, 1998",0.7991
"Dec. 31, 1997",0.7577
"Sept. 30, 1997",0.7046
"June 30, 1997",0.7426
"March 31, 1997",0.6724
"Dec. 31, 1996",0.5258
"Sept. 30, 1996",0.7008
"June 30, 1996",0.7466
"March 31, 1996",0.7454
"Dec. 31, 1995",0.7215
"Sept. 30, 1995",0.6911
"June 30, 1995",0.6916
"March 31, 1995",0.6603
"Dec. 31, 1994",0.6689
"Sept. 30, 1994",0.677
"June 30, 1994",0.6622
"March 31, 1994",0.674
