date,revenues_per_share
"Dec. 31, 2019",8.337
"Sept. 30, 2019",9.520
"June 30, 2019",8.067
"March 31, 2019",8.477
"Dec. 31, 2018",8.529
"Sept. 30, 2018",9.283
"June 30, 2018",8.016
"March 31, 2018",8.752
"Dec. 31, 2017",8.284
"Sept. 30, 2017",9.26
"June 30, 2017",7.936
"March 31, 2017",8.184
"Dec. 31, 2016",8.001
"Sept. 30, 2016",9.517
"June 30, 2016",7.555
"March 31, 2016",7.804
"Dec. 31, 2015",6.154
"Sept. 30, 2015",9.423
"June 30, 2015",8.077
"March 31, 2015",8.566
"Dec. 31, 2014",5.86
"Sept. 30, 2014",9.045
"June 30, 2014",8.074
"March 31, 2014",8.871
"Dec. 31, 2013",7.966
"Sept. 30, 2013",8.806
"June 30, 2013",8.327
"March 31, 2013",8.366
"Dec. 31, 2012",5.634
"Sept. 30, 2012",9.617
"June 30, 2012",8.020
"March 31, 2012",8.139
"Dec. 31, 2011",7.586
"Sept. 30, 2011",8.928
"June 30, 2011",7.959
"March 31, 2011",8.256
"Dec. 31, 2010",7.759
"Sept. 30, 2010",8.955
"June 30, 2010",7.505
"March 31, 2010",8.224
"Dec. 31, 2009",7.144
"Sept. 30, 2009",7.837
"June 30, 2009",6.780
"March 31, 2009",7.744
"Dec. 31, 2008",7.401
"Sept. 30, 2008",8.306
"June 30, 2008",7.652
"March 31, 2008",7.895
"Dec. 31, 2007",7.182
"Sept. 30, 2007",8.746
"June 30, 2007",7.023
"March 31, 2007",7.181
"Dec. 31, 2006",6.647
"Sept. 30, 2006",7.789
"June 30, 2006",6.917
"March 31, 2006",5.047
"Dec. 31, 2005",-20.73
"Sept. 30, 2005",9.423
"June 30, 2005",16.41
"March 31, 2005",16.15
"Dec. 31, 2004",17.20
"Sept. 30, 2004",15.67
"June 30, 2004",16.60
"March 31, 2004",17.85
"Dec. 31, 2003",17.27
"Sept. 30, 2003",18.35
"June 30, 2003",17.12
"March 31, 2003",20.64
"Dec. 31, 2002",16.57
"Sept. 30, 2002",14.32
"June 30, 2002",12.93
"March 31, 2002",12.59
"Dec. 31, 2001",14.35
"Sept. 30, 2001",18.09
"June 30, 2001",59.69
"March 31, 2001",65.38
"Dec. 31, 2000",-73.42
"Sept. 30, 2000",61.95
"June 30, 2000",44.54
"March 31, 2000",29.58
"Dec. 31, 1999",24.99
"Sept. 30, 1999",27.64
"June 30, 1999",19.33
"March 31, 1999",17.20
"Dec. 31, 1998",17.08
"Sept. 30, 1998",22.13
"June 30, 1998",16.68
"March 31, 1998",16.93
"Dec. 31, 1997",19.17
"Sept. 30, 1997",20.36
"June 30, 1997",13.04
"March 31, 1997",28.17
"Dec. 31, 1996",19.22
"Sept. 30, 1996",20.15
"June 30, 1996",16.62
"March 31, 1996",7.545
"Dec. 31, 1995",45.02
"Sept. 30, 1995",10.17
"June 30, 1995",7.842
"March 31, 1995",8.13
"Dec. 31, 1994",7.571
"Sept. 30, 1994",9.412
"June 30, 1994",7.872
"March 31, 1994",8.176
"Dec. 31, 1993",7.315
"Sept. 30, 1993",9.472
"June 30, 1993",7.336
"March 31, 1993",7.541
"Dec. 31, 1992",7.133
"Sept. 30, 1992",8.390
"June 30, 1992",6.698
"March 31, 1992",7.273
"Dec. 31, 1991",6.880
"Sept. 30, 1991",8.126
"June 30, 1991",6.664
"March 31, 1991",6.682
"Dec. 31, 1990",6.225
"Sept. 30, 1990",8.250
"June 30, 1990",6.534
"March 31, 1990",6.528
"Dec. 31, 1989",6.59
"Sept. 30, 1989",7.510
"June 30, 1989",6.459
"March 31, 1989",6.393
"Dec. 31, 1988",6.296
"Sept. 30, 1988",7.624
"June 30, 1988",6.147
"March 31, 1988",6.795
"Dec. 31, 1987",6.656
"Sept. 30, 1987",7.679
"June 30, 1987",6.355
"March 31, 1987",6.761
"Dec. 31, 1986",6.245
"Sept. 30, 1986",6.969
"June 30, 1986",5.811
"March 31, 1986",6.177
"Dec. 31, 1985",5.322
"Sept. 30, 1985",5.568
"June 30, 1985",5.028
"March 31, 1985",5.571
"Dec. 31, 1984",5.043
"Sept. 30, 1984",5.440
"June 30, 1984",4.717
"March 31, 1984",5.030
