date,pe_10
"March 19, 2020",21.06
"March 18, 2020",22.24
"March 17, 2020",24.13
"March 16, 2020",21.48
"March 13, 2020",24.06
"March 12, 2020",22.58
"March 11, 2020",25.51
"March 10, 2020",26.67
"March 9, 2020",26.53
"March 6, 2020",27.79
"March 5, 2020",28.09
"March 4, 2020",28.52
"March 3, 2020",26.82
"March 2, 2020",27.12
"Feb. 28, 2020",25.73
"Feb. 27, 2020",26.65
"Feb. 26, 2020",27.76
"Feb. 25, 2020",27.85
"Feb. 24, 2020",28.70
"Feb. 21, 2020",28.74
"Feb. 20, 2020",28.46
"Feb. 19, 2020",28.45
"Feb. 18, 2020",28.62
"Feb. 14, 2020",28.41
"Feb. 13, 2020",28.09
"Feb. 12, 2020",27.47
"Feb. 11, 2020",27.21
"Feb. 10, 2020",27.00
"Feb. 7, 2020",27.01
"Feb. 6, 2020",27.19
"Feb. 5, 2020",27.25
"Feb. 4, 2020",27.10
"Feb. 3, 2020",27.40
"Jan. 31, 2020",27.39
"Jan. 30, 2020",27.34
"Jan. 29, 2020",27.14
"Jan. 28, 2020",26.99
"Jan. 27, 2020",26.96
"Jan. 24, 2020",27.01
"Jan. 23, 2020",26.95
"Jan. 22, 2020",26.74
"Jan. 21, 2020",26.59
"Jan. 17, 2020",26.29
"Jan. 16, 2020",26.14
"Jan. 15, 2020",25.95
"Jan. 14, 2020",25.61
"Jan. 13, 2020",25.60
"Jan. 10, 2020",25.37
"Jan. 9, 2020",25.42
"Jan. 8, 2020",25.36
"Jan. 7, 2020",25.32
"Jan. 6, 2020",25.48
"Jan. 3, 2020",25.36
"Jan. 2, 2020",25.34
"Dec. 31, 2019",25.59
"Dec. 30, 2019",25.94
"Dec. 27, 2019",25.99
"Dec. 26, 2019",25.82
"Dec. 24, 2019",25.78
"Dec. 23, 2019",25.76
"Dec. 20, 2019",25.89
"Dec. 19, 2019",25.70
"Dec. 18, 2019",25.89
"Dec. 17, 2019",25.87
"Dec. 16, 2019",25.85
"Dec. 13, 2019",25.74
"Dec. 12, 2019",25.59
"Dec. 11, 2019",25.43
"Dec. 10, 2019",25.44
"Dec. 9, 2019",25.51
"Dec. 6, 2019",25.64
"Dec. 5, 2019",25.51
"Dec. 4, 2019",25.41
"Dec. 3, 2019",25.10
"Dec. 2, 2019",24.94
"Nov. 29, 2019",25.19
"Nov. 27, 2019",25.30
"Nov. 26, 2019",25.20
"Nov. 25, 2019",25.03
"Nov. 22, 2019",24.90
"Nov. 21, 2019",24.76
"Nov. 20, 2019",24.89
"Nov. 19, 2019",24.86
"Nov. 18, 2019",25.33
"Nov. 15, 2019",25.31
"Nov. 14, 2019",25.21
"Nov. 13, 2019",25.29
