date,eps_est_0y
"March 14, 2020",5.206
"March 12, 2020",5.206
"March 3, 2020",5.199
"March 2, 2020",5.195
"Feb. 24, 2020",5.184
"Feb. 21, 2020",5.181
"Feb. 20, 2020",5.185
"Feb. 18, 2020",5.194
"Feb. 14, 2020",5.188
"Feb. 13, 2020",5.180
"Feb. 11, 2020",5.156
"Feb. 10, 2020",5.156
"Jan. 27, 2020",5.156
"Jan. 22, 2020",5.154
"Jan. 21, 2020",5.145
"Jan. 17, 2020",5.145
"Jan. 15, 2020",5.144
"Jan. 13, 2020",5.144
"Dec. 31, 2019",5.021
"Dec. 30, 2019",5.025
"Dec. 16, 2019",5.022
"Dec. 12, 2019",5.031
"Dec. 11, 2019",5.031
"Dec. 10, 2019",5.023
"Dec. 3, 2019",5.023
"Nov. 22, 2019",5.020
"Nov. 21, 2019",5.022
"Nov. 20, 2019",5.026
"Nov. 19, 2019",5.023
"Nov. 18, 2019",5.023
"Nov. 13, 2019",5.023
"Nov. 11, 2019",5.021
"Nov. 8, 2019",5.017
"Nov. 6, 2019",4.961
"Oct. 21, 2019",4.962
"Oct. 18, 2019",4.964
"Oct. 14, 2019",4.965
"Oct. 11, 2019",4.966
"Oct. 4, 2019",4.964
"Oct. 3, 2019",4.963
"Oct. 2, 2019",4.959
"Sept. 9, 2019",4.957
"Sept. 6, 2019",4.945
"Aug. 15, 2019",4.945
"Aug. 12, 2019",4.940
"Aug. 9, 2019",4.939
"Aug. 7, 2019",4.923
"Aug. 6, 2019",4.914
"July 30, 2019",4.909
"July 22, 2019",4.911
"July 18, 2019",4.911
"July 16, 2019",4.901
"July 15, 2019",4.903
"July 12, 2019",4.901
"June 20, 2019",4.904
"June 18, 2019",4.905
"June 4, 2019",4.911
"June 3, 2019",4.923
"May 31, 2019",4.926
"May 20, 2019",4.926
"May 16, 2019",4.930
"May 15, 2019",4.930
"May 10, 2019",4.929
"April 30, 2019",4.933
"April 22, 2019",4.932
"April 18, 2019",4.938
"April 17, 2019",4.942
"April 15, 2019",4.939
"April 8, 2019",4.946
"March 11, 2019",4.949
"March 8, 2019",4.947
"March 4, 2019",4.952
"Feb. 20, 2019",4.959
"Feb. 19, 2019",4.959
"Feb. 15, 2019",4.953
"Feb. 12, 2019",4.950
"Feb. 8, 2019",4.950
"Jan. 29, 2019",4.952
"Jan. 28, 2019",4.957
"Jan. 23, 2019",4.959
"Jan. 22, 2019",4.962
"Jan. 18, 2019",4.964
"Jan. 14, 2019",4.966
"Jan. 11, 2019",4.966
"Jan. 7, 2019",4.969
"Jan. 4, 2019",4.968
"Dec. 31, 2018",4.756
"Dec. 12, 2018",4.773
"Nov. 8, 2018",4.762
"Nov. 7, 2018",4.762
"Nov. 6, 2018",4.759
"Nov. 5, 2018",4.757
"Nov. 4, 2018",4.752
"Nov. 3, 2018",4.746
"Nov. 2, 2018",4.746
"Oct. 22, 2018",4.723
"Oct. 18, 2018",4.725
"Oct. 17, 2018",4.725
"Oct. 15, 2018",4.725
"Oct. 11, 2018",4.734
"Oct. 9, 2018",4.736
"Sept. 17, 2018",4.738
"Sept. 10, 2018",4.738
"Aug. 8, 2018",4.738
"Aug. 6, 2018",4.740
"Aug. 3, 2018",4.740
"Aug. 2, 2018",4.743
"July 24, 2018",4.746
"July 23, 2018",4.746
"July 20, 2018",4.740
"July 19, 2018",4.738
"July 17, 2018",4.764
"July 16, 2018",4.764
"July 13, 2018",4.738
"July 11, 2018",4.732
"July 9, 2018",4.730
"June 25, 2018",4.727
"June 22, 2018",4.727
"June 20, 2018",4.727
"May 29, 2018",4.731
"May 18, 2018",4.729
"May 16, 2018",4.723
"May 15, 2018",4.724
"May 14, 2018",4.724
"May 11, 2018",4.723
"May 10, 2018",4.722
"May 5, 2018",4.715
"April 27, 2018",4.714
"April 23, 2018",4.713
"April 19, 2018",4.710
"April 18, 2018",4.710
"April 10, 2018",4.705
"March 28, 2018",4.706
"March 27, 2018",4.706
"March 14, 2018",4.708
"March 9, 2018",4.710
"March 8, 2018",4.711
"March 7, 2018",4.717
"March 6, 2018",4.717
"March 3, 2018",4.717
"March 2, 2018",4.717
"Feb. 27, 2018",4.717
"Feb. 23, 2018",4.728
"Feb. 22, 2018",4.728
"Feb. 21, 2018",4.733
"Feb. 20, 2018",4.765
"Feb. 15, 2018",4.782
"Feb. 14, 2018",4.786
"Feb. 2, 2018",4.785
"Feb. 1, 2018",4.788
"Jan. 23, 2018",4.798
"Jan. 17, 2018",4.807
"Jan. 11, 2018",4.815
"Jan. 10, 2018",4.812
"Jan. 9, 2018",4.825
"Jan. 8, 2018",4.830
"Jan. 2, 2018",4.830
