date,altman_z_score
"Dec. 31, 2019",0.6552
"Sept. 30, 2019",0.6936
"June 30, 2019",0.6468
"March 31, 2019",0.6624
"Dec. 31, 2018",0.6426
"Sept. 30, 2018",0.6347
"June 30, 2018",0.6418
"March 31, 2018",0.6428
"Dec. 31, 2017",0.6833
"Sept. 30, 2017",0.6884
"June 30, 2017",0.6801
"March 31, 2017",0.6877
"Dec. 31, 2016",0.6606
"Sept. 30, 2016",0.7229
"June 30, 2016",0.7554
"March 31, 2016",0.7292
"Dec. 31, 2015",0.694
"Sept. 30, 2015",0.7214
"June 30, 2015",0.7297
"March 31, 2015",0.76
"Dec. 31, 2014",0.8032
"Sept. 30, 2014",0.8356
"June 30, 2014",0.8545
"March 31, 2014",0.8385
"Dec. 31, 2013",0.807
"Sept. 30, 2013",0.7519
"June 30, 2013",0.7184
"March 31, 2013",0.7423
"Dec. 31, 2012",0.6532
"Sept. 30, 2012",0.6814
"June 30, 2012",0.889
"March 31, 2012",0.9006
"Dec. 31, 2011",0.9203
"Sept. 30, 2011",0.9236
"June 30, 2011",0.9217
"March 31, 2011",0.8868
"Dec. 31, 2010",0.8843
"Sept. 30, 2010",
"June 30, 2010",0.7794
"March 31, 2010",0.8172
"Dec. 31, 2009",0.8282
"Sept. 30, 2009",0.8157
"June 30, 2009",0.7822
"March 31, 2009",0.8252
"Dec. 31, 2008",0.8372
"Sept. 30, 2008",0.8916
"June 30, 2008",0.93
"March 31, 2008",0.9559
"Dec. 31, 2007",0.9824
"Sept. 30, 2007",0.9693
"June 30, 2007",0.9017
"March 31, 2007",0.9674
"Dec. 31, 2006",0.6922
"Sept. 30, 2006",0.4601
"June 30, 2006",0.4009
"March 31, 2006",0.5287
"Dec. 31, 2005",0.5678
"Sept. 30, 2005",0.9524
"June 30, 2005",0.9416
"March 31, 2005",0.9577
"Dec. 31, 2004",0.9182
"Sept. 30, 2004",0.6867
"June 30, 2004",0.6438
"March 31, 2004",0.6265
"Dec. 31, 2003",0.5999
"Sept. 30, 2003",0.8029
"June 30, 2003",0.7369
"March 31, 2003",0.6818
"Dec. 31, 2002",0.6964
"Sept. 30, 2002",0.5893
"June 30, 2002",0.6878
"March 31, 2002",0.9816
"Dec. 31, 2001",1.584
"Sept. 30, 2001",1.090
"June 30, 2001",1.296
"March 31, 2001",1.174
"Dec. 31, 2000",0.8008
"Sept. 30, 2000",1.382
"June 30, 2000",1.176
"March 31, 2000",1.254
"Dec. 31, 1999",1.334
"Sept. 30, 1999",1.449
"June 30, 1999",1.451
"March 31, 1999",1.496
"Dec. 31, 1998",1.638
"Sept. 30, 1998",1.720
"June 30, 1998",1.617
"March 31, 1998",1.682
"Dec. 31, 1997",1.628
"Sept. 30, 1997",1.573
"June 30, 1997",1.571
"March 31, 1997",2.319
"Dec. 31, 1996",1.200
"Sept. 30, 1996",2.394
"June 30, 1996",2.287
"March 31, 1996",2.122
"Dec. 31, 1995",2.054
"Sept. 30, 1995",1.482
"June 30, 1995",1.429
"March 31, 1995",1.402
"Dec. 31, 1994",1.386
"Sept. 30, 1994",
"June 30, 1994",1.832
"March 31, 1994",2.056
