date,asset_utilization
"Dec. 31, 2019",0.164
"Sept. 30, 2019",0.1675
"June 30, 2019",0.1689
"March 31, 2019",0.1708
"Dec. 31, 2018",0.1738
"Sept. 30, 2018",0.1738
"June 30, 2018",0.1748
"March 31, 2018",0.1758
"Dec. 31, 2017",0.1743
"Sept. 30, 2017",0.1748
"June 30, 2017",0.1791
"March 31, 2017",0.1802
"Dec. 31, 2016",0.1811
"Sept. 30, 2016",0.1736
"June 30, 2016",0.1761
"March 31, 2016",0.1793
"Dec. 31, 2015",0.1854
"Sept. 30, 2015",0.1851
"June 30, 2015",0.1861
"March 31, 2015",0.1887
"Dec. 31, 2014",0.1927
"Sept. 30, 2014",0.2075
"June 30, 2014",0.208
"March 31, 2014",0.21
"Dec. 31, 2013",0.2068
"Sept. 30, 2013",0.1934
"June 30, 2013",0.2176
"March 31, 2013",0.2173
"Dec. 31, 2012",0.2167
"Sept. 30, 2012",0.2401
"June 30, 2012",0.2361
"March 31, 2012",0.2385
"Dec. 31, 2011",0.2412
"Sept. 30, 2011",0.2448
"June 30, 2011",0.2491
"March 31, 2011",0.2471
"Dec. 31, 2010",0.248
"Sept. 30, 2010",0.2458
"June 30, 2010",0.2377
"March 31, 2010",0.2334
"Dec. 31, 2009",0.2322
"Sept. 30, 2009",0.2363
"June 30, 2009",0.2421
"March 31, 2009",0.2528
"Dec. 31, 2008",0.2572
"Sept. 30, 2008",0.2593
"June 30, 2008",0.2674
"March 31, 2008",0.2657
"Dec. 31, 2007",0.2408
"Sept. 30, 2007",0.2194
"June 30, 2007",0.1974
"March 31, 2007",0.1945
"Dec. 31, 2006",0.1681
"Sept. 30, 2006",0.018
"June 30, 2006",0.0145
"March 31, 2006",0.0589
"Dec. 31, 2005",0.1252
"Sept. 30, 2005",0.3476
"June 30, 2005",0.3828
"March 31, 2005",0.3844
"Dec. 31, 2004",0.3882
"Sept. 30, 2004",0.3769
"June 30, 2004",0.3728
"March 31, 2004",0.3596
"Dec. 31, 2003",0.3627
"Sept. 30, 2003",0.3515
"June 30, 2003",0.321
"March 31, 2003",0.2982
"Dec. 31, 2002",0.265
"Sept. 30, 2002",0.2529
"June 30, 2002",0.2779
"March 31, 2002",0.5206
"Dec. 31, 2001",0.7844
"Sept. 30, 2001",0.3589
"June 30, 2001",0.5755
"March 31, 2001",0.5115
"Dec. 31, 2000",0.3437
"Sept. 30, 2000",1.009
"June 30, 2000",0.8817
"March 31, 2000",0.7739
"Dec. 31, 1999",0.7221
"Sept. 30, 1999",0.6893
"June 30, 1999",0.6732
"March 31, 1999",0.676
"Dec. 31, 1998",0.6985
"Sept. 30, 1998",0.73
"June 30, 1998",0.7337
"March 31, 1998",0.7734
"Dec. 31, 1997",0.7696
"Sept. 30, 1997",0.8117
"June 30, 1997",0.8124
"March 31, 1997",0.8728
"Dec. 31, 1996",0.7008
"Sept. 30, 1996",0.9782
"June 30, 1996",0.8506
"March 31, 1996",0.7402
"Dec. 31, 1995",0.741
"Sept. 30, 1995",0.3539
"June 30, 1995",0.3495
"March 31, 1995",0.3564
"Dec. 31, 1994",0.358
"Sept. 30, 1994",0.3581
