date,ohlson_score
"Dec. 31, 2019",1.606
"Sept. 30, 2019",0.7067
"June 30, 2019",1.028
"March 31, 2019",0.6648
"Dec. 31, 2018",1.791
"Sept. 30, 2018",0.7549
"June 30, 2018",1.191
"March 31, 2018",1.202
"Dec. 31, 2017",1.238
"Sept. 30, 2017",0.8434
"June 30, 2017",1.198
"March 31, 2017",0.2727
"Dec. 31, 2016",-2.209
"Sept. 30, 2016",0.2291
"June 30, 2016",0.9513
"March 31, 2016",0.7152
"Dec. 31, 2015",1.375
"Sept. 30, 2015",0.3705
"June 30, 2015",0.8491
"March 31, 2015",0.0181
"Dec. 31, 2014",6.809
"Sept. 30, 2014",-0.0615
"June 30, 2014",-0.3847
"March 31, 2014",-4.048
"Dec. 31, 2013",0.4799
"Sept. 30, 2013",-0.0373
"June 30, 2013",0.9242
"March 31, 2013",0.2776
"Dec. 31, 2012",0.5888
"Sept. 30, 2012",0.1117
"June 30, 2012",0.4526
"March 31, 2012",0.3476
"Dec. 31, 2011",0.7805
"Sept. 30, 2011",0.3635
"June 30, 2011",0.4522
"March 31, 2011",0.2328
"Dec. 31, 2010",0.5196
"Sept. 30, 2010",
"June 30, 2010",-1.192
"March 31, 2010",0.2019
"Dec. 31, 2009",-0.0352
"Sept. 30, 2009",1.028
"June 30, 2009",0.4785
"March 31, 2009",0.1892
"Dec. 31, 2008",0.1753
"Sept. 30, 2008",0.6742
"June 30, 2008",0.5321
"March 31, 2008",0.2315
"Dec. 31, 2007",1.287
"Sept. 30, 2007",-0.0224
"June 30, 2007",0.5162
"March 31, 2007",0.3095
"Dec. 31, 2006",0.908
"Sept. 30, 2006",0.0627
"June 30, 2006",0.7166
"March 31, 2006",1.435
"Dec. 31, 2005",0.5904
"Sept. 30, 2005",4.407
"June 30, 2005",1.870
"March 31, 2005",0.4836
"Dec. 31, 2004",0.9767
"Sept. 30, 2004",1.191
"June 30, 2004",0.9715
"March 31, 2004",-2.637
"Dec. 31, 2003",0.8326
"Sept. 30, 2003",5.011
"June 30, 2003",0.9498
"March 31, 2003",0.6638
"Dec. 31, 2002",-1.580
"Sept. 30, 2002",1.942
"June 30, 2002",1.203
"March 31, 2002",0.9453
"Dec. 31, 2001",2.368
"Sept. 30, 2001",0.9561
"June 30, 2001",1.181
"March 31, 2001",1.109
"Dec. 31, 2000",2.402
"Sept. 30, 2000",1.316
"June 30, 2000",1.738
"March 31, 2000",0.6856
"Dec. 31, 1999",-0.7801
"Sept. 30, 1999",0.6259
"June 30, 1999",2.388
"March 31, 1999",0.6831
"Dec. 31, 1998",1.580
"Sept. 30, 1998",0.7829
"June 30, 1998",1.248
"March 31, 1998",0.8232
"Dec. 31, 1997",1.401
"Sept. 30, 1997",0.8499
"June 30, 1997",1.589
"March 31, 1997",0.5562
"Dec. 31, 1996",1.452
"Sept. 30, 1996",0.5203
"June 30, 1996",0.5226
"March 31, 1996",1.149
"Dec. 31, 1995",0.6066
"Sept. 30, 1995",0.4167
"June 30, 1995",1.042
"March 31, 1995",0.5072
"Dec. 31, 1994",1.681
