date,market_beta_60_month
"Feb. 29, 2020",0.2009
"Jan. 31, 2020",0.0734
"Dec. 31, 2019",0.0604
"Nov. 30, 2019",0.0476
"Oct. 31, 2019",0.0686
"Sept. 30, 2019",0.0927
"Aug. 31, 2019",0.0879
"July 31, 2019",0.1261
"June 30, 2019",0.1384
"May 31, 2019",0.1311
"April 30, 2019",0.0642
"March 31, 2019",0.0618
"Feb. 28, 2019",0.0627
"Jan. 31, 2019",0.0568
"Dec. 31, 2018",0.0381
"Nov. 30, 2018",-0.0299
"Oct. 31, 2018",-0.0557
"Sept. 30, 2018",0.036
"Aug. 31, 2018",0.0373
"July 31, 2018",0.10
"June 30, 2018",0.1221
"May 31, 2018",0.1216
"April 30, 2018",0.1022
"March 31, 2018",0.1117
"Feb. 28, 2018",0.1543
"Jan. 31, 2018",0.124
"Dec. 31, 2017",0.2616
"Nov. 30, 2017",0.26
"Oct. 31, 2017",0.2615
"Sept. 30, 2017",0.2427
"Aug. 31, 2017",0.2488
"July 31, 2017",0.2438
"June 30, 2017",0.2409
"May 31, 2017",0.2584
"April 30, 2017",0.1897
"March 31, 2017",0.1848
"Feb. 28, 2017",0.1784
"Jan. 31, 2017",0.1388
"Dec. 31, 2016",0.111
"Nov. 30, 2016",0.1029
"Oct. 31, 2016",0.1343
"Sept. 30, 2016",0.1304
"Aug. 31, 2016",0.0584
"July 31, 2016",0.0262
"June 30, 2016",0.0415
"May 31, 2016",0.0523
"April 30, 2016",0.0505
"March 31, 2016",0.0522
"Feb. 29, 2016",-0.0083
"Jan. 31, 2016",-0.0067
"Dec. 31, 2015",0.0315
"Nov. 30, 2015",0.0521
"Oct. 31, 2015",0.0512
"Sept. 30, 2015",0.0804
"Aug. 31, 2015",0.1009
"July 31, 2015",0.0481
"June 30, 2015",0.0879
"May 31, 2015",0.0569
"April 30, 2015",0.1038
"March 31, 2015",0.1045
"Feb. 28, 2015",0.0828
"Jan. 31, 2015",0.1379
"Dec. 31, 2014",0.1834
"Nov. 30, 2014",0.189
"Oct. 31, 2014",0.2186
"Sept. 30, 2014",0.2083
"Aug. 31, 2014",0.2091
"July 31, 2014",0.203
"June 30, 2014",0.2165
"May 31, 2014",0.2116
"April 30, 2014",0.225
"March 31, 2014",0.1723
"Feb. 28, 2014",0.1973
"Jan. 31, 2014",0.2906
"Dec. 31, 2013",0.28
"Nov. 30, 2013",0.284
"Oct. 31, 2013",0.3032
"Sept. 30, 2013",0.3099
"Aug. 31, 2013",0.2979
"July 31, 2013",0.2836
"June 30, 2013",0.2753
"May 31, 2013",0.2984
"April 30, 2013",0.3104
"March 31, 2013",0.3094
"Feb. 28, 2013",0.3036
"Jan. 31, 2013",0.3131
"Dec. 31, 2012",0.3207
"Nov. 30, 2012",0.3201
"Oct. 31, 2012",0.308
"Sept. 30, 2012",0.3105
"Aug. 31, 2012",0.3126
"July 31, 2012",0.3233
"June 30, 2012",0.3379
"May 31, 2012",0.3383
"April 30, 2012",0.3459
"March 31, 2012",0.3446
"Feb. 29, 2012",0.3477
"Jan. 31, 2012",0.3526
"Dec. 31, 2011",0.3663
"Nov. 30, 2011",0.3666
"Oct. 31, 2011",0.3679
"Sept. 30, 2011",0.3901
"Aug. 31, 2011",0.4234
"July 31, 2011",0.4401
"June 30, 2011",0.4392
"May 31, 2011",0.4395
"April 30, 2011",0.4424
"March 31, 2011",0.4401
"Feb. 28, 2011",0.4411
"Jan. 31, 2011",0.4411
"Dec. 31, 2010",0.445
"Nov. 30, 2010",0.4537
"Oct. 31, 2010",0.4557
"Sept. 30, 2010",0.466
"Aug. 31, 2010",0.4759
"July 31, 2010",0.4872
"June 30, 2010",0.4647
"May 31, 2010",0.4736
"April 30, 2010",0.4585
"March 31, 2010",0.449
"Feb. 28, 2010",0.4584
"Jan. 31, 2010",0.4637
"Dec. 31, 2009",0.4423
"Nov. 30, 2009",0.4349
"Oct. 31, 2009",0.4256
