date,one_year_return
"June 24, 2019",16.12%
"June 21, 2019",16.41%
"June 20, 2019",16.26%
"June 19, 2019",15.83%
"June 18, 2019",17.24%
"June 17, 2019",18.37%
"June 14, 2019",19.62%
"June 13, 2019",20.10%
"June 12, 2019",19.55%
"June 11, 2019",18.75%
"June 10, 2019",18.01%
"June 7, 2019",18.45%
"June 6, 2019",19.92%
"June 5, 2019",16.68%
"June 4, 2019",13.97%
"June 3, 2019",13.07%
"May 31, 2019",10.95%
"May 30, 2019",11.11%
"May 29, 2019",12.02%
"May 28, 2019",14.92%
"May 24, 2019",17.26%
"May 23, 2019",18.74%
"May 22, 2019",18.55%
"May 21, 2019",18.19%
"May 20, 2019",17.83%
"May 17, 2019",17.60%
"May 16, 2019",13.43%
"May 15, 2019",12.82%
"May 14, 2019",11.79%
"May 13, 2019",13.02%
"May 10, 2019",12.58%
"May 9, 2019",11.84%
"May 8, 2019",12.74%
"May 7, 2019",12.28%
"May 6, 2019",12.02%
"May 3, 2019",13.04%
"May 2, 2019",12.29%
"May 1, 2019",13.25%
"April 30, 2019",13.67%
"April 29, 2019",11.28%
"April 26, 2019",13.13%
"April 25, 2019",14.65%
"April 24, 2019",14.65%
"April 23, 2019",14.13%
"April 22, 2019",14.22%
"April 18, 2019",13.87%
"April 17, 2019",13.45%
"April 16, 2019",14.28%
"April 15, 2019",17.96%
"April 12, 2019",18.79%
"April 11, 2019",17.10%
"April 10, 2019",16.02%
"April 9, 2019",15.01%
"April 8, 2019",15.29%
"April 5, 2019",15.18%
"April 4, 2019",14.98%
"April 3, 2019",15.00%
"April 2, 2019",15.60%
"April 1, 2019",15.24%
"March 29, 2019",16.17%
"March 28, 2019",15.45%
"March 27, 2019",17.35%
"March 26, 2019",20.56%
"March 25, 2019",20.75%
"March 22, 2019",19.04%
"March 21, 2019",18.02%
"March 20, 2019",16.94%
"March 19, 2019",15.68%
"March 18, 2019",16.07%
"March 15, 2019",18.13%
"March 14, 2019",17.35%
"March 13, 2019",18.43%
"March 12, 2019",18.24%
"March 11, 2019",18.69%
"March 8, 2019",18.70%
"March 7, 2019",19.04%
"March 6, 2019",18.07%
"March 5, 2019",15.54%
"March 4, 2019",19.28%
"March 1, 2019",18.49%
"Feb. 28, 2019",19.01%
"Feb. 27, 2019",16.97%
"Feb. 26, 2019",14.07%
"Feb. 25, 2019",15.88%
"Feb. 22, 2019",19.02%
"Feb. 21, 2019",18.93%
"Feb. 20, 2019",17.39%
"Feb. 19, 2019",14.65%
"Feb. 15, 2019",14.84%
"Feb. 14, 2019",16.35%
"Feb. 13, 2019",16.23%
"Feb. 12, 2019",17.47%
"Feb. 11, 2019",18.49%
"Feb. 8, 2019",21.50%
"Feb. 7, 2019",20.27%
"Feb. 6, 2019",18.75%
"Feb. 5, 2019",16.74%
"Feb. 4, 2019",14.75%
"Feb. 1, 2019",14.24%
"Jan. 31, 2019",11.82%
"Jan. 30, 2019",10.80%
"Jan. 29, 2019",10.79%
"Jan. 28, 2019",8.65%
"Jan. 25, 2019",8.81%
"Jan. 24, 2019",12.25%
"Jan. 23, 2019",10.84%
"Jan. 22, 2019",11.25%
"Jan. 18, 2019",10.68%
"Jan. 17, 2019",9.22%
"Jan. 16, 2019",8.74%
"Jan. 15, 2019",7.91%
"Jan. 14, 2019",6.03%
"Jan. 11, 2019",6.72%
"Jan. 10, 2019",6.44%
"Jan. 9, 2019",4.39%
"Jan. 8, 2019",4.72%
"Jan. 7, 2019",3.75%
"Jan. 4, 2019",3.71%
"Jan. 3, 2019",2.05%
"Jan. 2, 2019",1.77%
"Dec. 31, 2018",2.60%
"Dec. 28, 2018",2.54%
"Dec. 27, 2018",2.36%
"Dec. 26, 2018",1.97%
"Dec. 24, 2018",-0.31%
"Dec. 21, 2018",4.00%
"Dec. 20, 2018",4.32%
"Dec. 19, 2018",2.61%
"Dec. 18, 2018",1.29%
"Dec. 17, 2018",0.28%
"Dec. 14, 2018",3.64%
"Dec. 13, 2018",3.81%
"Dec. 12, 2018",2.83%
"Dec. 11, 2018",2.74%
"Dec. 10, 2018",2.79%
"Dec. 7, 2018",2.38%
"Dec. 6, 2018",1.72%
"Dec. 4, 2018",1.61%
"Dec. 3, 2018",1.00%
"Nov. 30, 2018",-0.68%
"Nov. 29, 2018",-1.57%
"Nov. 28, 2018",-1.55%
"Nov. 27, 2018",-1.18%
"Nov. 26, 2018",-2.03%
"Nov. 23, 2018",-2.12%
"Nov. 21, 2018",-2.66%
"Nov. 20, 2018",-0.16%
"Nov. 19, 2018",-0.99%
"Nov. 16, 2018",-2.84%
"Nov. 15, 2018",-4.90%
"Nov. 14, 2018",-5.13%
"Nov. 13, 2018",-3.93%
"Nov. 12, 2018",-3.34%
"Nov. 9, 2018",-4.52%
"Nov. 8, 2018",-5.49%
"Nov. 7, 2018",-5.21%
"Nov. 6, 2018",-4.03%
"Nov. 5, 2018",-5.58%
"Nov. 2, 2018",-6.74%
"Nov. 1, 2018",-7.06%
"Oct. 31, 2018",-6.43%
"Oct. 30, 2018",-4.86%
"Oct. 29, 2018",-5.11%
"Oct. 26, 2018",-6.26%
"Oct. 25, 2018",-4.68%
"Oct. 24, 2018",-3.68%
"Oct. 23, 2018",-5.99%
"Oct. 22, 2018",-6.02%
"Oct. 19, 2018",-5.81%
"Oct. 18, 2018",-6.64%
"Oct. 17, 2018",-7.70%
"Oct. 16, 2018",-7.10%
"Oct. 15, 2018",-7.67%
"Oct. 12, 2018",-8.03%
"Oct. 11, 2018",-7.42%
"Oct. 10, 2018",-4.56%
"Oct. 9, 2018",-3.03%
"Oct. 8, 2018",-2.95%
"Oct. 5, 2018",-3.43%
"Oct. 4, 2018",-5.36%
"Oct. 3, 2018",-5.56%
"Oct. 2, 2018",-4.67%
"Oct. 1, 2018",-5.21%
"Sept. 28, 2018",-5.03%
"Sept. 27, 2018",-5.96%
"Sept. 26, 2018",-7.93%
"Sept. 25, 2018",-7.43%
"Sept. 24, 2018",-5.51%
"Sept. 21, 2018",-6.27%
"Sept. 20, 2018",-5.38%
"Sept. 19, 2018",-6.85%
"Sept. 18, 2018",-4.81%
"Sept. 17, 2018",-5.98%
"Sept. 14, 2018",-6.63%
"Sept. 13, 2018",-5.32%
"Sept. 12, 2018",-7.32%
"Sept. 11, 2018",-7.88%
"Sept. 10, 2018",-6.23%
"Sept. 7, 2018",-5.58%
"Sept. 6, 2018",-4.05%
"Sept. 5, 2018",-4.83%
"Sept. 4, 2018",-6.51%
"Aug. 31, 2018",-6.94%
"Aug. 30, 2018",-6.83%
"Aug. 29, 2018",-7.74%
"Aug. 28, 2018",-8.09%
"Aug. 27, 2018",-7.61%
"Aug. 24, 2018",-6.18%
"Aug. 23, 2018",-6.91%
"Aug. 22, 2018",-6.61%
"Aug. 21, 2018",-6.12%
"Aug. 20, 2018",-5.29%
"Aug. 17, 2018",-4.18%
"Aug. 16, 2018",-5.24%
"Aug. 15, 2018",-5.79%
"Aug. 14, 2018",-5.69%
"Aug. 13, 2018",-5.55%
"Aug. 10, 2018",-6.37%
"Aug. 9, 2018",-6.25%
"Aug. 8, 2018",-7.12%
"Aug. 7, 2018",-6.24%
"Aug. 6, 2018",-6.20%
"Aug. 3, 2018",-5.73%
"Aug. 2, 2018",-6.17%
"Aug. 1, 2018",-4.84%
"July 31, 2018",-4.11%
"July 30, 2018",-4.88%
"July 27, 2018",-4.66%
"July 26, 2018",-3.92%
"July 25, 2018",-4.33%
"July 24, 2018",-5.51%
"July 23, 2018",-6.14%
"July 20, 2018",-5.04%
"July 19, 2018",-3.73%
"July 18, 2018",-4.45%
"July 17, 2018",-4.02%
"July 16, 2018",-3.65%
"July 13, 2018",-3.30%
"July 12, 2018",-4.14%
"July 11, 2018",-3.37%
"July 10, 2018",-4.41%
"July 9, 2018",-5.73%
"July 6, 2018",-1.91%
"July 5, 2018",-3.22%
"July 3, 2018",-4.20%
"July 2, 2018",-4.58%
"June 29, 2018",-5.89%
"June 28, 2018",-6.76%
"June 27, 2018",-7.21%
"June 26, 2018",-9.12%
"June 25, 2018",-8.00%
"June 22, 2018",-10.26%
"June 21, 2018",-11.16%
"June 20, 2018",-12.33%
"June 19, 2018",-12.91%
"June 18, 2018",-14.61%
"June 15, 2018",-14.55%
"June 14, 2018",-14.90%
"June 13, 2018",-15.94%
"June 12, 2018",-15.35%
"June 11, 2018",-15.87%
"June 8, 2018",-14.36%
"June 7, 2018",-14.65%
"June 6, 2018",-14.77%
"June 5, 2018",-12.91%
"June 4, 2018",-12.64%
"June 1, 2018",-11.94%
"May 31, 2018",-9.94%
"May 30, 2018",-9.87%
"May 29, 2018",-9.96%
"May 25, 2018",-10.96%
"May 24, 2018",-10.57%
"May 23, 2018",-11.19%
"May 22, 2018",-11.93%
"May 21, 2018",-11.62%
"May 18, 2018",-11.35%
"May 17, 2018",-10.43%
"May 16, 2018",-8.53%
"May 15, 2018",-7.96%
"May 14, 2018",-6.77%
"May 11, 2018",-6.13%
"May 10, 2018",-5.24%
"May 9, 2018",-5.44%
"May 8, 2018",-6.08%
"May 7, 2018",-4.19%
"May 4, 2018",-3.28%
"May 3, 2018",-2.78%
"May 2, 2018",-2.93%
"May 1, 2018",-2.73%
"April 30, 2018",-2.84%
"April 27, 2018",-2.90%
"April 26, 2018",-3.34%
"April 25, 2018",-4.60%
"April 24, 2018",-5.28%
"April 23, 2018",-5.13%
"April 20, 2018",-5.30%
"April 19, 2018",-4.65%
"April 18, 2018",-5.53%
"April 17, 2018",-5.34%
"April 16, 2018",-5.61%
"April 13, 2018",-7.17%
"April 12, 2018",-8.02%
"April 11, 2018",-6.22%
"April 10, 2018",-5.92%
"April 9, 2018",-4.61%
"April 6, 2018",-5.36%
"April 5, 2018",-5.15%
"April 4, 2018",-5.66%
"April 3, 2018",-6.07%
"April 2, 2018",-5.99%
"March 29, 2018",-6.01%
"March 28, 2018",-6.64%
"March 27, 2018",-6.87%
"March 26, 2018",-8.52%
"March 23, 2018",-9.08%
"March 22, 2018",-7.94%
"March 21, 2018",-7.86%
"March 20, 2018",-5.85%
"March 19, 2018",-5.87%
"March 16, 2018",-4.94%
"March 15, 2018",-6.41%
"March 14, 2018",-4.79%
"March 13, 2018",-5.44%
"March 12, 2018",-5.07%
"March 9, 2018",-4.90%
"March 8, 2018",-5.39%
"March 7, 2018",-7.88%
"March 6, 2018",-7.34%
"March 5, 2018",-5.40%
"March 2, 2018",-8.51%
"March 1, 2018",-7.77%
"Feb. 28, 2018",-8.73%
"Feb. 27, 2018",-6.76%
"Feb. 26, 2018",-4.93%
"Feb. 23, 2018",-4.56%
"Feb. 22, 2018",-5.42%
"Feb. 21, 2018",-4.75%
"Feb. 20, 2018",-3.41%
"Feb. 16, 2018",-2.79%
"Feb. 15, 2018",-0.76%
"Feb. 14, 2018",-3.28%
"Feb. 13, 2018",-2.05%
"Feb. 12, 2018",-1.65%
"Feb. 9, 2018",-2.12%
"Feb. 8, 2018",-5.49%
"Feb. 7, 2018",-4.31%
"Feb. 6, 2018",-3.97%
"Feb. 5, 2018",-2.37%
"Feb. 2, 2018",-1.62%
"Feb. 1, 2018",-0.67%
"Jan. 31, 2018",-0.05%
"Jan. 30, 2018",0.70%
"Jan. 29, 2018",0.45%
"Jan. 26, 2018",2.22%
"Jan. 25, 2018",2.36%
"Jan. 24, 2018",0.08%
"Jan. 23, 2018",0.88%
"Jan. 22, 2018",-0.49%
"Jan. 19, 2018",-0.39%
"Jan. 18, 2018",-0.21%
"Jan. 17, 2018",1.23%
"Jan. 16, 2018",1.57%
"Jan. 12, 2018",1.75%
"Jan. 11, 2018",2.83%
"Jan. 10, 2018",4.72%
"Jan. 9, 2018",6.00%
"Jan. 8, 2018",6.08%
"Jan. 5, 2018",5.39%
"Jan. 4, 2018",6.01%
"Jan. 3, 2018",6.74%
"Jan. 2, 2018",7.23%
"Dec. 29, 2017",7.81%
"Dec. 28, 2017",9.04%
"Dec. 27, 2017",8.39%
"Dec. 26, 2017",7.70%
"Dec. 22, 2017",8.23%
"Dec. 21, 2017",9.48%
"Dec. 20, 2017",9.23%
"Dec. 19, 2017",10.22%
"Dec. 18, 2017",12.99%
"Dec. 15, 2017",15.53%
"Dec. 14, 2017",15.93%
"Dec. 13, 2017",13.24%
"Dec. 12, 2017",13.93%
"Dec. 11, 2017",16.55%
"Dec. 8, 2017",17.82%
"Dec. 7, 2017",17.72%
"Dec. 6, 2017",19.56%
"Dec. 5, 2017",19.49%
"Dec. 4, 2017",20.70%
"Dec. 1, 2017",21.97%
"Nov. 30, 2017",20.89%
"Nov. 29, 2017",16.54%
"Nov. 28, 2017",16.96%
"Nov. 27, 2017",19.54%
"Nov. 24, 2017",20.72%
"Nov. 22, 2017",19.96%
"Nov. 21, 2017",19.32%
"Nov. 20, 2017",20.46%
"Nov. 17, 2017",19.83%
"Nov. 16, 2017",20.60%
"Nov. 15, 2017",19.29%
"Nov. 14, 2017",22.37%
"Nov. 13, 2017",19.46%
"Nov. 10, 2017",18.27%
"Nov. 9, 2017",15.89%
"Nov. 8, 2017",12.03%
"Nov. 7, 2017",12.93%
"Nov. 6, 2017",13.72%
"Nov. 3, 2017",13.52%
"Nov. 2, 2017",13.54%
"Nov. 1, 2017",11.82%
"Oct. 31, 2017",10.36%
"Oct. 30, 2017",11.93%
"Oct. 27, 2017",12.15%
"Oct. 26, 2017",10.91%
"Oct. 25, 2017",11.66%
"Oct. 24, 2017",12.23%
"Oct. 23, 2017",12.20%
"Oct. 20, 2017",12.13%
"Oct. 19, 2017",12.44%
"Oct. 18, 2017",11.73%
"Oct. 17, 2017",12.86%
"Oct. 16, 2017",12.85%
"Oct. 13, 2017",11.35%
"Oct. 12, 2017",13.46%
"Oct. 11, 2017",13.81%
"Oct. 10, 2017",11.33%
"Oct. 9, 2017",10.77%
"Oct. 6, 2017",9.79%
"Oct. 5, 2017",9.34%
"Oct. 4, 2017",9.05%
"Oct. 3, 2017",6.02%
"Oct. 2, 2017",5.40%
"Sept. 29, 2017",4.50%
"Sept. 28, 2017",3.90%
"Sept. 27, 2017",3.08%
"Sept. 26, 2017",3.25%
"Sept. 25, 2017",3.18%
"Sept. 22, 2017",2.11%
"Sept. 21, 2017",3.98%
"Sept. 20, 2017",6.27%
"Sept. 19, 2017",6.86%
"Sept. 18, 2017",8.10%
"Sept. 15, 2017",10.42%
"Sept. 14, 2017",11.22%
"Sept. 13, 2017",10.13%
"Sept. 12, 2017",10.09%
"Sept. 11, 2017",13.33%
"Sept. 8, 2017",8.63%
"Sept. 7, 2017",8.44%
"Sept. 6, 2017",7.47%
"Sept. 5, 2017",8.94%
"Sept. 1, 2017",9.78%
"Aug. 31, 2017",9.59%
"Aug. 30, 2017",9.76%
"Aug. 29, 2017",8.78%
"Aug. 28, 2017",9.38%
"Aug. 25, 2017",6.73%
"Aug. 24, 2017",6.39%
"Aug. 23, 2017",6.67%
"Aug. 22, 2017",5.69%
"Aug. 21, 2017",6.04%
"Aug. 18, 2017",4.35%
"Aug. 17, 2017",5.12%
"Aug. 16, 2017",7.28%
"Aug. 15, 2017",6.40%
"Aug. 14, 2017",3.15%
"Aug. 11, 2017",2.13%
"Aug. 10, 2017",3.10%
"Aug. 9, 2017",1.73%
"Aug. 8, 2017",2.19%
"Aug. 7, 2017",2.41%
"Aug. 4, 2017",1.45%
"Aug. 3, 2017",1.60%
"Aug. 2, 2017",0.21%
"Aug. 1, 2017",-0.56%
"July 31, 2017",-0.55%
"July 28, 2017",-0.34%
"July 27, 2017",0.26%
"July 26, 2017",-1.52%
"July 25, 2017",-3.32%
"July 24, 2017",-2.25%
"July 21, 2017",-0.23%
"July 20, 2017",0.01%
"July 19, 2017",-1.21%
"July 18, 2017",-1.24%
"July 17, 2017",-1.05%
"July 14, 2017",-1.07%
"July 13, 2017",-1.98%
"July 12, 2017",-0.54%
"July 11, 2017",-3.29%
"July 10, 2017",-3.28%
"July 7, 2017",-2.19%
"July 6, 2017",-4.61%
"July 5, 2017",-4.19%
"July 3, 2017",-2.71%
"June 30, 2017",-2.56%
"June 29, 2017",-0.14%
"June 28, 2017",1.23%
"June 27, 2017",2.04%
"June 26, 2017",5.18%
"June 23, 2017",4.77%
"June 22, 2017",5.44%
"June 21, 2017",5.57%
"June 20, 2017",5.99%
"June 19, 2017",4.71%
"June 16, 2017",5.59%
"June 15, 2017",6.65%
"June 14, 2017",4.74%
"June 13, 2017",5.32%
"June 12, 2017",5.39%
"June 9, 2017",5.49%
"June 8, 2017",6.05%
"June 7, 2017",7.63%
"June 6, 2017",7.48%
"June 5, 2017",7.18%
"June 2, 2017",9.30%
"June 1, 2017",9.34%
"May 31, 2017",9.52%
"May 30, 2017",9.53%
"May 26, 2017",9.12%
"May 25, 2017",10.64%
"May 24, 2017",10.00%
"May 23, 2017",10.70%
"May 22, 2017",9.22%
"May 19, 2017",8.31%
"May 18, 2017",8.72%
"May 17, 2017",4.11%
"May 16, 2017",2.62%
"May 15, 2017",3.48%
"May 12, 2017",2.96%
"May 11, 2017",3.12%
"May 10, 2017",3.02%
"May 9, 2017",2.56%
"May 8, 2017",4.46%
"May 5, 2017",3.49%
"May 4, 2017",3.21%
"May 3, 2017",4.06%
"May 2, 2017",4.37%
"May 1, 2017",4.18%
"April 28, 2017",5.31%
"April 27, 2017",6.20%
"April 26, 2017",7.34%
"April 25, 2017",7.73%
"April 24, 2017",7.23%
"April 21, 2017",7.69%
"April 20, 2017",4.90%
"April 19, 2017",3.21%
"April 18, 2017",3.06%
"April 17, 2017",3.66%
"April 13, 2017",3.72%
"April 12, 2017",3.19%
"April 11, 2017",3.46%
"April 10, 2017",3.30%
"April 7, 2017",3.75%
"April 6, 2017",4.07%
"April 5, 2017",3.72%
"April 4, 2017",1.58%
"April 3, 2017",1.38%
"March 31, 2017",1.65%
"March 30, 2017",2.10%
"March 29, 2017",2.46%
"March 28, 2017",4.34%
"March 27, 2017",3.81%
"March 24, 2017",4.06%
"March 23, 2017",3.60%
"March 22, 2017",4.92%
"March 21, 2017",3.97%
"March 20, 2017",1.90%
"March 17, 2017",2.31%
"March 16, 2017",3.38%
"March 15, 2017",5.06%
"March 14, 2017",4.05%
"March 13, 2017",4.00%
"March 10, 2017",4.37%
"March 9, 2017",3.28%
"March 8, 2017",3.95%
"March 7, 2017",7.13%
"March 6, 2017",8.91%
"March 3, 2017",10.20%
"March 2, 2017",11.86%
"March 1, 2017",11.70%
"Feb. 28, 2017",11.51%
"Feb. 27, 2017",10.58%
"Feb. 24, 2017",9.35%
"Feb. 23, 2017",8.15%
"Feb. 22, 2017",6.72%
"Feb. 21, 2017",6.09%
"Feb. 17, 2017",3.79%
"Feb. 16, 2017",3.42%
"Feb. 15, 2017",0.71%
"Feb. 14, 2017",2.36%
"Feb. 13, 2017",3.21%
"Feb. 10, 2017",-0.03%
"Feb. 9, 2017",-1.50%
"Feb. 8, 2017",-0.67%
"Feb. 7, 2017",-1.63%
"Feb. 6, 2017",-1.86%
"Feb. 3, 2017",-1.16%
"Feb. 2, 2017",1.36%
"Feb. 1, 2017",0.47%
"Jan. 31, 2017",4.30%
"Jan. 30, 2017",2.42%
"Jan. 27, 2017",6.26%
"Jan. 26, 2017",6.78%
"Jan. 25, 2017",7.35%
"Jan. 24, 2017",6.93%
"Jan. 23, 2017",6.72%
"Jan. 20, 2017",8.28%
"Jan. 19, 2017",5.41%
"Jan. 18, 2017",7.52%
"Jan. 17, 2017",7.46%
"Jan. 13, 2017",7.68%
"Jan. 12, 2017",8.80%
"Jan. 11, 2017",7.34%
"Jan. 10, 2017",7.69%
"Jan. 9, 2017",7.88%
"Jan. 6, 2017",7.83%
"Jan. 5, 2017",8.44%
"Jan. 4, 2017",9.07%
"Jan. 3, 2017",8.88%
"Dec. 30, 2016",7.52%
"Dec. 29, 2016",7.81%
"Dec. 28, 2016",7.11%
"Dec. 27, 2016",7.55%
"Dec. 23, 2016",7.81%
"Dec. 22, 2016",9.61%
"Dec. 21, 2016",10.30%
"Dec. 20, 2016",11.14%
"Dec. 19, 2016",10.82%
"Dec. 16, 2016",9.37%
"Dec. 15, 2016",10.44%
"Dec. 14, 2016",10.34%
"Dec. 13, 2016",13.97%
"Dec. 12, 2016",12.74%
"Dec. 9, 2016",10.51%
"Dec. 8, 2016",9.19%
"Dec. 7, 2016",9.01%
"Dec. 6, 2016",10.17%
"Dec. 5, 2016",9.80%
"Dec. 2, 2016",11.02%
"Dec. 1, 2016",6.89%
"Nov. 30, 2016",8.87%
"Nov. 29, 2016",13.12%
"Nov. 28, 2016",12.69%
"Nov. 25, 2016",9.79%
"Nov. 23, 2016",8.13%
"Nov. 22, 2016",6.92%
"Nov. 21, 2016",7.71%
"Nov. 18, 2016",9.52%
"Nov. 17, 2016",12.21%
"Nov. 16, 2016",9.21%
"Nov. 15, 2016",13.51%
"Nov. 14, 2016",11.29%
"Nov. 11, 2016",10.27%
"Nov. 10, 2016",11.56%
"Nov. 9, 2016",13.79%
"Nov. 8, 2016",17.55%
"Nov. 7, 2016",16.78%
"Nov. 4, 2016",7.42%
"Nov. 3, 2016",7.95%
"Nov. 2, 2016",8.06%
"Nov. 1, 2016",9.93%
"Oct. 31, 2016",11.96%
"Oct. 28, 2016",10.02%
"Oct. 27, 2016",8.30%
"Oct. 26, 2016",9.02%
"Oct. 25, 2016",6.58%
"Oct. 24, 2016",6.32%
"Oct. 21, 2016",5.63%
"Oct. 20, 2016",6.40%
"Oct. 19, 2016",6.18%
"Oct. 18, 2016",5.86%
"Oct. 17, 2016",5.37%
"Oct. 14, 2016",6.73%
"Oct. 13, 2016",7.46%
"Oct. 12, 2016",5.26%
"Oct. 11, 2016",5.05%
