date,current_ratio
"Dec. 31, 2019",0.6211
"Sept. 30, 2019",0.7184
"June 30, 2019",0.7071
"March 31, 2019",0.7465
"Dec. 31, 2018",0.6458
"Sept. 30, 2018",0.6838
"June 30, 2018",0.6627
"March 31, 2018",0.6369
"Dec. 31, 2017",0.6772
"Sept. 30, 2017",0.7122
"June 30, 2017",0.6155
"March 31, 2017",0.7317
"Dec. 31, 2016",0.696
"Sept. 30, 2016",1.121
"June 30, 2016",0.8174
"March 31, 2016",0.7293
"Dec. 31, 2015",0.73
"Sept. 30, 2015",0.9695
"June 30, 2015",0.995
"March 31, 2015",1.035
"Dec. 31, 2014",1.030
"Sept. 30, 2014",1.403
"June 30, 2014",1.322
"March 31, 2014",1.410
"Dec. 31, 2013",1.217
"Sept. 30, 2013",1.128
"June 30, 2013",0.986
"March 31, 2013",0.9583
"Dec. 31, 2012",1.009
"Sept. 30, 2012",1.181
"June 30, 2012",1.057
"March 31, 2012",1.383
"Dec. 31, 2011",1.245
"Sept. 30, 2011",1.226
"June 30, 2011",1.284
"March 31, 2011",1.321
"Dec. 31, 2010",1.597
"Sept. 30, 2010",
"June 30, 2010",1.419
"March 31, 2010",1.425
"Dec. 31, 2009",1.410
"Sept. 30, 2009",1.564
"June 30, 2009",1.302
"March 31, 2009",1.510
"Dec. 31, 2008",1.214
"Sept. 30, 2008",1.156
"June 30, 2008",1.066
"March 31, 2008",0.8532
"Dec. 31, 2007",0.8628
"Sept. 30, 2007",1.127
"June 30, 2007",1.003
"March 31, 2007",1.127
"Dec. 31, 2006",1.066
"Sept. 30, 2006",1.124
"June 30, 2006",0.8445
"March 31, 2006",0.8538
"Dec. 31, 2005",0.9452
"Sept. 30, 2005",1.074
"June 30, 2005",1.021
"March 31, 2005",1.162
"Dec. 31, 2004",1.056
"Sept. 30, 2004",0.9906
"June 30, 2004",1.099
"March 31, 2004",1.014
"Dec. 31, 2003",0.9906
"Sept. 30, 2003",1.160
"June 30, 2003",1.053
"March 31, 2003",0.9875
"Dec. 31, 2002",0.9864
"Sept. 30, 2002",0.8587
"June 30, 2002",0.8208
"March 31, 2002",0.9043
"Dec. 31, 2001",0.9183
"Sept. 30, 2001",0.9704
"June 30, 2001",1.074
"March 31, 2001",0.9941
"Dec. 31, 2000",0.9647
"Sept. 30, 2000",0.9516
"June 30, 2000",0.8393
"March 31, 2000",0.7771
"Dec. 31, 1999",1.050
"Sept. 30, 1999",1.051
"June 30, 1999",0.8679
"March 31, 1999",0.9184
"Dec. 31, 1998",0.9793
"Sept. 30, 1998",1.110
"June 30, 1998",1.041
"March 31, 1998",1.141
"Dec. 31, 1997",1.125
"Sept. 30, 1997",1.082
"June 30, 1997",0.9316
"March 31, 1997",1.536
"Dec. 31, 1996",0.9506
"Sept. 30, 1996",1.535
"June 30, 1996",1.712
"March 31, 1996",1.892
"Dec. 31, 1995",1.529
"Sept. 30, 1995",1.682
"June 30, 1995",1.414
"March 31, 1995",1.455
"Dec. 31, 1994",1.377
"Sept. 30, 1994",1.394
"June 30, 1994",1.237
"March 31, 1994",1.118
