date,springate_score
"Dec. 31, 2019",0.5616
"Sept. 30, 2019",0.5631
"June 30, 2019",0.5422
"March 31, 2019",0.5304
"Dec. 31, 2018",0.4997
"Sept. 30, 2018",0.5594
"June 30, 2018",0.5751
"March 31, 2018",0.6137
"Dec. 31, 2017",0.6474
"Sept. 30, 2017",0.6269
"June 30, 2017",0.6367
"March 31, 2017",0.6542
"Dec. 31, 2016",0.6293
"Sept. 30, 2016",0.6487
"June 30, 2016",0.6223
"March 31, 2016",0.5922
"Dec. 31, 2015",0.6052
"Sept. 30, 2015",0.6404
"June 30, 2015",0.6599
"March 31, 2015",0.693
"Dec. 31, 2014",0.7257
"Sept. 30, 2014",0.8702
"June 30, 2014",0.8416
"March 31, 2014",0.7763
"Dec. 31, 2013",0.7186
"Sept. 30, 2013",0.6389
"June 30, 2013",0.6283
"March 31, 2013",0.6891
"Dec. 31, 2012",0.6632
"Sept. 30, 2012",0.7478
"June 30, 2012",0.7551
"March 31, 2012",0.806
"Dec. 31, 2011",0.8776
"Sept. 30, 2011",0.9568
"June 30, 2011",1.073
"March 31, 2011",0.9431
"Dec. 31, 2010",0.9463
"Sept. 30, 2010",
"June 30, 2010",0.7528
"March 31, 2010",0.8773
"Dec. 31, 2009",0.8228
"Sept. 30, 2009",0.758
"June 30, 2009",0.7139
"March 31, 2009",0.7276
"Dec. 31, 2008",0.7064
"Sept. 30, 2008",0.6813
"June 30, 2008",0.7346
"March 31, 2008",0.6559
