date,graham_number
"Dec. 31, 2019",83.47
"Sept. 30, 2019",81.36
"June 30, 2019",78.53
"March 31, 2019",74.72
"Dec. 31, 2018",71.22
"Sept. 30, 2018",74.58
"June 30, 2018",72.84
"March 31, 2018",75.24
"Dec. 31, 2017",76.48
"Sept. 30, 2017",63.57
"June 30, 2017",66.78
"March 31, 2017",64.27
"Dec. 31, 2016",64.05
"Sept. 30, 2016",73.99
"June 30, 2016",70.27
"March 31, 2016",70.64
"Dec. 31, 2015",72.45
"Sept. 30, 2015",67.43
"June 30, 2015",71.41
"March 31, 2015",72.42
"Dec. 31, 2014",58.82
"Sept. 30, 2014",67.82
"June 30, 2014",63.55
"March 31, 2014",59.47
"Dec. 31, 2013",70.37
"Sept. 30, 2013",66.29
"June 30, 2013",59.63
"March 31, 2013",65.53
"Dec. 31, 2012",63.22
"Sept. 30, 2012",64.07
"June 30, 2012",61.55
"March 31, 2012",61.95
"Dec. 31, 2011",66.29
"Sept. 30, 2011",69.15
"June 30, 2011",72.63
"March 31, 2011",59.98
"Dec. 31, 2010",58.58
"Sept. 30, 2010",55.41
"June 30, 2010",41.08
"March 31, 2010",55.17
"Dec. 31, 2009",52.85
"Sept. 30, 2009",52.48
"June 30, 2009",54.98
"March 31, 2009",57.19
"Dec. 31, 2008",59.86
"Sept. 30, 2008",58.73
"June 30, 2008",67.09
"March 31, 2008",65.98
"Dec. 31, 2007",63.33
"Sept. 30, 2007",66.07
"June 30, 2007",68.02
"March 31, 2007",69.60
"Dec. 31, 2006",80.73
"Sept. 30, 2006",126.79
"June 30, 2006",115.27
"March 31, 2006",108.24
"Dec. 31, 2005",115.98
"Sept. 30, 2005",74.62
"June 30, 2005",83.52
"March 31, 2005",86.70
"Dec. 31, 2004",73.20
"Sept. 30, 2004",
"June 30, 2004",
"March 31, 2004",
"Dec. 31, 2003",
"Sept. 30, 2003",48.45
"June 30, 2003",55.92
"March 31, 2003",58.05
"Dec. 31, 2002",63.96
"Sept. 30, 2002",73.77
"June 30, 2002",91.88
"March 31, 2002",91.39
"Dec. 31, 2001",89.46
"Sept. 30, 2001",90.58
"June 30, 2001",89.59
"March 31, 2001",81.04
"Dec. 31, 2000",80.82
"Sept. 30, 2000",68.59
"June 30, 2000",57.59
"March 31, 2000",56.12
"Dec. 31, 1999",70.93
"Sept. 30, 1999",81.84
"June 30, 1999",79.76
"March 31, 1999",80.22
"Dec. 31, 1998",61.94
"Sept. 30, 1998",60.12
"June 30, 1998",55.24
"March 31, 1998",52.40
"Dec. 31, 1997",51.58
"Sept. 30, 1997",52.61
"June 30, 1997",53.30
"March 31, 1997",59.70
"Dec. 31, 1996",72.23
"Sept. 30, 1996",57.90
"June 30, 1996",61.89
"March 31, 1996",61.32
"Dec. 31, 1995",62.18
"Sept. 30, 1995",62.44
"June 30, 1995",59.46
"March 31, 1995",58.72
"Dec. 31, 1994",57.00
"Sept. 30, 1994",51.31
"June 30, 1994",50.35
"March 31, 1994",50.02
