date,net_income_ttm
"Dec. 31, 2019",3.748B
"Sept. 30, 2019",3.538B
"June 30, 2019",3.278B
"March 31, 2019",2.946B
"Dec. 31, 2018",2.666B
"Sept. 30, 2018",2.905B
"June 30, 2018",2.777B
"March 31, 2018",2.963B
"Dec. 31, 2017",3.059B
"Sept. 30, 2017",2.129B
"June 30, 2017",2.351B
"March 31, 2017",2.174B
"Dec. 31, 2016",2.152B
"Sept. 30, 2016",2.856B
"June 30, 2016",2.612B
"March 31, 2016",2.646B
"Dec. 31, 2015",2.816B
"Sept. 30, 2015",2.436B
"June 30, 2015",2.778B
"March 31, 2015",2.844B
"Dec. 31, 2014",1.883B
"Sept. 30, 2014",2.474B
"June 30, 2014",2.204B
"March 31, 2014",1.934B
"Dec. 31, 2013",2.665B
"Sept. 30, 2013",2.412B
"June 30, 2013",2.002B
"March 31, 2013",2.107B
"Dec. 31, 2012",1.768B
"Sept. 30, 2012",1.621B
"June 30, 2012",1.499B
"March 31, 2012",1.49B
"Dec. 31, 2011",1.706B
"Sept. 30, 2011",1.845B
"June 30, 2011",2.043B
"March 31, 2011",1.386B
"Dec. 31, 2010",1.32B
"Sept. 30, 2010",1.239B
"June 30, 2010",678.00M
"March 31, 2010",1.176B
"Dec. 31, 2009",1.075B
"Sept. 30, 2009",1.06B
"June 30, 2009",1.166B
"March 31, 2009",1.241B
"Dec. 31, 2008",1.362B
"Sept. 30, 2008",1.274B
"June 30, 2008",1.666B
"March 31, 2008",1.608B
"Dec. 31, 2007",1.50B
"Sept. 30, 2007",1.644B
"June 30, 2007",1.80B
"March 31, 2007",1.862B
"Dec. 31, 2006",1.863B
"Sept. 30, 2006",2.082B
"June 30, 2006",1.36B
"March 31, 2006",1.314B
"Dec. 31, 2005",1.824B
"Sept. 30, 2005",1.576B
"June 30, 2005",1.924B
"March 31, 2005",2.047B
"Dec. 31, 2004",1.49B
"Sept. 30, 2004",-887.00M
"June 30, 2004",-1.227B
"March 31, 2004",-1.235B
"Dec. 31, 2003",-1.321B
"Sept. 30, 2003",646.00M
"June 30, 2003",827.00M
"March 31, 2003",877.00M
"Dec. 31, 2002",1.034B
"Sept. 30, 2002",1.311B
"June 30, 2002",1.877B
"March 31, 2002",1.822B
"Dec. 31, 2001",1.898B
"Sept. 30, 2001",1.957B
"June 30, 2001",1.931B
"March 31, 2001",1.841B
"Dec. 31, 2000",1.776B
"Sept. 30, 2000",1.303B
"June 30, 2000",974.00M
"March 31, 2000",933.00M
"Dec. 31, 1999",1.507B
"Sept. 30, 1999",1.920B
"June 30, 1999",1.907B
"March 31, 1999",1.899B
"Dec. 31, 1998",1.252B
"Sept. 30, 1998",1.213B
"June 30, 1998",1.094B
"March 31, 1998",982.80M
"Dec. 31, 1997",974.40M
"Sept. 30, 1997",1.016B
"June 30, 1997",1.058B
"March 31, 1997",1.126B
"Dec. 31, 1996",1.006B
"Sept. 30, 1996",1.174B
"June 30, 1996",1.108B
"March 31, 1996",1.008B
"Dec. 31, 1995",1.018B
"Sept. 30, 1995",717.60M
"June 30, 1995",676.10M
"March 31, 1995",666.60M
"Dec. 31, 1994",638.90M
"Sept. 30, 1994",666.10M
"June 30, 1994",663.80M
"March 31, 1994",658.30M
"Dec. 31, 1993",626.40M
"Sept. 30, 1993",629.90M
"June 30, 1993",579.00M
"March 31, 1993",543.40M
"Dec. 31, 1992",508.10M
"Sept. 30, 1992",483.80M
"June 30, 1992",501.10M
"March 31, 1992",552.60M
"Dec. 31, 1991",583.60M
"Sept. 30, 1991",564.00M
"June 30, 1991",570.00M
"March 31, 1991",548.50M
"Dec. 31, 1990",538.10M
"Sept. 30, 1990",579.90M
"June 30, 1990",560.90M
"March 31, 1990",571.30M
"Dec. 31, 1989",571.60M
"Sept. 30, 1989",473.60M
"June 30, 1989",471.70M
"March 31, 1989",440.20M
"Dec. 31, 1988",448.10M
"Sept. 30, 1988",516.60M
"June 30, 1988",488.70M
"March 31, 1988",495.70M
"Dec. 31, 1987",500.20M
"Sept. 30, 1987",499.60M
"June 30, 1987",487.10M
"March 31, 1987",474.10M
"Dec. 31, 1986",467.80M
"Sept. 30, 1986",465.20M
"June 30, 1986",432.10M
"March 31, 1986",436.30M
"Dec. 31, 1985",437.60M
"Sept. 30, 1985",445.90M
"June 30, 1985",465.50M
"March 31, 1985",472.80M
"Dec. 31, 1984",461.30M
