date,accruals
"Dec. 31, 2019",-1.898B
"Sept. 30, 2019",-1.239B
"June 30, 2019",-985.00M
"March 31, 2019",-339.00M
"Dec. 31, 2018",-1.055B
"Sept. 30, 2018",-1.283B
"June 30, 2018",-1.411B
"March 31, 2018",-771.00M
"Dec. 31, 2017",-943.00M
"Sept. 30, 2017",-1.224B
"June 30, 2017",-868.00M
"March 31, 2017",-530.00M
"Dec. 31, 2016",-1.479B
"Sept. 30, 2016",-1.21B
"June 30, 2016",-1.034B
"March 31, 2016",-988.00M
"Dec. 31, 2015",-827.00M
"Sept. 30, 2015",-1.585B
"June 30, 2015",-896.00M
"March 31, 2015",-576.00M
"Dec. 31, 2014",-1.322B
"Sept. 30, 2014",-1.274B
"June 30, 2014",-637.00M
"March 31, 2014",-1.47B
"Dec. 31, 2013",-704.00M
"Sept. 30, 2013",-1.143B
"June 30, 2013",-1.413B
"March 31, 2013",-457.00M
"Dec. 31, 2012",-830.00M
"Sept. 30, 2012",-1.383B
"June 30, 2012",-686.00M
"March 31, 2012",-577.00M
"Dec. 31, 2011",-357.00M
"Sept. 30, 2011",-838.00M
"June 30, 2011",-321.00M
"March 31, 2011",-450.00M
"Dec. 31, 2010",-423.00M
"Sept. 30, 2010",-867.00M
"June 30, 2010",-1.225B
"March 31, 2010",-676.00M
"Dec. 31, 2009",-575.00M
"Sept. 30, 2009",-1.416B
"June 30, 2009",-551.00M
"March 31, 2009",154.00M
"Dec. 31, 2008",-520.00M
"Sept. 30, 2008",-567.00M
"June 30, 2008",-332.00M
"March 31, 2008",-547.00M
"Dec. 31, 2007",-500.00M
"Sept. 30, 2007",-426.00M
"June 30, 2007",-223.00M
"March 31, 2007",-559.00M
"Dec. 31, 2006",-648.00M
"Sept. 30, 2006",-506.00M
"June 30, 2006",-358.00M
"March 31, 2006",-373.00M
"Dec. 31, 2005",292.00M
"Sept. 30, 2005",-438.00M
"June 30, 2005",-842.00M
"March 31, 2005",-9.00M
"Dec. 31, 2004",-388.00M
"Sept. 30, 2004",-701.00M
"June 30, 2004",-900.00M
"March 31, 2004",-728.00M
"Dec. 31, 2003",-2.87B
"Sept. 30, 2003",-617.00M
"June 30, 2003",104.00M
"March 31, 2003",-1.279B
"Dec. 31, 2002",-1.334B
"Sept. 30, 2002",-1.489B
"June 30, 2002",-252.00M
"March 31, 2002",-438.00M
"Dec. 31, 2001",-209.00M
"Sept. 30, 2001",-916.00M
"June 30, 2001",-1.773B
"March 31, 2001",439.00M
"Dec. 31, 2000",-54.00M
"Sept. 30, 2000",-421.00M
"June 30, 2000",-179.00M
"March 31, 2000",205.00M
"Dec. 31, 1999",-1.126B
"Sept. 30, 1999",-233.00M
"June 30, 1999",-287.00M
"March 31, 1999",420.00M
"Dec. 31, 1998",-351.20M
"Sept. 30, 1998",-362.90M
"June 30, 1998",-174.10M
"March 31, 1998",-228.80M
"Dec. 31, 1997",-402.40M
"Sept. 30, 1997",-368.20M
"June 30, 1997",-49.30M
"March 31, 1997",-345.80M
"Dec. 31, 1996",-327.50M
"Sept. 30, 1996",-455.90M
"June 30, 1996",-256.50M
"March 31, 1996",-289.40M
"Dec. 31, 1995",122.50M
"Sept. 30, 1995",-202.00M
"June 30, 1995",-101.80M
"March 31, 1995",-112.30M
"Dec. 31, 1994",-85.90M
"Sept. 30, 1994",-197.30M
"June 30, 1994",-16.50M
"March 31, 1994",-97.10M
