date,zmijewski_score
"Dec. 31, 2019",-0.4795
"Sept. 30, 2019",-0.4874
"June 30, 2019",-0.4327
"March 31, 2019",-0.4391
"Dec. 31, 2018",-0.4519
"Sept. 30, 2018",-0.4546
"June 30, 2018",-0.4668
"March 31, 2018",-0.4659
"Dec. 31, 2017",-0.475
"Sept. 30, 2017",-0.4608
"June 30, 2017",-0.4727
"March 31, 2017",-0.4747
"Dec. 31, 2016",-0.4871
"Sept. 30, 2016",-0.5326
"June 30, 2016",-0.6008
"March 31, 2016",-0.6165
"Dec. 31, 2015",-0.6236
"Sept. 30, 2015",-0.6151
"June 30, 2015",-0.6556
"March 31, 2015",-0.6717
"Dec. 31, 2014",-0.6522
"Sept. 30, 2014",-0.7154
"June 30, 2014",-0.7544
"March 31, 2014",-0.7634
"Dec. 31, 2013",-0.8062
"Sept. 30, 2013",-0.792
"June 30, 2013",-0.7414
"March 31, 2013",-0.8055
"Dec. 31, 2012",-0.7962
"Sept. 30, 2012",-0.8324
"June 30, 2012",-0.7913
"March 31, 2012",-0.8645
"Dec. 31, 2011",-0.8566
"Sept. 30, 2011",-0.9314
"June 30, 2011",-0.9655
"March 31, 2011",-0.96
"Dec. 31, 2010",-0.9313
"Sept. 30, 2010",
"June 30, 2010",-0.8467
"March 31, 2010",-0.9191
"Dec. 31, 2009",-0.9188
"Sept. 30, 2009",-0.9535
"June 30, 2009",-0.9681
"March 31, 2009",-1.024
"Dec. 31, 2008",-1.035
"Sept. 30, 2008",-1.080
"June 30, 2008",-1.169
"March 31, 2008",-1.272
"Dec. 31, 2007",-1.225
"Sept. 30, 2007",-1.246
"June 30, 2007",-1.202
"March 31, 2007",-1.242
"Dec. 31, 2006",-1.010
"Sept. 30, 2006",-1.016
"June 30, 2006",-0.8928
"March 31, 2006",-0.6713
"Dec. 31, 2005",-0.5862
"Sept. 30, 2005",-0.5597
"June 30, 2005",-0.6696
"March 31, 2005",-0.7001
"Dec. 31, 2004",-0.6129
"Sept. 30, 2004",-0.3467
"June 30, 2004",-0.2526
"March 31, 2004",-0.1847
"Dec. 31, 2003",-0.1017
"Sept. 30, 2003",-0.381
"June 30, 2003",-0.2825
"March 31, 2003",-0.2497
"Dec. 31, 2002",-0.3373
"Sept. 30, 2002",-0.346
"June 30, 2002",-0.5072
"March 31, 2002",-0.5507
"Dec. 31, 2001",-0.7588
"Sept. 30, 2001",-0.5423
"June 30, 2001",-0.4984
"March 31, 2001",-0.4175
"Dec. 31, 2000",-0.2127
"Sept. 30, 2000",-0.1756
"June 30, 2000",-0.3307
"March 31, 2000",-0.65
"Dec. 31, 1999",-0.898
"Sept. 30, 1999",-1.095
"June 30, 1999",-1.010
"March 31, 1999",-1.038
"Dec. 31, 1998",-0.9178
"Sept. 30, 1998",-0.9412
"June 30, 1998",-0.8031
"March 31, 1998",-0.8719
"Dec. 31, 1997",-0.8774
"Sept. 30, 1997",-0.8993
"June 30, 1997",-1.035
"March 31, 1997",-1.359
"Dec. 31, 1996",-1.012
"Sept. 30, 1996",-1.418
"June 30, 1996",-1.413
"March 31, 1996",-1.367
"Dec. 31, 1995",-1.327
"Sept. 30, 1995",-1.268
"June 30, 1995",-1.253
"March 31, 1995",-1.251
"Dec. 31, 1994",-1.227
"Sept. 30, 1994",-1.293
