Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
05/15/2008,05/19/2008,06/16/2008,05/08/2008,Normal,0.6600
02/13/2008,02/15/2008,03/17/2008,01/04/2008,Normal,0.6600
11/14/2007,11/16/2007,12/17/2007,10/25/2007,Normal,0.6600
08/15/2007,08/17/2007,09/17/2007,06/26/2007,Normal,0.6600
05/09/2007,05/11/2007,06/18/2007,04/04/2007,Normal,0.6300
02/14/2007,02/16/2007,03/15/2007,01/05/2007,Normal,0.6300
11/15/2006,11/17/2006,12/18/2006,10/24/2006,Normal,0.9600
08/09/2006,08/11/2006,09/18/2006,06/28/2006,Normal,0.9600
05/10/2006,05/12/2006,06/16/2006,04/04/2006,Normal,0.9300
02/15/2006,02/17/2006,03/16/2006,01/05/2006,Normal,0.9300
11/09/2005,11/14/2005,12/16/2005,10/25/2005,Normal,0.9300
08/10/2005,08/12/2005,09/16/2005,06/29/2005,Normal,0.9300
05/11/2005,05/13/2005,06/16/2005,04/20/2005,Normal,0.8250
02/09/2005,02/11/2005,03/16/2005,01/05/2005,Normal,0.8250
11/09/2004,11/12/2004,12/16/2004,10/26/2004,Normal,0.8250
08/11/2004,08/13/2004,09/16/2004,06/22/2004,Normal,0.8250
05/12/2004,05/14/2004,06/16/2004,04/22/2004,Normal,0.8250
02/11/2004,02/13/2004,03/16/2004,01/07/2004,Normal,0.8250
11/12/2003,11/14/2003,12/16/2003,10/28/2003,Normal,0.8250
08/13/2003,08/15/2003,09/16/2003,06/24/2003,Normal,0.8250
05/14/2003,05/16/2003,06/16/2003,04/24/2003,Normal,0.8250
02/12/2003,02/14/2003,03/17/2003,01/03/2003,Normal,0.8250
11/13/2002,11/15/2002,12/16/2002,10/29/2002,Normal,0.8250
08/14/2002,08/16/2002,09/16/2002,06/27/2002,Normal,0.8250
05/15/2002,05/17/2002,06/17/2002,04/25/2002,Normal,0.8250
02/13/2002,02/15/2002,03/15/2002,01/04/2002,Normal,0.8250
11/14/2001,11/16/2001,12/17/2001,10/30/2001,Normal,0.8250
08/15/2001,08/17/2001,09/17/2001,06/26/2001,Normal,0.8250
05/09/2001,05/11/2001,06/18/2001,04/26/2001,Normal,0.8250
02/14/2001,02/16/2001,03/16/2001,01/04/2001,Normal,0.8250
11/15/2000,11/17/2000,12/18/2000,10/31/2000,Normal,0.8250
08/09/2000,08/11/2000,09/18/2000,06/29/2000,Normal,0.8250
05/10/2000,05/12/2000,06/16/2000,04/20/2000,Normal,0.8250
02/09/2000,02/11/2000,03/16/2000,01/28/2000,Normal,0.8250
11/09/1999,11/12/1999,12/16/1999,10/26/1999,Normal,0.8250
08/11/1999,08/13/1999,09/16/1999,06/16/1999,Normal,0.8250
05/12/1999,05/14/1999,06/16/1999,04/15/1999,Normal,0.8250
02/10/1999,02/12/1999,03/16/1999,01/05/1999,Normal,0.8250
11/10/1998,11/13/1998,12/16/1998,10/01/1998,Normal,0.8250
08/12/1998,08/14/1998,09/16/1998,06/17/1998,Normal,0.8250
05/13/1998,05/15/1998,06/16/1998,04/16/1998,Normal,0.8250
02/11/1998,02/13/1998,03/16/1998,01/05/1998,Normal,0.8250
11/12/1997,11/14/1997,12/16/1997,10/28/1997,Normal,0.8250
08/13/1997,08/15/1997,09/16/1997,07/28/1997,Normal,0.8250
05/14/1997,05/16/1997,06/16/1997,04/24/1997,Normal,0.7950
02/12/1997,02/14/1997,03/17/1997,01/28/1997,Normal,0.7950
11/13/1996,11/15/1996,12/16/1996,10/29/1996,Normal,0.7950
08/14/1996,08/16/1996,09/16/1996,07/29/1996,Normal,0.7950
05/15/1996,05/17/1996,06/17/1996,04/25/1996,Normal,0.7650
02/14/1996,02/16/1996,03/18/1996,01/30/1996,Normal,0.7650
11/15/1995,11/17/1995,12/18/1995,10/31/1995,Normal,0.7650
08/16/1995,08/18/1995,09/18/1995,07/24/1995,Normal,0.7650
05/08/1995,05/12/1995,06/16/1995,04/18/1995,Normal,0.7350
02/13/1995,02/17/1995,03/16/1995,01/31/1995,Normal,0.7350
11/14/1994,11/18/1994,12/16/1994,10/25/1994,Normal,0.7350
08/08/1994,08/12/1994,09/16/1994,07/25/1994,Normal,0.7350
05/09/1994,05/13/1994,06/16/1994,04/28/1994,Normal,0.7050
02/07/1994,02/11/1994,03/16/1994,01/25/1994,Normal,0.7050
11/05/1993,11/12/1993,12/16/1993,10/26/1993,Normal,0.7050
08/09/1993,08/13/1993,09/16/1993,07/26/1993,Normal,0.7050
05/10/1993,05/14/1993,05/16/1993,04/29/1993,Normal,0.6750
02/08/1993,02/12/1993,03/16/1993,01/26/1993,Normal,0.6750
11/06/1992,11/13/1992,12/16/1992,10/27/1992,Normal,0.6750
08/10/1992,08/14/1992,09/16/1992,07/27/1992,Normal,0.6750
05/11/1992,05/15/1992,06/16/1992,04/23/1992,Normal,0.6450
02/10/1992,02/14/1992,03/16/1992,01/28/1992,Normal,0.6450
11/08/1991,11/15/1991,12/16/1991,10/29/1991,Normal,0.6450
08/12/1991,08/16/1991,09/16/1991,07/29/1991,Normal,0.6450
05/13/1991,05/17/1991,06/17/1991,04/25/1991,Normal,0.6150
02/11/1991,02/15/1991,03/18/1991,01/29/1991,Normal,0.6150
11/09/1990,11/16/1990,12/17/1990,10/30/1990,Normal,0.6150
08/13/1990,08/17/1990,09/17/1990,07/30/1990,Normal,0.6150
05/14/1990,05/18/1990,06/18/1990,04/26/1990,Normal,0.5850
02/12/1990,02/16/1990,03/16/1990,01/30/1990,Normal,0.5850
11/13/1989,11/17/1989,12/18/1989,10/31/1989,Normal,0.5850
08/14/1989,08/18/1989,09/18/1989,07/24/1989,Normal,0.5850
05/08/1989,05/12/1989,06/16/1989,04/27/1989,Normal,0.5550
02/13/1989,02/17/1989,03/16/1989,01/31/1989,Normal,0.5550
11/14/1988,11/18/1988,12/16/1988,10/25/1988,Normal,0.5550
08/08/1988,08/12/1988,09/16/1988,07/18/1988,Normal,0.5550
05/09/1988,05/13/1988,06/16/1988,04/28/1988,Normal,0.5250
02/08/1988,02/12/1988,03/16/1988,01/26/1988,Normal,0.5250
11/06/1987,11/13/1987,12/16/1987,10/27/1987,Normal,0.5250
08/10/1987,08/14/1987,09/16/1987,07/20/1987,Normal,0.5250
05/11/1987,05/15/1987,06/16/1987,04/23/1987,Normal,0.5025
02/09/1987,02/13/1987,03/16/1987,01/27/1987,Normal,0.5025
11/07/1986,11/14/1986,12/08/1986,10/23/1986,Normal,0.5025
08/11/1986,08/15/1986,09/15/1986,07/21/1986,Normal,0.5025
05/12/1986,05/16/1986,06/16/1986,04/24/1986,Normal,0.4875
02/14/1986,02/21/1986,03/17/1986,01/28/1986,Normal,0.4875
