Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/13/2020,02/14/2020,03/16/2020,01/03/2020,Normal,0.945
11/14/2019,11/15/2019,12/16/2019,10/25/2019,Normal,0.945
08/15/2019,08/16/2019,09/16/2019,07/08/2019,Normal,0.945
05/16/2019,05/17/2019,06/17/2019,05/02/2019,Normal,0.9275
02/14/2019,02/15/2019,03/18/2019,01/04/2019,Normal,0.9275
11/15/2018,11/16/2018,12/17/2018,10/26/2018,Normal,0.9275
08/16/2018,08/17/2018,09/17/2018,07/06/2018,Normal,0.9275
05/17/2018,05/18/2018,06/18/2018,05/03/2018,Normal,0.89
02/15/2018,02/16/2018,03/16/2018,01/05/2018,Normal,0.89
11/16/2017,11/17/2017,12/18/2017,10/27/2017,Normal,0.89
08/16/2017,08/18/2017,09/18/2017,07/07/2017,Normal,0.89
05/17/2017,05/19/2017,06/16/2017,05/05/2017,Normal,0.855
02/15/2017,02/17/2017,03/16/2017,01/04/2017,Normal,0.855
11/16/2016,11/18/2016,12/16/2016,10/28/2016,Normal,0.855
08/10/2016,08/12/2016,09/16/2016,07/11/2016,Normal,0.855
05/18/2016,05/20/2016,06/16/2016,05/05/2016,Normal,0.825
02/10/2016,02/12/2016,03/16/2016,01/04/2016,Normal,0.825
11/10/2015,11/13/2015,12/16/2015,10/29/2015,Normal,0.825
08/12/2015,08/14/2015,09/16/2015,07/07/2015,Normal,0.825
05/13/2015,05/15/2015,06/16/2015,05/07/2015,Normal,0.795
02/11/2015,02/13/2015,03/16/2015,01/02/2015,Normal,0.795
11/12/2014,11/14/2014,12/16/2014,10/29/2014,Normal,0.795
08/13/2014,08/15/2014,09/16/2014,07/01/2014,Normal,0.795
05/14/2014,05/16/2014,06/16/2014,05/01/2014,Normal,0.78
02/12/2014,02/14/2014,03/17/2014,01/03/2014,Normal,0.78
11/13/2013,11/15/2013,12/16/2013,10/22/2013,Normal,0.78
08/14/2013,08/16/2013,09/16/2013,06/25/2013,Normal,0.78
05/15/2013,05/17/2013,06/17/2013,05/02/2013,Normal,0.765
02/13/2013,02/15/2013,03/18/2013,01/04/2013,Normal,0.765
11/14/2012,11/16/2012,12/17/2012,10/30/2012,Normal,0.765
08/15/2012,08/17/2012,09/17/2012,06/27/2012,Normal,0.765
05/16/2012,05/18/2012,06/18/2012,05/04/2012,Normal,0.7500
02/15/2012,02/17/2012,03/16/2012,01/07/2012,Normal,0.7500
11/16/2011,11/18/2011,12/16/2011,10/26/2011,Normal,0.7500
08/10/2011,08/12/2011,09/16/2011,06/22/2011,Normal,0.7500
05/18/2011,05/20/2011,06/16/2011,05/06/2011,Normal,0.7350
02/09/2011,02/11/2011,03/16/2011,01/07/2011,Normal,0.7350
11/09/2010,11/12/2010,12/16/2010,10/27/2010,Normal,0.7350
08/11/2010,08/13/2010,09/16/2010,06/23/2010,Normal,0.7350
05/19/2010,05/21/2010,06/16/2010,05/07/2010,Normal,0.7200
02/10/2010,02/12/2010,03/16/2010,01/07/2010,Normal,0.7200
11/10/2009,11/13/2009,12/16/2009,10/21/2009,Normal,0.7200
08/12/2009,08/14/2009,09/16/2009,06/24/2009,Normal,0.7200
05/14/2009,05/18/2009,06/16/2009,05/08/2009,Normal,0.6900
02/11/2009,02/13/2009,03/16/2009,01/07/2009,Normal,0.6900
11/12/2008,11/14/2008,12/16/2008,10/29/2008,Normal,0.6900
08/13/2008,08/15/2008,09/16/2008,06/25/2008,Normal,0.6900
