date,year_low
"March 19, 2020",74.00
"March 18, 2020",76.00
"March 17, 2020",76.00
"March 16, 2020",76.00
"March 13, 2020",76.00
"March 12, 2020",76.00
"March 11, 2020",84.28
"March 10, 2020",84.28
"March 9, 2020",84.28
"March 6, 2020",84.28
"March 5, 2020",84.28
"March 4, 2020",84.28
"March 3, 2020",84.28
"March 2, 2020",84.28
"Feb. 28, 2020",84.28
"Feb. 27, 2020",84.28
"Feb. 26, 2020",84.28
"Feb. 25, 2020",84.28
"Feb. 24, 2020",84.28
"Feb. 21, 2020",84.28
"Feb. 20, 2020",84.28
"Feb. 19, 2020",84.28
"Feb. 18, 2020",84.28
"Feb. 14, 2020",84.28
"Feb. 13, 2020",84.28
"Feb. 12, 2020",84.28
"Feb. 11, 2020",84.28
"Feb. 10, 2020",84.28
"Feb. 7, 2020",84.28
"Feb. 6, 2020",84.28
"Feb. 5, 2020",84.28
"Feb. 4, 2020",84.28
"Feb. 3, 2020",84.28
"Jan. 31, 2020",84.28
"Jan. 30, 2020",84.28
"Jan. 29, 2020",84.28
"Jan. 28, 2020",84.28
"Jan. 27, 2020",84.28
"Jan. 24, 2020",84.28
"Jan. 23, 2020",84.28
"Jan. 22, 2020",84.28
"Jan. 21, 2020",84.28
"Jan. 17, 2020",84.28
"Jan. 16, 2020",84.28
"Jan. 15, 2020",84.28
"Jan. 14, 2020",83.33
"Jan. 13, 2020",82.46
"Jan. 10, 2020",82.46
"Jan. 9, 2020",82.46
"Jan. 8, 2020",82.46
"Jan. 7, 2020",82.46
"Jan. 6, 2020",82.46
"Jan. 3, 2020",82.46
"Jan. 2, 2020",82.46
"Dec. 31, 2019",82.46
"Dec. 30, 2019",82.46
"Dec. 27, 2019",82.46
"Dec. 26, 2019",82.46
"Dec. 24, 2019",82.46
"Dec. 23, 2019",82.46
"Dec. 20, 2019",82.46
"Dec. 19, 2019",82.46
"Dec. 18, 2019",82.46
"Dec. 17, 2019",82.46
"Dec. 16, 2019",82.46
"Dec. 13, 2019",82.46
"Dec. 12, 2019",82.46
"Dec. 11, 2019",82.46
"Dec. 10, 2019",82.46
"Dec. 9, 2019",82.46
"Dec. 6, 2019",82.46
"Dec. 5, 2019",82.46
"Dec. 4, 2019",82.46
"Dec. 3, 2019",82.46
"Dec. 2, 2019",82.46
"Nov. 29, 2019",82.46
"Nov. 27, 2019",82.46
"Nov. 26, 2019",82.46
"Nov. 25, 2019",82.46
"Nov. 22, 2019",82.46
"Nov. 21, 2019",82.46
"Nov. 20, 2019",82.46
"Nov. 19, 2019",82.46
"Nov. 18, 2019",82.46
"Nov. 15, 2019",82.46
"Nov. 14, 2019",82.46
"Nov. 13, 2019",82.46
"Nov. 12, 2019",82.46
"Nov. 11, 2019",82.46
"Nov. 8, 2019",82.46
"Nov. 7, 2019",82.46
"Nov. 6, 2019",82.46
"Nov. 5, 2019",82.46
"Nov. 4, 2019",82.46
"Nov. 1, 2019",80.89
"Oct. 31, 2019",80.89
"Oct. 30, 2019",80.89
"Oct. 29, 2019",80.89
"Oct. 28, 2019",80.89
"Oct. 25, 2019",80.89
"Oct. 24, 2019",80.89
"Oct. 23, 2019",80.89
"Oct. 22, 2019",80.89
"Oct. 21, 2019",80.89
"Oct. 18, 2019",80.89
"Oct. 17, 2019",80.89
"Oct. 16, 2019",80.19
"Oct. 15, 2019",79.75
"Oct. 14, 2019",79.71
"Oct. 11, 2019",79.01
"Oct. 10, 2019",79.01
"Oct. 9, 2019",79.01
"Oct. 8, 2019",79.01
"Oct. 7, 2019",79.01
"Oct. 4, 2019",79.01
"Oct. 3, 2019",78.56
"Oct. 2, 2019",78.52
"Oct. 1, 2019",78.52
"Sept. 30, 2019",78.52
"Sept. 27, 2019",78.52
"Sept. 26, 2019",78.00
"Sept. 25, 2019",78.00
"Sept. 24, 2019",78.00
"Sept. 23, 2019",78.00
"Sept. 20, 2019",78.00
"Sept. 19, 2019",78.00
"Sept. 18, 2019",78.00
"Sept. 17, 2019",78.00
"Sept. 16, 2019",78.00
"Sept. 13, 2019",78.00
"Sept. 12, 2019",78.00
"Sept. 11, 2019",78.00
"Sept. 10, 2019",78.00
"Sept. 9, 2019",78.00
"Sept. 6, 2019",78.00
"Sept. 5, 2019",78.00
"Sept. 4, 2019",78.00
"Sept. 3, 2019",78.00
"Aug. 30, 2019",78.00
"Aug. 29, 2019",78.00
"Aug. 28, 2019",78.00
"Aug. 27, 2019",78.00
"Aug. 26, 2019",78.00
"Aug. 23, 2019",78.00
"Aug. 22, 2019",78.00
"Aug. 21, 2019",78.00
"Aug. 20, 2019",78.00
"Aug. 19, 2019",78.00
"Aug. 16, 2019",78.00
"Aug. 15, 2019",78.00
"Aug. 14, 2019",78.00
"Aug. 13, 2019",78.00
"Aug. 12, 2019",78.00
"Aug. 9, 2019",78.00
"Aug. 8, 2019",78.00
"Aug. 7, 2019",78.00
"Aug. 6, 2019",78.00
"Aug. 5, 2019",78.00
"Aug. 2, 2019",78.00
"Aug. 1, 2019",78.00
"July 31, 2019",78.00
"July 30, 2019",78.00
"July 29, 2019",78.00
"July 26, 2019",78.00
"July 25, 2019",78.00
"July 24, 2019",78.00
"July 23, 2019",78.00
"July 22, 2019",78.00
"July 19, 2019",78.00
"July 18, 2019",78.00
"July 17, 2019",78.00
"July 16, 2019",78.00
"July 15, 2019",78.00
"July 12, 2019",78.00
"July 11, 2019",78.00
"July 10, 2019",78.00
"July 9, 2019",77.90
"July 8, 2019",77.90
"July 5, 2019",77.90
"July 3, 2019",77.90
"July 2, 2019",77.90
"July 1, 2019",77.90
"June 28, 2019",77.90
"June 27, 2019",77.90
"June 26, 2019",77.90
"June 25, 2019",77.90
"June 24, 2019",77.47
"June 21, 2019",76.76
"June 20, 2019",76.07
"June 19, 2019",75.77
"June 18, 2019",74.59
"June 17, 2019",74.04
"June 14, 2019",73.10
"June 13, 2019",72.37
"June 12, 2019",72.01
"June 11, 2019",71.98
"June 10, 2019",71.96
"June 7, 2019",71.96
"June 6, 2019",71.96
"June 5, 2019",71.96
"June 4, 2019",71.96
"June 3, 2019",71.96
