date,quality_ratio
"Dec. 31, 2019",0.0756
"Sept. 30, 2019",0.0755
"June 30, 2019",0.0746
"March 31, 2019",0.0742
"Dec. 31, 2018",0.0747
"Sept. 30, 2018",0.0767
"June 30, 2018",0.0778
"March 31, 2018",0.0789
"Dec. 31, 2017",0.0787
"Sept. 30, 2017",0.075
"June 30, 2017",0.0766
"March 31, 2017",0.0769
"Dec. 31, 2016",0.0767
"Sept. 30, 2016",0.0765
"June 30, 2016",0.0761
"March 31, 2016",0.0759
"Dec. 31, 2015",0.0774
"Sept. 30, 2015",0.076
"June 30, 2015",0.0752
"March 31, 2015",0.0762
"Dec. 31, 2014",0.0778
"Sept. 30, 2014",0.0851
"June 30, 2014",0.0857
"March 31, 2014",0.0847
"Dec. 31, 2013",0.0817
"Sept. 30, 2013",0.0743
"June 30, 2013",0.0785
"March 31, 2013",0.079
"Dec. 31, 2012",0.0808
"Sept. 30, 2012",0.0524
"June 30, 2012",0.0654
"March 31, 2012",0.0798
"Dec. 31, 2011",0.0932
"Sept. 30, 2011",0.094
"June 30, 2011",0.0959
"March 31, 2011",0.0955
"Dec. 31, 2010",0.096
"Sept. 30, 2010",0.1599
"June 30, 2010",0.1552
"March 31, 2010",0.1525
"Dec. 31, 2009",0.1511
"Sept. 30, 2009",0.1512
"June 30, 2009",0.1505
"March 31, 2009",0.1568
"Dec. 31, 2008",0.1594
"Sept. 30, 2008",0.1641
"June 30, 2008",0.1722
"March 31, 2008",0.1708
"Dec. 31, 2007",0.1556
"Sept. 30, 2007",0.1398
"June 30, 2007",0.126
"March 31, 2007",0.1233
"Dec. 31, 2006",0.1093
"Sept. 30, 2006",0.0627
"June 30, 2006",0.0677
"March 31, 2006",0.0796
"Dec. 31, 2005",0.0964
"Sept. 30, 2005",0.1655
"June 30, 2005",0.1654
"March 31, 2005",0.1637
"Dec. 31, 2004",0.1603
"Sept. 30, 2004",0.1549
"June 30, 2004",0.1471
"March 31, 2004",0.1424
"Dec. 31, 2003",0.1409
"Sept. 30, 2003",0.1335
"June 30, 2003",0.1327
"March 31, 2003",0.1346
"Dec. 31, 2002",0.1388
"Sept. 30, 2002",0.1357
"June 30, 2002",0.1594
"March 31, 2002",0.1696
"Dec. 31, 2001",0.1821
"Sept. 30, 2001",0.1869
"June 30, 2001",0.1765
"March 31, 2001",0.1832
"Dec. 31, 2000",0.1819
"Sept. 30, 2000",0.2053
"June 30, 2000",0.2174
"March 31, 2000",0.2204
"Dec. 31, 1999",0.228
"Sept. 30, 1999",0.2354
"June 30, 1999",0.2405
"March 31, 1999",0.2513
"Dec. 31, 1998",0.2564
"Sept. 30, 1998",0.2568
"June 30, 1998",0.2554
"March 31, 1998",0.2742
"Dec. 31, 1997",0.2784
"Sept. 30, 1997",0.3079
"June 30, 1997",0.3402
"March 31, 1997",0.3787
"Dec. 31, 1996",0.3391
"Sept. 30, 1996",0.481
"June 30, 1996",0.4489
"March 31, 1996",0.4102
"Dec. 31, 1995",0.409
"Sept. 30, 1995",0.2609
"June 30, 1995",0.2555
"March 31, 1995",0.2585
"Dec. 31, 1994",0.2576
