date,cash_financing_ttm
"Dec. 31, 2019",3.73B
"Sept. 30, 2019",4.40B
"June 30, 2019",4.317B
"March 31, 2019",3.446B
"Dec. 31, 2018",2.96B
"Sept. 30, 2018",2.09B
"June 30, 2018",1.573B
"March 31, 2018",1.133B
"Dec. 31, 2017",1.782B
"Sept. 30, 2017",224.00M
"June 30, 2017",5.523B
"March 31, 2017",5.85B
"Dec. 31, 2016",4.251B
"Sept. 30, 2016",5.435B
"June 30, 2016",1.261B
"March 31, 2016",-3.406B
"Dec. 31, 2015",-2.602B
"Sept. 30, 2015",-2.446B
"June 30, 2015",-4.594B
"March 31, 2015",180.00M
"Dec. 31, 2014",-678.00M
"Sept. 30, 2014",-1.648B
"June 30, 2014",-938.00M
"March 31, 2014",-1.63B
"Dec. 31, 2013",-1.327B
"Sept. 30, 2013",-76.00M
"June 30, 2013",328.00M
"March 31, 2013",1.244B
"Dec. 31, 2012",267.00M
"Sept. 30, 2012",458.00M
"June 30, 2012",1.194B
"March 31, 2012",765.00M
"Dec. 31, 2011",1.202B
"Sept. 30, 2011",315.00M
"June 30, 2011",1.00M
"March 31, 2011",93.00M
"Dec. 31, 2010",40.00M
"Sept. 30, 2010",416.00M
"June 30, 2010",601.00M
"March 31, 2010",319.00M
"Dec. 31, 2009",1.585B
"Sept. 30, 2009",685.00M
"June 30, 2009",1.556B
"March 31, 2009",2.483B
"Dec. 31, 2008",1.591B
"Sept. 30, 2008",1.913B
"June 30, 2008",132.00M
"March 31, 2008",-600.00M
"Dec. 31, 2007",-1.327B
"Sept. 30, 2007",-2.322B
"June 30, 2007",-879.00M
"March 31, 2007",-2.342B
"Dec. 31, 2006",-1.961B
"Sept. 30, 2006",-1.083B
"June 30, 2006",-2.472B
"March 31, 2006",-1.716B
"Dec. 31, 2005",-2.717B
"Sept. 30, 2005",-4.043B
"June 30, 2005",-4.746B
"March 31, 2005",-4.122B
"Dec. 31, 2004",-3.278B
"Sept. 30, 2004",-3.026B
"June 30, 2004",-2.043B
"March 31, 2004",-2.356B
"Dec. 31, 2003",-2.657B
"Sept. 30, 2003",-1.035B
"June 30, 2003",-1.113B
"March 31, 2003",-248.00M
"Dec. 31, 2002",2.846B
"Sept. 30, 2002",3.334B
"June 30, 2002",3.571B
"March 31, 2002",2.893B
"Dec. 31, 2001",1.354B
"Sept. 30, 2001",1.193B
"June 30, 2001",1.435B
"March 31, 2001",2.372B
"Dec. 31, 2000",2.714B
"Sept. 30, 2000",2.369B
"June 30, 2000",3.622B
"March 31, 2000",2.578B
"Dec. 31, 1999",1.60B
"Sept. 30, 1999",1.217B
"June 30, 1999",361.90M
"March 31, 1999",433.50M
"Dec. 31, 1998",78.00M
"Sept. 30, 1998",561.80M
"June 30, 1998",-220.70M
"March 31, 1998",-14.40M
"Dec. 31, 1997",-203.00M
"Sept. 30, 1997",-479.20M
"June 30, 1997",-639.50M
"March 31, 1997",-941.90M
"Dec. 31, 1996",-773.50M
"Sept. 30, 1996",-771.20M
"June 30, 1996",-800.00M
"March 31, 1996",-608.90M
"Dec. 31, 1995",-456.80M
"Sept. 30, 1995",-298.10M
"June 30, 1995",-178.70M
"March 31, 1995",-74.80M
"Dec. 31, 1994",-79.60M
