date,price_target_upside
"March 19, 2020",184.1%
"March 18, 2020",182.2%
"March 17, 2020",146.5%
"March 16, 2020",141.4%
"March 13, 2020",85.25%
"March 12, 2020",112.0%
"March 11, 2020",81.72%
"March 10, 2020",50.60%
"March 9, 2020",54.05%
"March 6, 2020",33.40%
"March 5, 2020",34.40%
"March 4, 2020",24.13%
"March 3, 2020",25.24%
"March 2, 2020",21.47%
"Feb. 28, 2020",28.54%
"Feb. 27, 2020",22.89%
"Feb. 26, 2020",15.72%
"Feb. 25, 2020",16.27%
"Feb. 24, 2020",11.24%
"Feb. 21, 2020",8.20%
"Feb. 20, 2020",6.30%
"Feb. 19, 2020",5.67%
"Feb. 18, 2020",5.49%
"Feb. 14, 2020",4.82%
"Feb. 13, 2020",4.11%
"Feb. 12, 2020",2.72%
"Feb. 11, 2020",2.00%
"Feb. 10, 2020",2.07%
"Feb. 7, 2020",4.47%
"Feb. 6, 2020",2.43%
"Feb. 5, 2020",6.12%
"Feb. 4, 2020",9.36%
"Feb. 3, 2020",10.04%
"Jan. 31, 2020",9.25%
"Jan. 30, 2020",7.55%
"Jan. 29, 2020",8.60%
"Jan. 28, 2020",10.52%
"Jan. 27, 2020",10.50%
"Jan. 24, 2020",8.30%
"Jan. 23, 2020",9.03%
"Jan. 22, 2020",13.45%
"Jan. 21, 2020",14.07%
"Jan. 17, 2020",10.27%
"Jan. 16, 2020",8.03%
"Jan. 15, 2020",8.75%
"Jan. 14, 2020",7.91%
"Jan. 13, 2020",8.61%
"Jan. 10, 2020",9.03%
"Jan. 9, 2020",6.95%
"Jan. 8, 2020",9.45%
"Jan. 7, 2020",8.40%
"Jan. 6, 2020",10.25%
"Jan. 3, 2020",11.60%
"Jan. 2, 2020",11.41%
"Dec. 31, 2019",14.00%
"Dec. 30, 2019",13.77%
"Dec. 27, 2019",12.48%
"Dec. 26, 2019",13.68%
"Dec. 24, 2019",12.63%
"Dec. 23, 2019",11.11%
"Dec. 20, 2019",14.50%
"Dec. 19, 2019",14.00%
"Dec. 18, 2019",14.98%
"Dec. 17, 2019",16.27%
"Dec. 16, 2019",17.74%
"Dec. 13, 2019",12.40%
"Dec. 12, 2019",10.90%
"Dec. 11, 2019",9.92%
"Dec. 10, 2019",10.58%
"Dec. 9, 2019",9.54%
"Dec. 6, 2019",9.00%
"Dec. 5, 2019",11.65%
"Dec. 4, 2019",10.64%
"Dec. 3, 2019",9.62%
"Dec. 2, 2019",8.33%
"Nov. 29, 2019",5.07%
"Nov. 27, 2019",4.55%
"Nov. 26, 2019",3.01%
"Nov. 25, 2019",3.12%
"Nov. 22, 2019",4.41%
"Nov. 21, 2019",5.81%
"Nov. 20, 2019",4.53%
"Nov. 19, 2019",5.65%
"Nov. 18, 2019",4.94%
"Nov. 15, 2019",4.02%
"Nov. 14, 2019",5.22%
"Nov. 13, 2019",6.66%
"Nov. 12, 2019",6.55%
"Nov. 11, 2019",5.36%
"Nov. 8, 2019",10.15%
"Nov. 7, 2019",8.21%
"Nov. 6, 2019",9.16%
"Nov. 5, 2019",7.91%
"Nov. 4, 2019",10.12%
"Nov. 1, 2019",12.19%
"Oct. 31, 2019",13.93%
"Oct. 30, 2019",11.91%
"Oct. 29, 2019",11.67%
"Oct. 28, 2019",14.70%
"Oct. 25, 2019",15.53%
"Oct. 24, 2019",14.08%
"Oct. 23, 2019",18.22%
"Oct. 22, 2019",19.58%
"Oct. 21, 2019",21.73%
"Oct. 18, 2019",21.39%
"Oct. 17, 2019",13.08%
"Oct. 16, 2019",11.83%
"Oct. 15, 2019",12.28%
"Oct. 14, 2019",11.61%
"Oct. 11, 2019",11.09%
"Oct. 10, 2019",12.26%
"Oct. 9, 2019",11.14%
"Oct. 8, 2019",11.46%
"Oct. 7, 2019",10.73%
"Oct. 4, 2019",10.98%
"Oct. 3, 2019",12.06%
"Oct. 2, 2019",13.50%
"Oct. 1, 2019",11.51%
"Sept. 30, 2019",9.29%
"Sept. 27, 2019",8.61%
"Sept. 26, 2019",7.48%
"Sept. 25, 2019",7.67%
"Sept. 24, 2019",8.95%
"Sept. 23, 2019",10.29%
"Sept. 20, 2019",9.60%
"Sept. 19, 2019",8.16%
"Sept. 18, 2019",7.32%
"Sept. 17, 2019",7.93%
"Sept. 16, 2019",9.46%
"Sept. 13, 2019",9.20%
"Sept. 12, 2019",10.40%
"Sept. 11, 2019",8.29%
"Sept. 10, 2019",12.23%
"Sept. 9, 2019",15.58%
"Sept. 6, 2019",14.24%
"Sept. 5, 2019",15.09%
"Sept. 4, 2019",16.31%
"Sept. 3, 2019",16.74%
"Aug. 30, 2019",13.64%
"Aug. 29, 2019",14.42%
"Aug. 28, 2019",15.30%
"Aug. 27, 2019",17.00%
"Aug. 26, 2019",15.60%
"Aug. 23, 2019",16.58%
"Aug. 22, 2019",17.11%
"Aug. 21, 2019",22.08%
"Aug. 20, 2019",25.11%
"Aug. 19, 2019",25.49%
"Aug. 16, 2019",26.75%
"Aug. 15, 2019",27.70%
"Aug. 14, 2019",30.72%
"Aug. 13, 2019",25.84%
"Aug. 12, 2019",25.83%
"Aug. 9, 2019",24.09%
"Aug. 8, 2019",24.53%
"Aug. 7, 2019",26.40%
"Aug. 6, 2019",25.99%
"Aug. 5, 2019",26.88%
"Aug. 2, 2019",23.70%
"Aug. 1, 2019",25.65%
"July 31, 2019",23.12%
"July 30, 2019",20.89%
"July 29, 2019",23.47%
