date,operating_margin_ttm
"Dec. 31, 2019",-3.48%
"Sept. 30, 2019",4.73%
"June 30, 2019",5.39%
"March 31, 2019",11.15%
"Dec. 31, 2018",11.67%
"Sept. 30, 2018",10.81%
"June 30, 2018",11.38%
"March 31, 2018",11.31%
"Dec. 31, 2017",10.76%
"Sept. 30, 2017",10.92%
"June 30, 2017",10.56%
"March 31, 2017",7.14%
"Dec. 31, 2016",6.66%
"Sept. 30, 2016",4.78%
"June 30, 2016",4.98%
"March 31, 2016",7.21%
"Dec. 31, 2015",7.46%
"Sept. 30, 2015",8.28%
"June 30, 2015",7.96%
"March 31, 2015",8.28%
"Dec. 31, 2014",7.93%
"Sept. 30, 2014",7.42%
"June 30, 2014",7.24%
"March 31, 2014",7.20%
"Dec. 31, 2013",7.31%
"Sept. 30, 2013",7.56%
"June 30, 2013",7.39%
"March 31, 2013",7.34%
"Dec. 31, 2012",7.37%
"Sept. 30, 2012",7.29%
"June 30, 2012",7.86%
"March 31, 2012",8.25%
"Dec. 31, 2011",8.03%
"Sept. 30, 2011",7.71%
"June 30, 2011",7.27%
"March 31, 2011",7.06%
"Dec. 31, 2010",7.30%
"Sept. 30, 2010",8.48%
"June 30, 2010",3.13%
"March 31, 2010",3.39%
"Dec. 31, 2009",3.10%
"Sept. 30, 2009",0.56%
"June 30, 2009",5.81%
"March 31, 2009",5.26%
"Dec. 31, 2008",6.57%
"Sept. 30, 2008",8.04%
"June 30, 2008",8.67%
"March 31, 2008",9.14%
"Dec. 31, 2007",8.50%
"Sept. 30, 2007",8.31%
"June 30, 2007",7.96%
"March 31, 2007",5.73%
"Dec. 31, 2006",5.27%
"Sept. 30, 2006",3.57%
"June 30, 2006",2.89%
"March 31, 2006",4.49%
"Dec. 31, 2005",4.11%
"Sept. 30, 2005",4.29%
"June 30, 2005",3.76%
"March 31, 2005",3.54%
"Dec. 31, 2004",3.79%
"Sept. 30, 2004",6.74%
"June 30, 2004",6.70%
"March 31, 2004",4.87%
"Dec. 31, 2003",2.56%
"Sept. 30, 2003",0.65%
"June 30, 2003",0.91%
"March 31, 2003",3.92%
"Dec. 31, 2002",6.32%
"Sept. 30, 2002",5.52%
"June 30, 2002",6.31%
"March 31, 2002",6.29%
"Dec. 31, 2001",6.73%
"Sept. 30, 2001",8.66%
"June 30, 2001",8.58%
"March 31, 2001",7.88%
"Dec. 31, 2000",7.11%
"Sept. 30, 2000",6.40%
"June 30, 2000",5.86%
"March 31, 2000",5.58%
"Dec. 31, 1999",5.47%
"Sept. 30, 1999",4.68%
"June 30, 1999",4.32%
"March 31, 1999",3.80%
"Dec. 31, 1998",2.79%
"Sept. 30, 1998",0.36%
"June 30, 1998",-2.56%
"March 31, 1998",-2.02%
"Dec. 31, 1997",-0.56%
"Sept. 30, 1997",2.55%
"June 30, 1997",6.72%
"March 31, 1997",7.24%
"Dec. 31, 1996",6.41%
"Sept. 30, 1996",2.18%
"June 30, 1996",1.16%
"March 31, 1996",-1.20%
"Dec. 31, 1995",-0.96%
"Sept. 30, 1995",1.91%
"June 30, 1995",1.86%
"March 31, 1995",4.58%
"Dec. 31, 1994",5.25%
"Sept. 30, 1994",6.07%
"June 30, 1994",6.13%
"March 31, 1994",6.74%
"Dec. 31, 1993",6.65%
"Sept. 30, 1993",6.01%
"June 30, 1993",6.42%
"March 31, 1993",6.54%
"Dec. 31, 1992",6.76%
"Sept. 30, 1992",7.08%
"June 30, 1992",7.04%
"March 31, 1992",6.95%
"Dec. 31, 1991",6.67%
"Sept. 30, 1991",6.42%
"June 30, 1991",6.10%
"March 31, 1991",5.61%
"Dec. 31, 1990",5.54%
"Sept. 30, 1990",4.63%
"June 30, 1990",4.27%
"March 31, 1990",3.66%
"Dec. 31, 1989",22.00%
"Sept. 30, 1989",-35.51%
"June 30, 1989",-21.22%
"March 31, 1989",4.66%
"Dec. 31, 1988",2.64%
"Sept. 30, 1988",9.25%
"June 30, 1988",8.11%
"March 31, 1988",0.58%
"Dec. 31, 1987",1.36%
"Sept. 30, 1987",0.17%
"June 30, 1987",1.98%
"March 31, 1987",5.22%
"Dec. 31, 1986",3.86%
"Sept. 30, 1986",16.32%
"June 30, 1986",12.31%
"March 31, 1986",8.26%
"Dec. 31, 1985",4.28%
"Sept. 30, 1985",21.41%
"June 30, 1985",15.46%
"March 31, 1985",10.71%
"Dec. 31, 1984",3.41%
