date,quality_ratio
"Dec. 31, 2019",0.0354
"Sept. 30, 2019",0.0942
"June 30, 2019",0.1062
"March 31, 2019",0.1671
"Dec. 31, 2018",0.1719
"Sept. 30, 2018",0.1677
"June 30, 2018",0.1772
"March 31, 2018",0.1819
"Dec. 31, 2017",0.1838
"Sept. 30, 2017",0.1892
"June 30, 2017",0.1867
"March 31, 2017",0.1648
"Dec. 31, 2016",0.1592
"Sept. 30, 2016",0.139
"June 30, 2016",0.1391
"March 31, 2016",0.1446
"Dec. 31, 2015",0.1454
"Sept. 30, 2015",0.1546
"June 30, 2015",0.1509
"March 31, 2015",0.155
"Dec. 31, 2014",0.1514
"Sept. 30, 2014",0.147
"June 30, 2014",0.1445
"March 31, 2014",0.1451
"Dec. 31, 2013",0.1456
"Sept. 30, 2013",0.1469
"June 30, 2013",0.1485
"March 31, 2013",0.1514
"Dec. 31, 2012",0.1573
"Sept. 30, 2012",0.1633
"June 30, 2012",0.1702
"March 31, 2012",0.1772
"Dec. 31, 2011",0.1767
"Sept. 30, 2011",0.1793
"June 30, 2011",0.1839
"March 31, 2011",0.1856
"Dec. 31, 2010",0.1937
"Sept. 30, 2010",0.2062
"June 30, 2010",0.1924
"March 31, 2010",0.2031
"Dec. 31, 2009",0.2042
"Sept. 30, 2009",0.1722
"June 30, 2009",0.1819
"March 31, 2009",0.1745
"Dec. 31, 2008",0.1832
"Sept. 30, 2008",0.209
"June 30, 2008",0.222
"March 31, 2008",0.2359
"Dec. 31, 2007",0.2396
"Sept. 30, 2007",0.2354
"June 30, 2007",0.222
"March 31, 2007",0.1985
"Dec. 31, 2006",0.1874
"Sept. 30, 2006",0.166
"June 30, 2006",0.1519
"March 31, 2006",0.157
"Dec. 31, 2005",0.1501
"Sept. 30, 2005",0.1396
"June 30, 2005",0.1426
"March 31, 2005",0.1364
"Dec. 31, 2004",0.1363
"Sept. 30, 2004",0.1482
"June 30, 2004",0.1459
"March 31, 2004",0.1263
"Dec. 31, 2003",0.118
"Sept. 30, 2003",0.1256
"June 30, 2003",0.1262
"March 31, 2003",0.1539
"Dec. 31, 2002",0.1661
"Sept. 30, 2002",0.1802
"June 30, 2002",0.1959
"March 31, 2002",0.2037
"Dec. 31, 2001",0.2065
"Sept. 30, 2001",0.2177
"June 30, 2001",0.2192
"March 31, 2001",0.2118
"Dec. 31, 2000",0.1978
"Sept. 30, 2000",0.1874
"June 30, 2000",0.1779
"March 31, 2000",0.1724
"Dec. 31, 1999",0.1791
"Sept. 30, 1999",0.1711
"June 30, 1999",0.1703
"March 31, 1999",0.1624
"Dec. 31, 1998",0.1499
"Sept. 30, 1998",0.1097
"June 30, 1998",0.0781
"March 31, 1998",0.095
"Dec. 31, 1997",0.1098
"Sept. 30, 1997",0.1717
"June 30, 1997",0.2418
"March 31, 1997",0.202
"Dec. 31, 1996",0.1523
"Sept. 30, 1996",0.3138
"June 30, 1996",0.2565
"March 31, 1996",0.2499
"Dec. 31, 1995",0.256
"Sept. 30, 1995",0.0454
"June 30, 1995",0.0456
"March 31, 1995",0.0438
"Dec. 31, 1994",0.0543
"Sept. 30, 1994",0.03
"June 30, 1994",0.0434
"March 31, 1994",0.0714
"Dec. 31, 1993",0.0864
"Sept. 30, 1993",0.1387
"June 30, 1993",0.1554
"March 31, 1993",0.162
"Dec. 31, 1992",0.1748
"Sept. 30, 1992",0.1831
"June 30, 1992",0.1908
"March 31, 1992",0.1929
"Dec. 31, 1991",0.1811
"Sept. 30, 1991",0.1748
"June 30, 1991",0.1668
"March 31, 1991",0.1556
"Dec. 31, 1990",0.1587
"Sept. 30, 1990",0.1361
"June 30, 1990",0.129
"March 31, 1990",0.1111
