date,days_payables_outstanding
"Dec. 31, 2019",63.43
"Sept. 30, 2019",63.80
"June 30, 2019",65.30
"March 31, 2019",58.73
"Dec. 31, 2018",53.61
"Sept. 30, 2018",55.53
"June 30, 2018",59.76
"March 31, 2018",60.42
"Dec. 31, 2017",29.73
"Sept. 30, 2017",55.13
"June 30, 2017",61.29
"March 31, 2017",58.30
"Dec. 31, 2016",57.99
"Sept. 30, 2016",58.80
"June 30, 2016",55.26
"March 31, 2016",53.39
"Dec. 31, 2015",53.44
"Sept. 30, 2015",50.17
"June 30, 2015",48.03
"March 31, 2015",49.96
"Dec. 31, 2014",48.74
"Sept. 30, 2014",48.50
"June 30, 2014",49.87
"March 31, 2014",47.87
"Dec. 31, 2013",41.68
"Sept. 30, 2013",48.90
"June 30, 2013",51.81
"March 31, 2013",46.76
"Dec. 31, 2012",42.35
"Sept. 30, 2012",45.24
"June 30, 2012",43.88
"March 31, 2012",48.03
"Dec. 31, 2011",42.79
"Sept. 30, 2011",48.54
"June 30, 2011",49.14
"March 31, 2011",49.91
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",46.57
"March 31, 2010",47.52
"Dec. 31, 2009",41.76
"Sept. 30, 2009",47.19
"June 30, 2009",71.94
"March 31, 2009",77.54
"Dec. 31, 2008",64.69
"Sept. 30, 2008",156.77
"June 30, 2008",201.12
"March 31, 2008",165.84
"Dec. 31, 2007",130.27
"Sept. 30, 2007",204.13
"June 30, 2007",186.89
"March 31, 2007",158.11
"Dec. 31, 2006",135.37
"Sept. 30, 2006",203.54
"June 30, 2006",164.34
"March 31, 2006",135.95
"Dec. 31, 2005",116.12
"Sept. 30, 2005",127.15
"June 30, 2005",124.32
"March 31, 2005",138.46
"Dec. 31, 2004",61.82
"Sept. 30, 2004",36.98
"June 30, 2004",39.71
"March 31, 2004",75.75
"Dec. 31, 2003",77.82
"Sept. 30, 2003",35.13
"June 30, 2003",32.71
"March 31, 2003",75.65
"Dec. 31, 2002",68.73
"Sept. 30, 2002",36.76
"June 30, 2002",40.71
"March 31, 2002",86.96
"Dec. 31, 2001",67.92
"Sept. 30, 2001",40.67
"June 30, 2001",39.27
"March 31, 2001",66.13
"Dec. 31, 2000",61.26
"Sept. 30, 2000",47.13
"June 30, 2000",39.77
"March 31, 2000",43.87
"Dec. 31, 1999",42.45
"Sept. 30, 1999",41.73
"June 30, 1999",38.47
"March 31, 1999",37.57
"Dec. 31, 1998",36.57
"Sept. 30, 1998",44.24
"June 30, 1998",39.88
"March 31, 1998",43.25
"Dec. 31, 1997",48.81
"Sept. 30, 1997",29.04
"June 30, 1997",33.37
"March 31, 1997",57.48
"Dec. 31, 1996",31.97
"Sept. 30, 1996",37.76
"June 30, 1996",58.25
"March 31, 1996",62.99
"Dec. 31, 1995",20.06
"Sept. 30, 1995",63.22
"June 30, 1995",58.49
"March 31, 1995",59.98
"Dec. 31, 1994",77.75
"Sept. 30, 1994",104.11
"June 30, 1994",96.72
"March 31, 1994",94.62
"Dec. 31, 1993",87.42
"Sept. 30, 1993",95.13
"June 30, 1993",78.62
"March 31, 1993",78.67
"Dec. 31, 1992",88.56
"Sept. 30, 1992",80.59
"June 30, 1992",79.21
"March 31, 1992",70.45
"Dec. 31, 1991",81.78
"Sept. 30, 1991",71.91
"June 30, 1991",71.78
"March 31, 1991",80.58
"Dec. 31, 1990",69.75
"Sept. 30, 1990",74.36
"June 30, 1990",78.94
"March 31, 1990",88.59
"Dec. 31, 1989",73.30
"Sept. 30, 1989",74.95
