date,ytd_return
"March 19, 2020",-70.01%
"March 18, 2020",-68.72%
"March 17, 2020",-61.89%
"March 16, 2020",-60.21%
"March 13, 2020",-47.75%
"March 12, 2020",-52.47%
"March 11, 2020",-41.96%
"March 10, 2020",-29.09%
"March 9, 2020",-30.26%
"March 6, 2020",-19.47%
"March 5, 2020",-20.07%
"March 4, 2020",-13.09%
"March 3, 2020",-13.86%
"March 2, 2020",-11.20%
"Feb. 28, 2020",-15.55%
"Feb. 27, 2020",-11.66%
"Feb. 26, 2020",-6.19%
"Feb. 25, 2020",-6.64%
"Feb. 24, 2020",-2.41%
"Feb. 21, 2020",1.42%
"Feb. 20, 2020",3.23%
"Feb. 19, 2020",3.85%
"Feb. 18, 2020",4.03%
"Feb. 14, 2020",4.52%
"Feb. 13, 2020",5.24%
"Feb. 12, 2020",6.66%
"Feb. 11, 2020",5.73%
"Feb. 10, 2020",5.80%
"Feb. 7, 2020",3.37%
"Feb. 6, 2020",4.81%
"Feb. 5, 2020",1.16%
"Feb. 4, 2020",-2.40%
"Feb. 3, 2020",-3.00%
"Jan. 31, 2020",-2.30%
"Jan. 30, 2020",-0.76%
"Jan. 29, 2020",-1.15%
"Jan. 28, 2020",-2.82%
"Jan. 27, 2020",-2.81%
"Jan. 24, 2020",-0.83%
"Jan. 23, 2020",-2.45%
"Jan. 22, 2020",-5.14%
"Jan. 21, 2020",-3.80%
"Jan. 17, 2020",-0.49%
"Jan. 16, 2020",1.92%
"Jan. 15, 2020",1.24%
"Jan. 14, 2020",2.02%
"Jan. 13, 2020",1.37%
"Jan. 10, 2020",1.28%
"Jan. 9, 2020",3.25%
"Jan. 8, 2020",1.72%
"Jan. 7, 2020",3.54%
"Jan. 6, 2020",2.45%
"Jan. 3, 2020",2.15%
"Jan. 2, 2020",2.32%
"Dec. 31, 2019",1.01%
"Dec. 30, 2019",1.21%
"Dec. 27, 2019",2.37%
"Dec. 26, 2019",2.30%
"Dec. 24, 2019",3.26%
"Dec. 23, 2019",4.67%
"Dec. 20, 2019",1.71%
"Dec. 19, 2019",3.41%
"Dec. 18, 2019",2.54%
"Dec. 17, 2019",1.40%
"Dec. 16, 2019",1.40%
"Dec. 13, 2019",5.94%
"Dec. 12, 2019",7.38%
"Dec. 11, 2019",8.53%
"Dec. 10, 2019",7.88%
"Dec. 9, 2019",8.90%
"Dec. 6, 2019",9.80%
"Dec. 5, 2019",7.19%
"Dec. 4, 2019",8.17%
"Dec. 3, 2019",9.17%
"Dec. 2, 2019",10.13%
"Nov. 29, 2019",13.54%
"Nov. 27, 2019",14.11%
"Nov. 26, 2019",15.82%
"Nov. 25, 2019",15.70%
"Nov. 22, 2019",15.14%
"Nov. 21, 2019",13.62%
"Nov. 20, 2019",15.01%
"Nov. 19, 2019",13.80%
"Nov. 18, 2019",14.56%
"Nov. 15, 2019",15.25%
"Nov. 14, 2019",13.93%
"Nov. 13, 2019",12.40%
"Nov. 12, 2019",12.52%
"Nov. 11, 2019",13.79%
"Nov. 8, 2019",8.84%
"Nov. 7, 2019",10.79%
"Nov. 6, 2019",9.83%
"Nov. 5, 2019",11.10%
"Nov. 4, 2019",8.87%
"Nov. 1, 2019",7.04%
"Oct. 31, 2019",5.40%
"Oct. 30, 2019",7.31%
"Oct. 29, 2019",8.20%
"Oct. 28, 2019",5.70%
"Oct. 25, 2019",5.37%
"Oct. 24, 2019",6.84%
"Oct. 23, 2019",5.58%
"Oct. 22, 2019",4.50%
"Oct. 21, 2019",2.65%
"Oct. 18, 2019",6.67%
"Oct. 17, 2019",14.44%
"Oct. 16, 2019",15.48%
"Oct. 15, 2019",15.03%
"Oct. 14, 2019",15.71%
"Oct. 11, 2019",16.25%
"Oct. 10, 2019",15.04%
"Oct. 9, 2019",16.27%
"Oct. 8, 2019",16.00%
"Oct. 7, 2019",16.76%
"Oct. 4, 2019",16.50%
"Oct. 3, 2019",15.37%
"Oct. 2, 2019",13.91%
"Oct. 1, 2019",16.26%
"Sept. 30, 2019",17.98%
"Sept. 27, 2019",18.72%
"Sept. 26, 2019",19.97%
"Sept. 25, 2019",19.75%
"Sept. 24, 2019",18.34%
"Sept. 23, 2019",16.91%
"Sept. 20, 2019",17.64%
"Sept. 19, 2019",19.21%
"Sept. 18, 2019",19.82%
"Sept. 17, 2019",19.13%
"Sept. 16, 2019",17.47%
"Sept. 13, 2019",17.76%
"Sept. 12, 2019",16.47%
"Sept. 11, 2019",18.74%
"Sept. 10, 2019",14.57%
"Sept. 9, 2019",11.25%
"Sept. 6, 2019",12.56%
"Sept. 5, 2019",11.72%
"Sept. 4, 2019",10.55%
"Sept. 3, 2019",9.90%
"Aug. 30, 2019",12.90%
"Aug. 29, 2019",12.48%
"Aug. 28, 2019",11.62%
"Aug. 27, 2019",9.99%
"Aug. 26, 2019",11.33%
"Aug. 23, 2019",10.39%
"Aug. 22, 2019",9.89%
"Aug. 21, 2019",5.42%
"Aug. 20, 2019",2.87%
"Aug. 19, 2019",3.50%
"Aug. 16, 2019",2.47%
"Aug. 15, 2019",1.71%
