date,ev_revenues
"March 19, 2020",0.9469
"March 18, 2020",0.9777
"March 17, 2020",1.142
"March 16, 2020",1.182
"March 13, 2020",1.481
"March 12, 2020",1.368
"March 11, 2020",1.620
"March 10, 2020",1.929
"March 9, 2020",1.901
"March 6, 2020",2.160
"March 5, 2020",2.146
"March 4, 2020",2.313
"March 3, 2020",2.295
"March 2, 2020",2.359
"Feb. 28, 2020",2.254
"Feb. 27, 2020",2.348
"Feb. 26, 2020",2.475
"Feb. 25, 2020",2.464
"Feb. 24, 2020",2.565
"Feb. 21, 2020",2.657
"Feb. 20, 2020",2.700
"Feb. 19, 2020",2.715
"Feb. 18, 2020",2.720
"Feb. 14, 2020",2.731
"Feb. 13, 2020",2.748
"Feb. 12, 2020",2.782
"Feb. 11, 2020",2.760
"Feb. 10, 2020",2.762
"Feb. 7, 2020",2.704
"Feb. 6, 2020",2.738
"Feb. 5, 2020",2.651
"Feb. 4, 2020",2.566
"Feb. 3, 2020",2.551
"Jan. 31, 2020",2.568
"Jan. 30, 2020",2.605
"Jan. 29, 2020",2.596
"Jan. 28, 2020",2.555
"Jan. 27, 2020",2.556
"Jan. 24, 2020",2.603
"Jan. 23, 2020",2.563
"Jan. 22, 2020",2.499
"Jan. 21, 2020",2.531
"Jan. 17, 2020",2.610
"Jan. 16, 2020",2.668
"Jan. 15, 2020",2.652
"Jan. 14, 2020",2.670
"Jan. 13, 2020",2.655
"Jan. 10, 2020",2.652
"Jan. 9, 2020",2.700
"Jan. 8, 2020",2.663
"Jan. 7, 2020",2.707
"Jan. 6, 2020",2.681
"Jan. 3, 2020",2.673
"Jan. 2, 2020",2.678
"Dec. 31, 2019",2.622
"Dec. 30, 2019",2.273
"Dec. 27, 2019",2.297
"Dec. 26, 2019",2.296
"Dec. 24, 2019",2.316
"Dec. 23, 2019",2.345
"Dec. 20, 2019",2.284
"Dec. 19, 2019",2.319
"Dec. 18, 2019",2.301
"Dec. 17, 2019",2.277
"Dec. 16, 2019",2.277
"Dec. 13, 2019",2.372
"Dec. 12, 2019",2.402
"Dec. 11, 2019",2.426
"Dec. 10, 2019",2.412
"Dec. 9, 2019",2.434
"Dec. 6, 2019",2.452
"Dec. 5, 2019",2.398
"Dec. 4, 2019",2.418
"Dec. 3, 2019",2.439
"Dec. 2, 2019",2.459
"Nov. 29, 2019",2.530
"Nov. 27, 2019",2.542
"Nov. 26, 2019",2.578
"Nov. 25, 2019",2.576
"Nov. 22, 2019",2.564
"Nov. 21, 2019",2.532
"Nov. 20, 2019",2.561
"Nov. 19, 2019",2.536
"Nov. 18, 2019",2.552
"Nov. 15, 2019",2.566
"Nov. 14, 2019",2.539
"Nov. 13, 2019",2.507
"Nov. 12, 2019",2.509
"Nov. 11, 2019",2.536
"Nov. 8, 2019",2.432
"Nov. 7, 2019",2.473
"Nov. 6, 2019",2.453
"Nov. 5, 2019",2.480
"Nov. 4, 2019",2.433
"Nov. 1, 2019",2.395
"Oct. 31, 2019",2.361
"Oct. 30, 2019",2.400
"Oct. 29, 2019",2.419
"Oct. 28, 2019",2.367
"Oct. 25, 2019",2.360
"Oct. 24, 2019",2.391
"Oct. 23, 2019",2.364
"Oct. 22, 2019",2.342
"Oct. 21, 2019",2.303
"Oct. 18, 2019",2.387
"Oct. 17, 2019",2.549
"Oct. 16, 2019",2.571
"Oct. 15, 2019",2.562
"Oct. 14, 2019",2.576
"Oct. 11, 2019",2.587
"Oct. 10, 2019",2.562
"Oct. 9, 2019",2.587
"Oct. 8, 2019",2.582
"Oct. 7, 2019",2.598
"Oct. 4, 2019",2.592
"Oct. 3, 2019",2.569
"Oct. 2, 2019",2.538
"Oct. 1, 2019",2.587
"Sept. 30, 2019",2.623
"Sept. 27, 2019",2.446
"Sept. 26, 2019",2.471
"Sept. 25, 2019",2.467
"Sept. 24, 2019",2.439
"Sept. 23, 2019",2.411
"Sept. 20, 2019",2.425
"Sept. 19, 2019",2.456
"Sept. 18, 2019",2.468
"Sept. 17, 2019",2.454
"Sept. 16, 2019",2.422
"Sept. 13, 2019",2.427
"Sept. 12, 2019",2.402
"Sept. 11, 2019",2.447
"Sept. 10, 2019",2.364
"Sept. 9, 2019",2.299
"Sept. 6, 2019",2.325
"Sept. 5, 2019",2.308
"Sept. 4, 2019",2.285
"Sept. 3, 2019",2.272
"Aug. 30, 2019",2.332
"Aug. 29, 2019",2.323
"Aug. 28, 2019",2.306
"Aug. 27, 2019",2.274
"Aug. 26, 2019",2.301
"Aug. 23, 2019",2.282
"Aug. 22, 2019",2.272
"Aug. 21, 2019",2.184
"Aug. 20, 2019",2.134
"Aug. 19, 2019",2.146
"Aug. 16, 2019",2.126
"Aug. 15, 2019",2.111
"Aug. 14, 2019",2.065
"Aug. 13, 2019",2.141
"Aug. 12, 2019",2.141
"Aug. 9, 2019",2.170
"Aug. 8, 2019",2.162
"Aug. 7, 2019",2.132
"Aug. 6, 2019",2.138
"Aug. 5, 2019",2.130
"Aug. 2, 2019",2.182
"Aug. 1, 2019",2.150
"July 31, 2019",2.192
"July 30, 2019",2.23
"July 29, 2019",2.186
"July 26, 2019",2.215
"July 25, 2019",2.234
"July 24, 2019",2.315
"July 23, 2019",2.386
"July 22, 2019",2.388
