date,pe_ratio
"Dec. 30, 2019",50.06
"Dec. 27, 2019",50.64
"Dec. 26, 2019",50.60
"Dec. 24, 2019",51.07
"Dec. 23, 2019",51.77
"Dec. 20, 2019",50.31
"Dec. 19, 2019",51.15
"Dec. 18, 2019",50.72
"Dec. 17, 2019",50.15
"Dec. 16, 2019",50.15
"Dec. 13, 2019",52.40
"Dec. 12, 2019",53.11
"Dec. 11, 2019",53.68
"Dec. 10, 2019",53.36
"Dec. 9, 2019",53.87
"Dec. 6, 2019",54.31
"Dec. 5, 2019",53.02
"Dec. 4, 2019",53.50
"Dec. 3, 2019",54.00
"Dec. 2, 2019",54.48
"Nov. 29, 2019",56.16
"Nov. 27, 2019",56.44
"Nov. 26, 2019",57.29
"Nov. 25, 2019",57.23
"Nov. 22, 2019",56.95
"Nov. 21, 2019",56.20
"Nov. 20, 2019",56.89
"Nov. 19, 2019",56.29
"Nov. 18, 2019",56.67
"Nov. 15, 2019",57.01
"Nov. 14, 2019",56.36
"Nov. 13, 2019",55.60
"Nov. 12, 2019",55.66
"Nov. 11, 2019",56.28
"Nov. 8, 2019",53.83
"Nov. 7, 2019",54.80
"Nov. 6, 2019",54.32
"Nov. 5, 2019",54.95
"Nov. 4, 2019",53.85
"Nov. 1, 2019",52.94
"Oct. 31, 2019",52.13
"Oct. 30, 2019",53.08
"Oct. 29, 2019",53.52
"Oct. 28, 2019",52.28
"Oct. 25, 2019",52.12
"Oct. 24, 2019",52.85
"Oct. 23, 2019",52.22
"Oct. 22, 2019",51.69
"Oct. 21, 2019",50.78
"Oct. 18, 2019",52.76
"Oct. 17, 2019",56.60
"Oct. 16, 2019",57.12
"Oct. 15, 2019",56.90
"Oct. 14, 2019",57.24
"Oct. 11, 2019",57.50
"Oct. 10, 2019",56.90
"Oct. 9, 2019",57.51
"Oct. 8, 2019",57.38
"Oct. 7, 2019",57.75
"Oct. 4, 2019",57.62
"Oct. 3, 2019",57.07
"Oct. 2, 2019",56.34
"Oct. 1, 2019",57.51
"Sept. 30, 2019",58.35
"Sept. 27, 2019",44.83
"Sept. 26, 2019",45.30
"Sept. 25, 2019",45.22
"Sept. 24, 2019",44.69
"Sept. 23, 2019",44.15
"Sept. 20, 2019",44.43
"Sept. 19, 2019",45.02
"Sept. 18, 2019",45.25
"Sept. 17, 2019",44.99
"Sept. 16, 2019",44.36
"Sept. 13, 2019",44.47
"Sept. 12, 2019",43.98
"Sept. 11, 2019",44.84
"Sept. 10, 2019",43.27
"Sept. 9, 2019",42.01
"Sept. 6, 2019",42.51
"Sept. 5, 2019",42.19
"Sept. 4, 2019",41.75
"Sept. 3, 2019",41.50
"Aug. 30, 2019",42.63
"Aug. 29, 2019",42.48
"Aug. 28, 2019",42.15
"Aug. 27, 2019",41.54
"Aug. 26, 2019",42.04
"Aug. 23, 2019",41.69
"Aug. 22, 2019",41.50
"Aug. 21, 2019",39.81
"Aug. 20, 2019",38.85
"Aug. 19, 2019",39.08
"Aug. 16, 2019",38.69
"Aug. 15, 2019",38.41
"Aug. 14, 2019",37.52
"Aug. 13, 2019",38.98
"Aug. 12, 2019",38.98
"Aug. 9, 2019",39.53
"Aug. 8, 2019",39.39
"Aug. 7, 2019",38.80
"Aug. 6, 2019",38.93
"Aug. 5, 2019",38.77
"Aug. 2, 2019",39.76
"Aug. 1, 2019",39.14
"July 31, 2019",39.95
"July 30, 2019",40.69
"July 29, 2019",39.84
"July 26, 2019",40.40
"July 25, 2019",40.76
"July 24, 2019",42.32
"July 23, 2019",43.68
"July 22, 2019",43.73
"July 19, 2019",44.19
"July 18, 2019",42.28
"July 17, 2019",43.27
"July 16, 2019",42.48
"July 15, 2019",42.34
"July 12, 2019",42.78
"July 11, 2019",42.04
"July 10, 2019",41.25
"July 9, 2019",41.35
"July 8, 2019",41.11
"July 5, 2019",41.67
"July 3, 2019",41.51
"July 2, 2019",41.47
"July 1, 2019",41.74
"June 30, 2019",42.62
"June 28, 2019",20.82
"June 27, 2019",20.82
"June 26, 2019",21.45
"June 25, 2019",21.13
"June 24, 2019",21.40
"June 21, 2019",21.27
"June 20, 2019",21.45
"June 19, 2019",21.08
"June 18, 2019",21.39
"June 17, 2019",20.30
"June 14, 2019",19.86
"June 13, 2019",19.96
"June 12, 2019",19.85
"June 11, 2019",19.98
"June 10, 2019",20.24
"June 7, 2019",20.23
"June 6, 2019",20.06
"June 5, 2019",19.95
"June 4, 2019",19.72
"June 3, 2019",19.39
"May 31, 2019",19.54
"May 30, 2019",20.02
"May 29, 2019",19.95
"May 28, 2019",20.30
"May 24, 2019",20.30
"May 23, 2019",20.05
"May 22, 2019",20.18
"May 21, 2019",20.52
"May 20, 2019",20.18
"May 17, 2019",20.31
"May 16, 2019",20.24
"May 15, 2019",19.77
"May 14, 2019",19.62
"May 13, 2019",19.30
"May 10, 2019",20.29
"May 9, 2019",20.26
"May 8, 2019",20.58
"May 7, 2019",20.44
"May 6, 2019",21.26
"May 3, 2019",21.54
"May 2, 2019",21.50
"May 1, 2019",21.56
"April 30, 2019",21.61
"April 29, 2019",21.68
"April 26, 2019",21.78
"April 25, 2019",21.90
"April 24, 2019",21.48
"April 23, 2019",21.40
"April 22, 2019",21.46
"April 18, 2019",21.74
"April 17, 2019",21.60
"April 16, 2019",21.84
"April 15, 2019",21.48
"April 12, 2019",21.72
"April 11, 2019",21.18
"April 10, 2019",20.88
"April 9, 2019",21.11
"April 8, 2019",21.43
"April 5, 2019",22.42
"April 4, 2019",22.65
"April 3, 2019",22.01
"April 2, 2019",22.35
"April 1, 2019",22.40
"March 31, 2019",21.82
"March 29, 2019",21.33
"March 28, 2019",20.94
"March 27, 2019",20.93
"March 26, 2019",20.71
"March 25, 2019",20.72
"March 22, 2019",20.26
"March 21, 2019",20.84
"March 20, 2019",21.04
"March 19, 2019",20.89
"March 18, 2019",20.82
"March 15, 2019",21.20
"March 14, 2019",20.88
"March 13, 2019",21.09
"March 12, 2019",21.00
"March 11, 2019",22.37
"March 8, 2019",23.63
"March 7, 2019",23.63
"March 6, 2019",23.74
"March 5, 2019",24.06
"March 4, 2019",24.20
"March 1, 2019",24.64
"Feb. 28, 2019",24.61
"Feb. 27, 2019",24.35
"Feb. 26, 2019",23.87
"Feb. 25, 2019",23.87
"Feb. 22, 2019",23.72
"Feb. 21, 2019",23.35
"Feb. 20, 2019",23.58
"Feb. 19, 2019",23.28
"Feb. 15, 2019",23.38
"Feb. 14, 2019",22.92
"Feb. 13, 2019",22.96
"Feb. 12, 2019",22.97
"Feb. 11, 2019",22.59
"Feb. 8, 2019",22.65
"Feb. 7, 2019",22.66
"Feb. 6, 2019",22.99
"Feb. 5, 2019",22.94
"Feb. 4, 2019",22.20
"Feb. 1, 2019",21.67
"Jan. 31, 2019",21.57
"Jan. 30, 2019",21.68
"Jan. 29, 2019",20.41
"Jan. 28, 2019",20.30
"Jan. 25, 2019",20.37
"Jan. 24, 2019",20.04
"Jan. 23, 2019",20.06
"Jan. 22, 2019",20.02
"Jan. 18, 2019",20.40
"Jan. 17, 2019",20.08
"Jan. 16, 2019",19.69
"Jan. 15, 2019",19.70
"Jan. 14, 2019",19.60
"Jan. 11, 2019",19.74
"Jan. 10, 2019",19.72
"Jan. 9, 2019",19.23
"Jan. 8, 2019",19.05
"Jan. 7, 2019",18.35
