date,ohlson_score
"Dec. 31, 2019",1.661
"Sept. 30, 2019",0.6088
"June 30, 2019",1.731
"March 31, 2019",2.586
"Dec. 31, 2018",2.101
"Sept. 30, 2018",2.268
"June 30, 2018",2.380
"March 31, 2018",2.302
"Dec. 31, 2017",1.885
"Sept. 30, 2017",2.198
"June 30, 2017",2.358
"March 31, 2017",2.288
"Dec. 31, 2016",2.341
"Sept. 30, 2016",1.507
"June 30, 2016",-1.032
"March 31, 2016",1.815
"Dec. 31, 2015",2.058
"Sept. 30, 2015",1.718
"June 30, 2015",2.040
"March 31, 2015",1.830
"Dec. 31, 2014",1.466
"Sept. 30, 2014",1.433
"June 30, 2014",1.135
"March 31, 2014",1.468
"Dec. 31, 2013",1.239
"Sept. 30, 2013",1.610
"June 30, 2013",1.730
"March 31, 2013",1.672
"Dec. 31, 2012",1.904
"Sept. 30, 2012",1.730
"June 30, 2012",1.911
"March 31, 2012",2.261
"Dec. 31, 2011",2.012
"Sept. 30, 2011",1.834
"June 30, 2011",1.872
"March 31, 2011",2.689
"Dec. 31, 2010",2.153
"Sept. 30, 2010",
"June 30, 2010",2.185
"March 31, 2010",3.159
"Dec. 31, 2009",1.358
"Sept. 30, 2009",2.229
"June 30, 2009",2.673
"March 31, 2009",2.450
"Dec. 31, 2008",-1.463
"Sept. 30, 2008",2.305
"June 30, 2008",2.438
"March 31, 2008",2.034
"Dec. 31, 2007",2.147
"Sept. 30, 2007",2.335
"June 30, 2007",2.379
"March 31, 2007",2.689
"Dec. 31, 2006",2.622
"Sept. 30, 2006",1.559
"June 30, 2006",-0.5336
"March 31, 2006",1.913
"Dec. 31, 2005",2.734
"Sept. 30, 2005",2.096
"June 30, 2005",2.149
"March 31, 2005",1.755
"Dec. 31, 2004",2.854
"Sept. 30, 2004",2.385
"June 30, 2004",2.126
"March 31, 2004",2.506
"Dec. 31, 2003",1.588
"Sept. 30, 2003",1.496
"June 30, 2003",3.175
"March 31, 2003",1.088
"Dec. 31, 2002",2.147
"Sept. 30, 2002",2.458
"June 30, 2002",0.653
"March 31, 2002",1.497
"Dec. 31, 2001",4.770
"Sept. 30, 2001",1.928
"June 30, 2001",1.722
"March 31, 2001",1.068
"Dec. 31, 2000",1.812
"Sept. 30, 2000",0.9823
"June 30, 2000",0.8123
"March 31, 2000",1.265
"Dec. 31, 1999",0.8827
"Sept. 30, 1999",1.166
"June 30, 1999",0.6852
"March 31, 1999",0.8144
"Dec. 31, 1998",0.7773
"Sept. 30, 1998",0.5937
"June 30, 1998",0.3389
"March 31, 1998",-4.960
"Dec. 31, 1997",0.9493
"Sept. 30, 1997",-0.3545
"June 30, 1997",0.2957
"March 31, 1997",0.1566
"Dec. 31, 1996",0.4008
"Sept. 30, 1996",-0.0969
"June 30, 1996",-0.5382
"March 31, 1996",-1.455
"Dec. 31, 1995",-1.056
"Sept. 30, 1995",-1.012
"June 30, 1995",-0.6975
"March 31, 1995",0.1894
"Dec. 31, 1994",0.2711
"Sept. 30, 1994",0.3278
"June 30, 1994",0.5189
"March 31, 1994",0.364
"Dec. 31, 1993",0.1553
"Sept. 30, 1993",1.234
"June 30, 1993",0.5131
"March 31, 1993",-1.099
"Dec. 31, 1992",-0.2625
"Sept. 30, 1992",0.1115
"June 30, 1992",-0.0431
"March 31, 1992",-0.1058
"Dec. 31, 1991",-0.0459
"Sept. 30, 1991",0.1773
"June 30, 1991",0.0286
"March 31, 1991",0.312
"Dec. 31, 1990",0.4493
"Sept. 30, 1990",0.2841
"June 30, 1990",0.1645
"March 31, 1990",0.039
