date,days_inventory_outstanding
"Dec. 31, 2019",365.58
"Sept. 30, 2019",382.06
"June 30, 2019",342.92
"March 31, 2019",313.06
"Dec. 31, 2018",257.36
"Sept. 30, 2018",267.35
"June 30, 2018",286.21
"March 31, 2018",297.37
"Dec. 31, 2017",239.63
"Sept. 30, 2017",195.44
"June 30, 2017",209.07
"March 31, 2017",218.23
"Dec. 31, 2016",221.37
"Sept. 30, 2016",199.11
"June 30, 2016",186.89
"March 31, 2016",225.83
"Dec. 31, 2015",211.93
"Sept. 30, 2015",206.27
"June 30, 2015",208.42
"March 31, 2015",234.98
"Dec. 31, 2014",206.67
"Sept. 30, 2014",212.07
"June 30, 2014",222.85
"March 31, 2014",231.75
"Dec. 31, 2013",188.32
"Sept. 30, 2013",199.06
"June 30, 2013",200.38
"March 31, 2013",227.45
"Dec. 31, 2012",178.63
"Sept. 30, 2012",195.14
"June 30, 2012",184.64
"March 31, 2012",184.44
"Dec. 31, 2011",175.79
"Sept. 30, 2011",189.36
"June 30, 2011",193.58
"March 31, 2011",193.98
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",142.41
"March 31, 2010",134.15
"Dec. 31, 2009",103.51
"Sept. 30, 2009",104.55
"June 30, 2009",108.55
"March 31, 2009",103.77
"Dec. 31, 2008",108.40
"Sept. 30, 2008",77.47
"June 30, 2008",66.43
"March 31, 2008",71.37
"Dec. 31, 2007",55.70
"Sept. 30, 2007",57.92
"June 30, 2007",56.90
"March 31, 2007",61.79
"Dec. 31, 2006",50.46
"Sept. 30, 2006",60.82
"June 30, 2006",55.39
"March 31, 2006",62.03
"Dec. 31, 2005",55.49
"Sept. 30, 2005",54.23
"June 30, 2005",43.87
"March 31, 2005",55.31
"Dec. 31, 2004",40.10
"Sept. 30, 2004",34.88
"June 30, 2004",40.19
"March 31, 2004",45.42
"Dec. 31, 2003",47.13
"Sept. 30, 2003",56.94
"June 30, 2003",50.29
"March 31, 2003",54.62
"Dec. 31, 2002",46.54
"Sept. 30, 2002",46.96
"June 30, 2002",45.62
"March 31, 2002",53.80
"Dec. 31, 2001",52.48
"Sept. 30, 2001",60.71
"June 30, 2001",54.27
"March 31, 2001",61.28
"Dec. 31, 2000",48.22
"Sept. 30, 2000",55.99
"June 30, 2000",49.94
"March 31, 2000",77.47
"Dec. 31, 1999",52.22
"Sept. 30, 1999",67.11
"June 30, 1999",59.93
"March 31, 1999",62.85
"Dec. 31, 1998",56.31
"Sept. 30, 1998",84.06
"June 30, 1998",73.68
"March 31, 1998",70.21
"Dec. 31, 1997",76.85
"Sept. 30, 1997",73.20
"June 30, 1997",64.30
"March 31, 1997",86.39
"Dec. 31, 1996",84.84
"Sept. 30, 1996",75.74
"June 30, 1996",106.27
"March 31, 1996",156.04
"Dec. 31, 1995",44.50
"Sept. 30, 1995",123.76
"June 30, 1995",92.97
"March 31, 1995",97.57
"Dec. 31, 1994",87.61
"Sept. 30, 1994",78.34
"June 30, 1994",63.39
"March 31, 1994",51.53
"Dec. 31, 1993",51.52
"Sept. 30, 1993",55.87
"June 30, 1993",34.59
"March 31, 1993",43.83
"Dec. 31, 1992",42.60
"Sept. 30, 1992",49.73
"June 30, 1992",41.86
"March 31, 1992",42.21
"Dec. 31, 1991",47.89
"Sept. 30, 1991",52.54
"June 30, 1991",50.94
"March 31, 1991",59.86
"Dec. 31, 1990",44.00
"Sept. 30, 1990",43.38
"June 30, 1990",53.90
"March 31, 1990",69.88
"Dec. 31, 1989",82.56
"Sept. 30, 1989",52.08
