date,asset_utilization
"Dec. 31, 2019",0.6076
"Sept. 30, 2019",0.7118
"June 30, 2019",0.7788
"March 31, 2019",0.8693
"Dec. 31, 2018",0.8853
"Sept. 30, 2018",0.8954
"June 30, 2018",0.9289
"March 31, 2018",0.9607
"Dec. 31, 2017",0.9936
"Sept. 30, 2017",1.017
"June 30, 2017",1.016
"March 31, 2017",1.032
"Dec. 31, 2016",1.028
"Sept. 30, 2016",1.023
"June 30, 2016",1.024
"March 31, 2016",1.004
"Dec. 31, 2015",0.9966
"Sept. 30, 2015",1.010
"June 30, 2015",1.001
"March 31, 2015",0.9884
"Dec. 31, 2014",0.9811
"Sept. 30, 2014",0.9701
"June 30, 2014",0.9535
"March 31, 2014",0.9557
"Dec. 31, 2013",0.9442
"Sept. 30, 2013",0.9466
"June 30, 2013",0.9506
"March 31, 2013",0.9558
"Dec. 31, 2012",0.9859
"Sept. 30, 2012",0.9879
"June 30, 2012",0.9878
"March 31, 2012",0.9755
"Dec. 31, 2011",0.9452
"Sept. 30, 2011",0.9271
"June 30, 2011",0.9512
"March 31, 2011",0.9695
"Dec. 31, 2010",0.9995
"Sept. 30, 2010",1.062
"June 30, 2010",1.072
"March 31, 2010",1.129
"Dec. 31, 2009",1.187
"Sept. 30, 2009",1.117
"June 30, 2009",1.093
"March 31, 2009",1.079
"Dec. 31, 2008",1.057
"Sept. 30, 2008",1.136
"June 30, 2008",1.168
"March 31, 2008",1.198
"Dec. 31, 2007",1.225
"Sept. 30, 2007",1.215
"June 30, 2007",1.155
"March 31, 2007",1.089
"Dec. 31, 2006",1.040
"Sept. 30, 2006",0.957
"June 30, 2006",0.9329
"March 31, 2006",0.9423
"Dec. 31, 2005",0.9317
"Sept. 30, 2005",0.9365
"June 30, 2005",0.9644
"March 31, 2005",0.9449
"Dec. 31, 2004",0.9619
"Sept. 30, 2004",0.9731
"June 30, 2004",0.9686
"March 31, 2004",0.9728
"Dec. 31, 2003",0.9659
"Sept. 30, 2003",0.994
"June 30, 2003",1.024
"March 31, 2003",1.068
"Dec. 31, 2002",1.110
"Sept. 30, 2002",1.173
"June 30, 2002",1.212
"March 31, 2002",1.266
"Dec. 31, 2001",1.276
"Sept. 30, 2001",1.308
"June 30, 2001",1.331
"March 31, 2001",1.368
"Dec. 31, 2000",1.334
"Sept. 30, 2000",1.387
"June 30, 2000",1.435
"March 31, 2000",1.441
"Dec. 31, 1999",1.558
"Sept. 30, 1999",1.596
"June 30, 1999",1.575
"March 31, 1999",1.528
"Dec. 31, 1998",1.487
"Sept. 30, 1998",1.328
"June 30, 1998",1.355
"March 31, 1998",1.400
"Dec. 31, 1997",1.328
"Sept. 30, 1997",1.408
"June 30, 1997",1.492
"March 31, 1997",1.334
"Dec. 31, 1996",1.161
"Sept. 30, 1996",1.690
"June 30, 1996",1.485
"March 31, 1996",1.459
"Dec. 31, 1995",1.509
"Sept. 30, 1995",0.9266
"June 30, 1995",0.9591
"March 31, 1995",0.9565
"Dec. 31, 1994",1.034
"Sept. 30, 1994",1.070
"June 30, 1994",1.089
"March 31, 1994",1.246
"Dec. 31, 1993",1.300
"Sept. 30, 1993",1.427
"June 30, 1993",1.574
"March 31, 1993",1.620
"Dec. 31, 1992",1.758
"Sept. 30, 1992",1.816
"June 30, 1992",1.930
"March 31, 1992",1.977
"Dec. 31, 1991",1.909
"Sept. 30, 1991",1.905
"June 30, 1991",1.930
"March 31, 1991",1.910
"Dec. 31, 1990",1.984
"Sept. 30, 1990",1.873
"June 30, 1990",1.843
"March 31, 1990",1.718
"Dec. 31, 1989",1.569
"Sept. 30, 1989",1.586
